PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37468645","A prospective randomized controlled study of hamstring and bone-free quadriceps tendons autografts in arthroscopic ACL reconstruction","Tang N, Eren M, Gurpinar T, Ozturkmen Y.","Eur J Orthop Surg Traumatol. 2024 Jan;34(1):293-301. doi: 10.1007/s00590-023-03636-5. Epub 2023 Jul 19.","Tang N","Eur J Orthop Surg Traumatol","2024","2023/07/19","","","10.1007/s00590-023-03636-5"
"37270112","Anterior Cruciate Ligament Reconstruction Plus Lateral Extra-articular Tenodesis Has a Similar Return-to-Sport Rate to Anterior Cruciate Ligament Reconstruction Alone but a Lower Failure Rate","Rezansoff A, Firth AD, Bryant DM, Litchfield R, McCormack RG, Heard M, MacDonald PB, Spalding T, Verdonk PCM, Peterson D, Bardana D; STABILITY Study Group; Getgood AMJ.","Arthroscopy. 2024 Feb;40(2):384-396.e1. doi: 10.1016/j.arthro.2023.05.019. Epub 2023 Jun 1.","Rezansoff A","Arthroscopy","2024","2023/06/03","","","10.1016/j.arthro.2023.05.019"
"36988698","Evaluation the results of anterior cruciate ligament reconstruction with or without using antibiotic solution during graft preparation","Mousavi SH, Radi M, Kazemi D, Izadpanah F, Shahrouzian A.","Eur J Orthop Surg Traumatol. 2023 Oct;33(7):3033-3036. doi: 10.1007/s00590-023-03522-0. Epub 2023 Mar 29.","Mousavi SH","Eur J Orthop Surg Traumatol","2023","2023/03/29","","","10.1007/s00590-023-03522-0"
"36935576","Female Athletes With Better Psychological Readiness Are at Higher Risk for Second ACL Injury After Primary ACL Reconstruction","Zarzycki R, Cummer K, Arhos E, Failla M, Capin JJ, Smith AH, Snyder-Mackler L.","Sports Health. 2024 Jan-Feb;16(1):149-154. doi: 10.1177/19417381231155120. Epub 2023 Mar 19.","Zarzycki R","Sports Health","2024","2023/03/20","PMC10732117","","10.1177/19417381231155120"
"36856280","Anterior Cruciate Ligament Reconstruction Using a 4-Strand Semitendinosus Tendon Graft or a Doubled Semitendinosus and Gracilis Tendon Graft: A 4.5-Year Prospective, Randomized, Double-Blind, Parallel-Group Study","Kuliński K, Waśko MK, Tramś E, Malesa K, Pomianowski S, Kamiński R.","Am J Sports Med. 2023 Mar;51(3):615-626. doi: 10.1177/03635465221149738.","Kuliński K","Am J Sports Med","2023","2023/03/01","","","10.1177/03635465221149738"
"36774971","Small Hamstring Tendon Graft for Anterior Cruciate Ligament Reconstruction Combined With Anterolateral Ligament Reconstruction Results in the Same Failure Rate as Larger Hamstring Tendon Graft Reconstruction Alone","Helito CP, da Silva AGM, Sobrado MF, Guimarães TM, Gobbi RG, Pécora JR.","Arthroscopy. 2023 Jul;39(7):1671-1679. doi: 10.1016/j.arthro.2023.01.101. Epub 2023 Feb 10.","Helito CP","Arthroscopy","2023","2023/02/12","","","10.1016/j.arthro.2023.01.101"
"36720663","A comparison of the outcomes of anterior curciate ligament reconstruction with large-size graft versus reconstruction with average-size graft combined with extraarticular tenodesis","El-Azab H, Moursy M, Mohamed MA, Elsayed M.","Injury. 2023 Mar;54(3):976-982. doi: 10.1016/j.injury.2023.01.033. Epub 2023 Jan 20.","El-Azab H","Injury","2023","2023/01/31","","","10.1016/j.injury.2023.01.033"
"36646169","No increase in adverse events with lateral extra-articular tenodesis augmentation of anterior cruciate ligament reconstruction - Results from the stability randomized trial","Heard M, Marmura H, Bryant D, Litchfield R, McCormack R, MacDonald P, Spalding T, Verdonk P, Peterson D, Bardana D, Rezansoff A; STABILITY Study Group; Getgood A.","J ISAKOS. 2023 Aug;8(4):246-254. doi: 10.1016/j.jisako.2022.12.001. Epub 2023 Jan 14.","Heard M","J ISAKOS","2023","2023/01/16","","","10.1016/j.jisako.2022.12.001"
"36260487","Performance of 5-Strand Hamstring Autograft Anterior Cruciate Ligament Reconstruction in the STABILITY Study: A Subgroup Analysis","Lodhia P, Nazari G, Bryant D, Getgood A, McCormack R; STABILITY Group; Getgood AMJ, Bryant DM, Litchfield R, Willits K, Birmingham T, Hewison C, Firth AD, Wanlin S, Pinto R, Martindale A, O'Neill L, Jennings M, Daniluk M, McCormack RG, Boyer D, Zomar M, Moon K, Moon R, Fan B, Mohan B, Payne K, Heard M, Buchko GM, Hiemstra LA, Kerslake S, Tynedal J, MacDonald PB, Stranges G, Mcrae S, Gullett L, Brown H, Legary A, Longo A, Christian M, Ferguson C, Rezansoff A, Mohtadi N, Barber R, Chan D, Campbell C, Garven A, Pulsifer K, Mayer M, Peterson D, Simunovic N, Duong A, Robinson D, Levy D, Skelly M, Shanmugaraj A, Bardana D, Howells F, Tough M, Spalding T, Thompson P, Metcalfe A, Asplin L, Dube A, Clarkson L, Brown J, Bolsover A, Bradshaw C, Belgrove L, Milan F, Turner S, Verdugo S, Lowe J, Dunne D, McGowan K, Suddens CM, Verdonk PCM, Declerq G, Vuylsteke K, Van Haver M.","Am J Sports Med. 2022 Nov;50(13):3502-3509. doi: 10.1177/03635465221128581. Epub 2022 Oct 19.","Lodhia P","Am J Sports Med","2022","2022/10/19","PMC9630854","","10.1177/03635465221128581"
"36190389","Comparison of Quadriceps and Hamstring Muscle Strength after Exercises with and without Blood Flow Restriction following Anterior Cruciate Ligament Surgery: A Randomized Controlled Trial","Vieira de Melo RF, Komatsu WR, Freitas MS, Vieira de Melo ME, Cohen M.","J Rehabil Med. 2022 Nov 1;54:jrm00337. doi: 10.2340/jrm.v54.2550.","Vieira de Melo RF","J Rehabil Med","2022","2022/10/03","PMC9639477","","10.2340/jrm.v54.2550"
"36189471","Objective laxity and subjective outcomes are more influenced by meniscal treatment than anterior cruciate ligament reconstruction technique at minimum2 years of follow-up","Grassi A, Di Paolo S, Dal Fabbro G, Eroglu ON, Macchiarola L, Lucidi GA, Zaffagnini S.","J ISAKOS. 2022 Aug;7(4):54-59. doi: 10.1016/j.jisako.2022.04.006. Epub 2022 May 5.","Grassi A","J ISAKOS","2022","2022/10/03","","","10.1016/j.jisako.2022.04.006"
"36055668","[Clinical Outcomes of the Application of Platelet-Rich Fibrin during Anatomic Anterior Cruciate Ligament Reconstruction: Results of Prospective Randomised Study]","Kasl J, Zeman P, Pavelka T, Cibulková J, Pilný J, Matějka J.","Acta Chir Orthop Traumatol Cech. 2022;89(4):279-285.","Kasl J","Acta Chir Orthop Traumatol Cech","2022","2022/09/02","","",""
"36005281","Comparable Instrumented Knee Joint Laxity and Patient-Reported Outcomes After ACL Repair With Dynamic Intraligamentary Stabilization or ACL Reconstruction: 5-Year Results of a Randomized Controlled Trial","Glasbrenner J, Raschke MJ, Kittl C, Herbst E, Peez C, Briese T, Michel PA, Herbort M, Kösters C, Schliemann B.","Am J Sports Med. 2022 Oct;50(12):3256-3264. doi: 10.1177/03635465221117777. Epub 2022 Aug 25.","Glasbrenner J","Am J Sports Med","2022","2022/08/25","PMC9527444","","10.1177/03635465221117777"
"35811663","Comparison of Rapid Rehabilitation after Anterior Cruciate Ligament Reconstruction with Tensioning Technique and Traditional Rehabilitation","Jin T, Li Y, Yang G, Liao X, Wang G, Wang F.","Dis Markers. 2022 Jul 1;2022:6779207. doi: 10.1155/2022/6779207. eCollection 2022.","Jin T","Dis Markers","2022","2022/07/11","PMC9270112","","10.1155/2022/6779207"
"35507037","No differences found in long-term outcomes of a randomized controlled trial comparing ipsilateral versus contralateral hamstring graft in ACL reconstruction","Beaudoin A, Ogborn D, McRae S, Larose G, Brown H, McCormack R, MacDonald P.","Knee Surg Sports Traumatol Arthrosc. 2022 Nov;30(11):3718-3725. doi: 10.1007/s00167-022-06980-x. Epub 2022 May 4.","Beaudoin A","Knee Surg Sports Traumatol Arthrosc","2022","2022/05/04","","","10.1007/s00167-022-06980-x"
"35075087","The effectiveness of Kinesio Taping in improving pain and edema during early rehabilitation after Anterior Cruciate Ligament Reconstruction: A Prospective, Randomized, Control Study","Labianca L, Andreozzi V, Princi G, Princi AA, Calderaro C, Guzzini M, Ferretti A.","Acta Biomed. 2022 Jan 19;92(6):e2021336. doi: 10.23750/abm.v92i6.10875.","Labianca L","Acta Biomed","2022","2022/01/25","PMC8823551","","10.23750/abm.v92i6.10875"
"35050817","Predictors of Graft Failure in Young Active Patients Undergoing Hamstring Autograft Anterior Cruciate Ligament Reconstruction With or Without a Lateral Extra-articular Tenodesis: The Stability Experience","Firth AD, Bryant DM, Litchfield R, McCormack RG, Heard M, MacDonald PB, Spalding T, Verdonk PCM, Peterson D, Bardana D, Rezansoff A; STABILITY Study Group; Getgood AMJ, Willits K, Birmingham T, Hewison C, Wanlin S, Pinto R, Martindale A, O'Neill L, Jennings M, Daniluk M, Boyer D, Zomar M, Moon K, Moon R, Fan B, Mohan B, Buchko GM, Hiemstra LA, Kerslake S, Tynedal J, Stranges G, Mcrae S, Gullett L, Brown H, Legary A, Longo A, Christian M, Ferguson C, Mohtadi N, Barber R, Chan D, Campbell C, Garven A, Pulsifer K, Mayer M, Simunovic N, Duong A, Robinson D, Levy D, Skelly M, Shanmugaraj A, Howells F, Tough M, Thompson P, Metcalfe A, Asplin L, Dube A, Clarkson L, Brown J, Bolsover A, Bradshaw C, Belgrove L, Milan F, Turner S, Verdugo S, Lowe J, Dunne D, McGowan K, Suddens CM, Declerq G, Vuylsteke K, Van Haver M.","Am J Sports Med. 2022 Feb;50(2):384-395. doi: 10.1177/03635465211061150. Epub 2022 Jan 20.","Firth AD","Am J Sports Med","2022","2022/01/20","PMC8829733","","10.1177/03635465211061150"
"34348704","Immediate and 6-week effects of wearing a knee sleeve following anterior cruciate ligament reconstruction: a cross-over laboratory and randomised clinical trial","Sole G, Lamb P, Pataky T, Klima S, Navarre P, Hammer N.","BMC Musculoskelet Disord. 2021 Aug 4;22(1):655. doi: 10.1186/s12891-021-04540-x.","Sole G","BMC Musculoskelet Disord","2021","2021/08/05","PMC8336666","","10.1186/s12891-021-04540-x"
"33945339","Validation of a Risk Calculator to Personalize Graft Choice and Reduce Rupture Rates for Anterior Cruciate Ligament Reconstruction","Marmura H, Getgood AMJ, Spindler KP, Kattan MW, Briskin I, Bryant DM.","Am J Sports Med. 2021 Jun;49(7):1777-1785. doi: 10.1177/03635465211010798. Epub 2021 May 4.","Marmura H","Am J Sports Med","2021","2021/05/04","","","10.1177/03635465211010798"
"33742222","Quadriceps and hamstring tendon autografts in ACL reconstruction yield comparably good results in a prospective, randomized controlled trial","Horstmann H, Petri M, Tegtbur U, Felmet G, Krettek C, Jagodzinski M.","Arch Orthop Trauma Surg. 2022 Feb;142(2):281-289. doi: 10.1007/s00402-021-03862-8. Epub 2021 Mar 19.","Horstmann H","Arch Orthop Trauma Surg","2022","2021/03/20","PMC8783919","","10.1007/s00402-021-03862-8"
"33634332","Original study: early patient-reported functional outcome of all-inside ACL reconstruction as compared to anteromedial portal technique","Kulshrestha V, Sood M, Kumar S, Kawale A.","Eur J Orthop Surg Traumatol. 2021 Oct;31(7):1477-1483. doi: 10.1007/s00590-021-02912-6. Epub 2021 Feb 25.","Kulshrestha V","Eur J Orthop Surg Traumatol","2021","2021/02/26","","","10.1007/s00590-021-02912-6"
"33463428","Comparison of the outcomes of isolated anterior cruciate ligament reconstruction and combined anterolateral ligament suture tape augmentation and anterior cruciate ligament reconstruction","Erden T, Toker B, Toprak A, Taşer Ö.","Jt Dis Relat Surg. 2021;32(1):129-136. doi: 10.5606/ehc.2020.78201. Epub 2021 Jan 6.","Erden T","Jt Dis Relat Surg","2021","2021/01/19","PMC8073455","","10.5606/ehc.2020.78201"
"32909826","Maturity Progression of the Entire Anterior Cruciate Ligament Graft of Insertion-Preserved Hamstring Tendons by 5 Years: A Prospective Randomized Controlled Study Based on Magnetic Resonance Imaging Evaluation","Zhang Y, Liu S, Chen Q, Hu Y, Sun Y, Chen J.","Am J Sports Med. 2020 Oct;48(12):2970-2977. doi: 10.1177/0363546520951507. Epub 2020 Sep 10.","Zhang Y","Am J Sports Med","2020","2020/09/10","","","10.1177/0363546520951507"
"32828934","Five-Strand Versus Four-Strand Hamstring Autografts in Anterior Cruciate Ligament Reconstruction-A Prospective Randomized Controlled Study","Krishna L, Chan CX, Lokaiah L, Chinnasamy D, Goyal S, Wang M, Singh A.","Arthroscopy. 2021 Feb;37(2):579-585. doi: 10.1016/j.arthro.2020.08.012. Epub 2020 Aug 21.","Krishna L","Arthroscopy","2021","2020/08/24","","","10.1016/j.arthro.2020.08.012"
"32699919","ACL reconstruction using a quadruple semitendinosus graft with cortical fixations gives suitable isokinetic and clinical outcomes after 2 years","Roger J, Bertani A, Vigouroux F, Mottier F, Gaillard R, Have L, Rongièras F.","Knee Surg Sports Traumatol Arthrosc. 2020 Aug;28(8):2468-2477. doi: 10.1007/s00167-020-06121-2. Epub 2020 Jul 22.","Roger J","Knee Surg Sports Traumatol Arthrosc","2020","2020/07/24","","","10.1007/s00167-020-06121-2"
"32589515","Females Have Earlier Muscle Strength and Functional Recovery After Bridge-Enhanced Anterior Cruciate Ligament Repair","Barnett S, Badger GJ, Kiapour A, Yen YM, Henderson R, Freiberger C, Proffen B, Sant N, Trainor B, Fleming BC, Micheli LJ, Murray MM, Kramer DE.","Tissue Eng Part A. 2020 Jul;26(13-14):702-711. doi: 10.1089/ten.tea.2020.0057. Epub 2020 Jun 25.","Barnett S","Tissue Eng Part A","2020","2020/06/27","PMC7398430","","10.1089/ten.tea.2020.0057"
"32368935","A Randomized Controlled Trial of Bone-Patellar Tendon-Bone Anterior Cruciate Ligament Reconstruction With and Without Lateral Extra-articular Tenodesis: 19-Year Clinical and Radiological Follow-up","Castoldi M, Magnussen RA, Gunst S, Batailler C, Neyret P, Lustig S, Servien E.","Am J Sports Med. 2020 Jun;48(7):1665-1672. doi: 10.1177/0363546520914936. Epub 2020 May 5.","Castoldi M","Am J Sports Med","2020","2020/05/06","","","10.1177/0363546520914936"
"32302205","Bioabsorbable Versus Titanium Screws in Anterior Cruciate Ligament Reconstruction Using Hamstring Autograft: A Prospective, Randomized Controlled Trial With 13-Year Follow-up","Sundaraj K, Salmon LJ, Heath EL, Winalski CS, Colak C, Vasanji A, Roe JP, Pinczewski LA.","Am J Sports Med. 2020 May;48(6):1316-1326. doi: 10.1177/0363546520911024. Epub 2020 Apr 17.","Sundaraj K","Am J Sports Med","2020","2020/04/18","","","10.1177/0363546520911024"
"32298131","Bridge-Enhanced Anterior Cruciate Ligament Repair Is Not Inferior to Autograft Anterior Cruciate Ligament Reconstruction at 2 Years: Results of a Prospective Randomized Clinical Trial","Murray MM, Fleming BC, Badger GJ; BEAR Trial Team; Freiberger C, Henderson R, Barnett S, Kiapour A, Ecklund K, Proffen B, Sant N, Kramer DE, Micheli LJ, Yen YM.","Am J Sports Med. 2020 May;48(6):1305-1315. doi: 10.1177/0363546520913532. Epub 2020 Apr 16.","Murray MM","Am J Sports Med","2020","2020/04/17","PMC7227128","","10.1177/0363546520913532"
"32182127","Modified Iliotibial Band Tenodesis Is Indicated to Correct Intraoperative Residual Pivot Shift After Anterior Cruciate Ligament Reconstruction Using an Autologous Hamstring Tendon Graft: A Prospective Randomized Controlled Trial","Porter M, Shadbolt B.","Am J Sports Med. 2020 Apr;48(5):1069-1077. doi: 10.1177/0363546520910148. Epub 2020 Mar 17.","Porter M","Am J Sports Med","2020","2020/03/18","","","10.1177/0363546520910148"
"32125668","Effects of Autograft Types on Muscle Strength and Functional Capacity in Patients Having Anterior Cruciate Ligament Reconstruction: A Randomized Controlled Trial","Sinding KS, Nielsen TG, Hvid LG, Lind M, Dalgas U.","Sports Med. 2020 Jul;50(7):1393-1403. doi: 10.1007/s40279-020-01276-x.","Sinding KS","Sports Med","2020","2020/03/04","","","10.1007/s40279-020-01276-x"
"32059954","All-Inside Quadrupled Semitendinosus Autograft Shows Stability Equivalent to Patellar Tendon Autograft Anterior Cruciate Ligament Reconstruction: Randomized Controlled Trial in Athletes 24 Years or Younger","Smith PA, Cook CS, Bley JA.","Arthroscopy. 2020 Jun;36(6):1629-1646. doi: 10.1016/j.arthro.2020.01.048. Epub 2020 Feb 12.","Smith PA","Arthroscopy","2020","2020/02/16","","","10.1016/j.arthro.2020.01.048"
"31967599","Anterior cruciate ligament injuries treated with quadriceps tendon autograft versus hamstring autograft: A randomized controlled trial","Vilchez-Cavazos F, Dávila-Martínez A, Garza-Castro S, Simental-Mendía M, Garay-Mendoza D, Tamez-Mata Y, Peña-Martínez V, Acosta-Olivo C.","Cir Cir. 2020;88(1):76-81. doi: 10.24875/CIRU.19001001.","Vilchez-Cavazos F","Cir Cir","2020","2020/01/23","","","10.24875/CIRU.19001001"
"31940222","Lateral Extra-articular Tenodesis Reduces Failure of Hamstring Tendon Autograft Anterior Cruciate Ligament Reconstruction: 2-Year Outcomes From the STABILITY Study Randomized Clinical Trial","Getgood AMJ, Bryant DM, Litchfield R, Heard M, McCormack RG, Rezansoff A, Peterson D, Bardana D, MacDonald PB, Verdonk PCM, Spalding T; STABILITY Study Group; Willits K, Birmingham T, Hewison C, Wanlin S, Firth A, Pinto R, Martindale A, O'Neill L, Jennings M, Daniluk M, Boyer D, Zomar M, Moon K, Pritchett R, Payne K, Fan B, Mohan B, Buchko GM, Hiemstra LA, Kerslake S, Tynedal J, Stranges G, Mcrae S, Gullett L, Brown H, Legary A, Longo A, Christian M, Ferguson C, Mohtadi N, Barber R, Chan D, Campbell C, Garven A, Pulsifer K, Mayer M, Simunovic N, Duong A, Robinson D, Levy D, Skelly M, Shanmugaraj A, Howells F, Tough M, Spalding T, Thompson P, Metcalfe A, Asplin L, Dube A, Clarkson L, Brown J, Bolsover A, Bradshaw C, Belgrove L, Millan F, Turner S, Verdugo S, Lowe J, Dunne D, McGowan K, Suddens CM, Declercq G, Vuylsteke K, Van Haver M.","Am J Sports Med. 2020 Feb;48(2):285-297. doi: 10.1177/0363546519896333. Epub 2020 Jan 15.","Getgood AMJ","Am J Sports Med","2020","2020/01/16","","","10.1177/0363546519896333"
"31704697","Quadriceps tendon grafts does not cause patients to have inferior subjective outcome after anterior cruciate ligament (ACL) reconstruction than do hamstring grafts: a 2-year prospective randomised controlled trial","Lind M, Nielsen TG, Soerensen OG, Mygind-Klavsen B, Faunø P.","Br J Sports Med. 2020 Feb;54(3):183-187. doi: 10.1136/bjsports-2019-101000. Epub 2019 Nov 8.","Lind M","Br J Sports Med","2020","2019/11/10","","","10.1136/bjsports-2019-101000"
"31512448","[Effect of isokinetic training of thigh muscle group on graft remodeling after anterior cruciate ligament reconstruction]","Liu H, Lu W, Liang D, Geng H, Zhu W, Ouyang K, Li H, Peng L, Feng W, Zhong M, Chen K, Li Y, Deng Z, Wang D.","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi. 2019 Sep 15;33(9):1088-1094. doi: 10.7507/1002-1892.201902059.","Liu H","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi","2019","2019/09/13","PMC8355844","","10.7507/1002-1892.201902059"
"31306589","A Randomized Controlled Trial of PEEK Versus Titanium Interference Screws for Anterior Cruciate Ligament Reconstruction With 2-Year Follow-up","Shumborski S, Heath E, Salmon LJ, Roe JP, Linklater JP, Facek M, Pinczewski LA.","Am J Sports Med. 2019 Aug;47(10):2386-2393. doi: 10.1177/0363546519861530. Epub 2019 Jul 15.","Shumborski S","Am J Sports Med","2019","2019/07/16","","","10.1177/0363546519861530"
"31169571","A Randomized Clinical Trial Comparing Patellar Tendon, Hamstring Tendon, and Double-Bundle ACL Reconstructions: Patient-Reported and Clinical Outcomes at 5-Year Follow-up","Mohtadi NG, Chan DS.","J Bone Joint Surg Am. 2019 Jun 5;101(11):949-960. doi: 10.2106/JBJS.18.01322.","Mohtadi NG","J Bone Joint Surg Am","2019","2019/06/07","","","10.2106/JBJS.18.01322"
"31159789","Early weight-bearing after anterior cruciate ligament reconstruction with hamstring grafts induce femoral bone tunnel enlargement: a prospective clinical and radiographic study","Tajima T, Yamaguchi N, Nagasawa M, Morita Y, Nakamura Y, Chosa E.","BMC Musculoskelet Disord. 2019 Jun 4;20(1):274. doi: 10.1186/s12891-019-2653-6.","Tajima T","BMC Musculoskelet Disord","2019","2019/06/05","PMC6547478","","10.1186/s12891-019-2653-6"
