ID,Source,DOI,Authors,Title,Year,Journal,first_author,short_title,key
590,Embase,,"Laoruengthana A., Pattayakorn S., Chotanaputhi T., Kosiyatrakul A.","Clinical comparison between six-strand hamstring tendon and patellar tendon autograft in arthroscopic anterior cruciate ligament reconstruction: A prospective, randomized clinical trial",2009,Journal of the Medical Association of Thailand,Laoruengthana,clinicalcomparisonbetweensixstrandhamstringtendonandpatellartendonautograftinarthroscopicanteriorcruciateligamentreconstruction:aprospectiverandomizedclinicaltrial,
592,Embase,,,"A Randomized Clinical Trial Comparing Three Methods for Anterior Cruciate Ligament Reconstruction: Patellar Tendon, Quadruple Semitendinosus/Gracilis and Double-Bundle Semitendinosus/Gracilis Grafts.",2007,clinicaltrials.gov,#VALUE!,arandomizedclinicaltrialcomparingthreemethodsforanteriorcruciateligamentreconstruction:patellartendonquadruplesemitendinosus/gracilisanddoublebundlesemitendinosus/gracilisgrafts,
603,Embase,,,Bone Tunnel Widening Following ACL Reconstruction,2005,clinicaltrials.gov,#VALUE!,bonetunnelwideningfollowingaclreconstruction,
612,Embase,,"Acquitter Y., Hulet C., Locker B., Delbarre J.-C., Jambou S., Vielpeau C.",Patellar tendon-bone autograft reconstruction of the anterior cruciate ligament for advanced-stage chronic anterior laxity: Is an extra-articular plasty necessary? A prospective randomized study of 100 patients with five year follow-up,2003,Revue de Chirurgie Orthopedique et Reparatrice de l'Appareil Moteur,Acquitter,patellartendonboneautograftreconstructionoftheanteriorcruciateligamentforadvancedstagechronicanteriorlaxity:isanextraarticularplastynecessary?aprospectiverandomizedstudyof100patientswithfiveyearfollowup,
617,Embase,,"Henriksson M., Rockborn P., Good L.",Range of motion training in brace vs. plaster immobilization after anterior cruciate ligament reconstruction: a prospective randomized comparison with a 2-year follow-up.,2002,Scandinavian journal of medicine & science in sports,Henriksson,rangeofmotiontraininginbracevsplasterimmobilizationafteranteriorcruciateligamentreconstruction:aprospectiverandomizedcomparisonwitha2yearfollowup,
622,Embase,,"Feller J.A., Webster K.E., Gavin B.",Early post-operative morbidity following anterior cruciate ligament reconstruction: patellar tendon versus hamstring graft.,2001,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Feller,earlypostoperativemorbidityfollowinganteriorcruciateligamentreconstruction:patellartendonversushamstringgraft,
625,Embase,,"Eriksson K., Anderberg P., Hamberg P., Olerud P., Wredmark T.",There are differences in early morbidity after ACL reconstruction when comparing patellar tendon and semitendinosus tendon graft. A prospective randomized study of 107 patients.,2001,Scandinavian journal of medicine & science in sports,Eriksson,therearedifferencesinearlymorbidityafteraclreconstructionwhencomparingpatellartendonandsemitendinosustendongraftaprospectiverandomizedstudyof107patients,
627,Embase,,"Brandsson S., Faxén E., Kartus J., Eriksson B.I., Karlsson J.","Is a knee brace advantageous after anterior cruciate ligament surgery? A prospective, randomised study with a two-year follow-up.",2001,Scandinavian journal of medicine & science in sports,Brandsson,isakneebraceadvantageousafteranteriorcruciateligamentsurgery?aprospectiverandomisedstudywithatwoyearfollowup,
628,Embase,,"Ejerhed L., Kartus J., Köhler K., Sernert N., Brandsson S., Karlsson J.",Preconditioning patellar tendon autografts in arthroscopic anterior cruciate ligament reconstruction: a prospective randomized study.,2001,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Ejerhed,preconditioningpatellartendonautograftsinarthroscopicanteriorcruciateligamentreconstruction:aprospectiverandomizedstudy,
630,Embase,,"Jansson K.A., Harilainen A., Sandelin J., Karjalainen P.T., Aronen H.J., Tallroth K.","Bone tunnel enlargement after anterior cruciate ligament reconstruction with the hamstring autograft and endobutton fixation technique. A clinical, radiographic and magnetic resonance imaging study with 2 years follow-up.",1999,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Jansson,bonetunnelenlargementafteranteriorcruciateligamentreconstructionwiththehamstringautograftandendobuttonfixationtechniqueaclinicalradiographicandmagneticresonanceimagingstudywith2yearsfollowup,
633,Embase,,"Brandsson S., Faxén E., Eriksson B.I., Kälebo P., Swärd L., Lundin O., Karlsson J.",Closing patellar tendon defects after anterior cruciate ligament reconstruction: absence of any benefit.,1998,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Brandsson,closingpatellartendondefectsafteranteriorcruciateligamentreconstruction:absenceofanybenefit,
