ID,Source,DOI,Authors,Title,Year,Journal,first_author,short_title,key
238,PubMed/MEDLINE,10.1177/0363546516638387,"Akelman MR, Fadale PD, Hulstyn MJ, Shalvoy RM, Garcia A, Chin KE, Duryea J, Badger GJ, Tung GA, Fleming BC.",Effect of Matching or Overconstraining Knee Laxity During Anterior Cruciate Ligament Reconstruction on Knee Osteoarthritis and Clinical Outcomes: A Randomized Controlled Trial With 84-Month Follow-up,2016,Am J Sports Med,Akelman,effectofmatchingoroverconstrainingkneelaxityduringanteriorcruciateligamentreconstructiononkneeosteoarthritisandclinicaloutcomes:arandomizedcontrolledtrialwith84monthfollowup,
242,PubMed/MEDLINE,10.1177/0363546515624471,"Sasaki S, Tsuda E, Hiraga Y, Yamamoto Y, Maeda S, Sasaki E, Ishibashi Y.",Prospective Randomized Study of Objective and Subjective Clinical Results Between Double-Bundle and Single-Bundle Anterior Cruciate Ligament Reconstruction,2016,Am J Sports Med,Sasaki,prospectiverandomizedstudyofobjectiveandsubjectiveclinicalresultsbetweendoublebundleandsinglebundleanteriorcruciateligamentreconstruction,
243,PubMed/MEDLINE,10.1007/s00402-015-2386-4,"Konrads C, Reppenhagen S, Plumhoff P, Hoberg M, Rudert M, Barthel T.",No significant difference in clinical outcome and knee stability between patellar tendon and semitendinosus tendon in anterior cruciate ligament reconstruction,2016,Arch Orthop Trauma Surg,Konrads,nosignificantdifferenceinclinicaloutcomeandkneestabilitybetweenpatellartendonandsemitendinosustendoninanteriorcruciateligamentreconstruction,
245,PubMed/MEDLINE,10.1177/0363546515611886,"Webster KE, Feller JA, Hartnett N, Leigh WB, Richmond AK.",Comparison of Patellar Tendon and Hamstring Tendon Anterior Cruciate Ligament Reconstruction: A 15-Year Follow-up of a Randomized Controlled Trial,2016,Am J Sports Med,Webster,comparisonofpatellartendonandhamstringtendonanteriorcruciateligamentreconstruction:a15yearfollowupofarandomizedcontrolledtrial,
248,PubMed/MEDLINE,10.1097/JSM.0000000000000209,"Mohtadi N, Chan D, Barber R, Paolucci EO.","Reruptures, Reinjuries, and Revisions at a Minimum 2-Year Follow-up: A Randomized Clinical Trial Comparing 3 Graft Types for ACL Reconstruction",2016,Clin J Sport Med,Mohtadi,rerupturesreinjuriesandrevisionsataminimum2yearfollowup:arandomizedclinicaltrialcomparing3grafttypesforaclreconstruction,
255,PubMed/MEDLINE,10.1097/JSM.0000000000000165,"Mohtadi N, Chan D, Barber R, Oddone Paolucci E.","A Randomized Clinical Trial Comparing Patellar Tendon, Hamstring Tendon, and Double-Bundle ACL Reconstructions: Patient-Reported and Clinical Outcomes at a Minimal 2-Year Follow-up",2015,Clin J Sport Med,Mohtadi,arandomizedclinicaltrialcomparingpatellartendonhamstringtendonanddoublebundleaclreconstructions:patientreportedandclinicaloutcomesataminimal2yearfollowup,
259,PubMed/MEDLINE,10.1007/s00264-014-2513-9,"Papalia R, Franceschi F, Tecame A, D'Adamio S, Maffulli N, Denaro V.",Anterior cruciate ligament reconstruction and return to sport activity: postural control as the key to success,2015,Int Orthop,Papalia,anteriorcruciateligamentreconstructionandreturntosportactivity:posturalcontrolasthekeytosuccess,
260,PubMed/MEDLINE,10.1007/s00264-014-2495-7,"Kautzner J, Kos P, Hanus M, Trc T, Havlas V.",A comparison of ACL reconstruction using patellar tendon versus hamstring autograft in female patients: a prospective randomised study,2015,Int Orthop,Kautzner,acomparisonofaclreconstructionusingpatellartendonversushamstringautograftinfemalepatients:aprospectiverandomisedstudy,
262,PubMed/MEDLINE,10.1007/s00508-014-0550-4,"Leitgeb J, Köttstorfer J, Schuster R, Kovar FM, Platzer P, Aldrian S.",Primary anterior cruciate ligament reconstruction in athletes: a 5-year follow up comparing patellar tendon versus hamstring tendon autograft,2014,Wien Klin Wochenschr,Leitgeb,primaryanteriorcruciateligamentreconstructioninathletes:a5yearfollowupcomparingpatellartendonversushamstringtendonautograft,
264,PubMed/MEDLINE,10.1177/0363546514526139,"Barenius B, Ponzer S, Shalabi A, Bujak R, Norlén L, Eriksson K.",Increased risk of osteoarthritis after anterior cruciate ligament reconstruction: a 14-year follow-up study of a randomized controlled trial,2014,Am J Sports Med,Barenius,increasedriskofosteoarthritisafteranteriorcruciateligamentreconstruction:a14yearfollowupstudyofarandomizedcontrolledtrial,
269,PubMed/MEDLINE,10.1177/0363546513499140,"McRae S, Leiter J, McCormack R, Old J, MacDonald P.",Ipsilateral versus contralateral hamstring grafts in anterior cruciate ligament reconstruction: a prospective randomized trial,2013,Am J Sports Med,McRae,ipsilateralversuscontralateralhamstringgraftsinanteriorcruciateligamentreconstruction:aprospectiverandomizedtrial,
288,PubMed/MEDLINE,10.1016/j.knee.2012.02.005,"Lui PP, Cheng YY, Yung SH, Hung AS, Chan KM.",A randomized controlled trial comparing bone mineral density changes of three different ACL reconstruction techniques,2012,Knee,Lui,arandomizedcontrolledtrialcomparingbonemineraldensitychangesofthreedifferentaclreconstructiontechniques,
289,PubMed/MEDLINE,10.1007/s00167-012-1947-0,"Gifstad T, Sole A, Strand T, Uppheim G, Grøntvedt T, Drogset JO.",Long-term follow-up of patellar tendon grafts or hamstring tendon grafts in endoscopic ACL reconstructions,2013,Knee Surg Sports Traumatol Arthrosc,Gifstad,longtermfollowupofpatellartendongraftsorhamstringtendongraftsinendoscopicaclreconstructions,
292,PubMed/MEDLINE,10.1177/0363546511430375,"Leys T, Salmon L, Waller A, Linklater J, Pinczewski L.",Clinical results and risk factors for reinjury 15 years after anterior cruciate ligament reconstruction: a prospective study of hamstring and patellar tendon grafts,2012,Am J Sports Med,Leys,clinicalresultsandriskfactorsforreinjury15yearsafteranteriorcruciateligamentreconstruction:aprospectivestudyofhamstringandpatellartendongrafts,
296,PubMed/MEDLINE,10.1177/0363546511411702,"Sajovic M, Strahovnik A, Dernovsek MZ, Skaza K.",Quality of life and clinical outcome comparison of semitendinosus and gracilis tendon versus patellar tendon autografts for anterior cruciate ligament reconstruction: an 11-year follow-up of a randomized controlled trial,2011,Am J Sports Med,Sajovic,qualityoflifeandclinicaloutcomecomparisonofsemitendinosusandgracilistendonversuspatellartendonautograftsforanteriorcruciateligamentreconstruction:an11yearfollowupofarandomizedcontrolledtrial,
297,PubMed/MEDLINE,10.1097/JSM.0b013e31822153cb,"Leal-Blanquet J, Alentorn-Geli E, Tuneu J, Valentí JR, Maestro A.",Anterior cruciate ligament reconstruction: a multicenter prospective cohort study evaluating 3 different grafts using same bone drilling method,2011,Clin J Sport Med,Leal-Blanquet,anteriorcruciateligamentreconstruction:amulticenterprospectivecohortstudyevaluating3differentgraftsusingsamebonedrillingmethod,
299,PubMed/MEDLINE,10.1016/j.arthro.2011.01.015,"Wipfler B, Donner S, Zechmann CM, Springer J, Siebold R, Paessler HH.",Anterior cruciate ligament reconstruction using patellar tendon versus hamstring tendon: a prospective comparative study with 9-year follow-up,2011,Arthroscopy,Wipfler,anteriorcruciateligamentreconstructionusingpatellartendonversushamstringtendon:aprospectivecomparativestudywith9yearfollowup,
307,PubMed/MEDLINE,10.1007/s00167-010-1225-y,"Zaffagnini S, Bruni D, Marcheggiani Muccioli GM, Bonanzinga T, Lopomo N, Bignozzi S, Marcacci M.",Single-bundle patellar tendon versus non-anatomical double-bundle hamstrings ACL reconstruction: a prospective randomized study at 8-year minimum follow-up,2011,Knee Surg Sports Traumatol Arthrosc,Zaffagnini,singlebundlepatellartendonversusnonanatomicaldoublebundlehamstringsaclreconstruction:aprospectiverandomizedstudyat8yearminimumfollowup,
309,PubMed/MEDLINE,10.1177/0363546510369549,"Barenius B, Nordlander M, Ponzer S, Tidermark J, Eriksson K.",Quality of life and clinical outcome after anterior cruciate ligament reconstruction using patellar tendon graft or quadrupled semitendinosus graft: an 8-year follow-up of a randomized controlled trial,2010,Am J Sports Med,Barenius,qualityoflifeandclinicaloutcomeafteranteriorcruciateligamentreconstructionusingpatellartendongraftorquadrupledsemitendinosusgraft:an8yearfollowupofarandomizedcontrolledtrial,
313,PubMed/MEDLINE,10.1177/0363546509349490,"Sekir U, Gur H, Akova B.",Early versus late start of isokinetic hamstring-strengthening exercise after anterior cruciate ligament reconstruction with patellar tendon graft,2010,Am J Sports Med,Sekir,earlyversuslatestartofisokinetichamstringstrengtheningexerciseafteranteriorcruciateligamentreconstructionwithpatellartendongraft,
315,PubMed/MEDLINE,10.1177/0363546509350301,"Holm I, Oiestad BE, Risberg MA, Aune AK.",No difference in knee function or prevalence of osteoarthritis after reconstruction of the anterior cruciate ligament with 4-strand hamstring autograft versus patellar tendon-bone autograft: a randomized study with 10-year follow-up,2010,Am J Sports Med,Holm,nodifferenceinkneefunctionorprevalenceofosteoarthritisafterreconstructionoftheanteriorcruciateligamentwith4strandhamstringautograftversuspatellartendonboneautograft:arandomizedstudywith10yearfollowup,
317,PubMed/MEDLINE,10.1007/s00167-009-0996-5,"Drogset JO, Strand T, Uppheim G, Odegård B, Bøe A, Grøntvedt T.",Autologous patellar tendon and quadrupled hamstring grafts in anterior cruciate ligament reconstruction: a prospective randomized multicenter review of different fixation methods,2010,Knee Surg Sports Traumatol Arthrosc,Drogset,autologouspatellartendonandquadrupledhamstringgraftsinanteriorcruciateligamentreconstruction:aprospectiverandomizedmulticenterreviewofdifferentfixationmethods,
320,PubMed/MEDLINE,10.1177/0363546509339577,"Taylor DC, DeBerardino TM, Nelson BJ, Duffey M, Tenuta J, Stoneman PD, Sturdivant RX, Mountcastle S.",Patellar tendon versus hamstring tendon autografts for anterior cruciate ligament reconstruction: a randomized controlled trial using similar femoral and tibial fixation methods,2009,Am J Sports Med,Taylor,patellartendonversushamstringtendonautograftsforanteriorcruciateligamentreconstruction:arandomizedcontrolledtrialusingsimilarfemoralandtibialfixationmethods,
321,PubMed/MEDLINE,10.1007/s00167-009-0846-5,"Ahldén M, Kartus J, Ejerhed L, Karlsson J, Sernert N.","Knee laxity measurements after anterior cruciate ligament reconstruction, using either bone-patellar-tendon-bone or hamstring tendon autografts, with special emphasis on comparison over time",2009,Knee Surg Sports Traumatol Arthrosc,Ahldén,kneelaxitymeasurementsafteranteriorcruciateligamentreconstructionusingeitherbonepatellartendonboneorhamstringtendonautograftswithspecialemphasisoncomparisonovertime,
331,PubMed/MEDLINE,10.1007/s11999-008-0604-x,"Tsuda E, Ishibashi Y, Fukuda A, Tsukada H, Toh S.",Comparable results between lateralized single- and double-bundle ACL reconstructions,2009,Clin Orthop Relat Res,Tsuda,comparableresultsbetweenlateralizedsingleanddoublebundleaclreconstructions,
332,PubMed/MEDLINE,10.1016/j.rco.2008.01.008,"Laboute E, Savalli L, Lefesvre T, Puig P, Trouve P.",[Interest of an iterative specialized rehabilitation after an anterior cruciate ligament reconstruction in high level sport athletes],2008,Rev Chir Orthop Reparatrice Appar Mot,Laboute,interestofaniterativespecializedrehabilitationafterananteriorcruciateligamentreconstructioninhighlevelsportathletes,
351,PubMed/MEDLINE,10.1007/s00264-007-0341-x,"Sajovic M, Strahovnik A, Komadina R, Dernovsek MZ.",The effect of graft choice on functional outcome in anterior cruciate ligament reconstruction,2008,Int Orthop,Sajovic,theeffectofgraftchoiceonfunctionaloutcomeinanteriorcruciateligamentreconstruction,
352,PubMed/MEDLINE,10.1177/0363546506298275,"Lidén M, Ejerhed L, Sernert N, Laxdal G, Kartus J.","Patellar tendon or semitendinosus tendon autografts for anterior cruciate ligament reconstruction: a prospective, randomized study with a 7-Year follow-up",2007,Am J Sports Med,Lidén,patellartendonorsemitendinosustendonautograftsforanteriorcruciateligamentreconstruction:aprospectiverandomizedstudywitha7yearfollowup,
353,PubMed/MEDLINE,10.1177/0363546506296042,"Pinczewski LA, Lyman J, Salmon LJ, Russell VJ, Roe J, Linklater J.","A 10-year comparison of anterior cruciate ligament reconstructions with hamstring tendon and patellar tendon autograft: a controlled, prospective trial",2007,Am J Sports Med,Pinczewski,a10yearcomparisonofanteriorcruciateligamentreconstructionswithhamstringtendonandpatellartendonautograft:acontrolledprospectivetrial,
354,PubMed/MEDLINE,10.1177/0363546506296040,"Chouliaras V, Ristanis S, Moraiti C, Stergiou N, Georgoulis AD.",Effectiveness of reconstruction of the anterior cruciate ligament with quadrupled hamstrings and bone-patellar tendon-bone autografts: an in vivo study comparing tibial internal-external rotation,2007,Am J Sports Med,Chouliaras,effectivenessofreconstructionoftheanteriorcruciateligamentwithquadrupledhamstringsandbonepatellartendonboneautografts:aninvivostudycomparingtibialinternalexternalrotation,
355,PubMed/MEDLINE,10.1007/s00167-006-0246-z,"Heijne A, Werner S.",Early versus late start of open kinetic chain quadriceps exercises after ACL reconstruction with patellar tendon or hamstring grafts: a prospective randomized outcome study,2007,Knee Surg Sports Traumatol Arthrosc,Heijne,earlyversuslatestartofopenkineticchainquadricepsexercisesafteraclreconstructionwithpatellartendonorhamstringgrafts:aprospectiverandomizedoutcomestudy,
356,PubMed/MEDLINE,10.1177/0363546506294361,"Maletis GB, Cameron SL, Tengan JJ, Burchette RJ.",A prospective randomized study of anterior cruciate ligament reconstruction: a comparison of patellar tendon and quadruple-strand semitendinosus/gracilis tendons fixed with bioabsorbable interference screws,2007,Am J Sports Med,Maletis,aprospectiverandomizedstudyofanteriorcruciateligamentreconstruction:acomparisonofpatellartendonandquadruplestrandsemitendinosus/gracilistendonsfixedwithbioabsorbableinterferencescrews,
358,PubMed/MEDLINE,10.1016/j.knee.2006.10.004,"Ito Y, Deie M, Adachi N, Kobayashi K, Kanaya A, Miyamoto A, Nakasa T, Ochi M.",A prospective study of 3-day versus 2-week immobilization period after anterior cruciate ligament reconstruction,2007,Knee,Ito,aprospectivestudyof3dayversus2weekimmobilizationperiodafteranteriorcruciateligamentreconstruction,
360,PubMed/MEDLINE,10.1177/0363546506290726,"Sajovic M, Vengust V, Komadina R, Tavcar R, Skaza K.","A prospective, randomized comparison of semitendinosus and gracilis tendon versus patellar tendon autografts for anterior cruciate ligament reconstruction: five-year follow-up",2006,Am J Sports Med,Sajovic,aprospectiverandomizedcomparisonofsemitendinosusandgracilistendonversuspatellartendonautograftsforanteriorcruciateligamentreconstruction:fiveyearfollowup,
362,PubMed/MEDLINE,10.1007/s00167-006-0059-0,"Harilainen A, Linko E, Sandelin J.",Randomized prospective study of ACL reconstruction with interference screw fixation in patellar tendon autografts versus femoral metal plate suspension and tibial post fixation in hamstring tendon autografts: 5-year clinical and radiological follow-up results,2006,Knee Surg Sports Traumatol Arthrosc,Harilainen,randomizedprospectivestudyofaclreconstructionwithinterferencescrewfixationinpatellartendonautograftsversusfemoralmetalplatesuspensionandtibialpostfixationinhamstringtendonautografts:5yearclinicalandradiologicalfollowupresults,
364,PubMed/MEDLINE,10.1007/s00167-006-0050-9,"Gobbi A, Francisco R.",Factors affecting return to sports after anterior cruciate ligament reconstruction with patellar tendon and hamstring graft: a prospective clinical investigation,2006,Knee Surg Sports Traumatol Arthrosc,Gobbi,factorsaffectingreturntosportsafteranteriorcruciateligamentreconstructionwithpatellartendonandhamstringgraft:aprospectiveclinicalinvestigation,
367,PubMed/MEDLINE,10.1007/s00167-005-0708-8,"Svensson M, Sernert N, Ejerhed L, Karlsson J, Kartus JT.",A prospective comparison of bone-patellar tendon-bone and hamstring grafts for anterior cruciate ligament reconstruction in female patients,2006,Knee Surg Sports Traumatol Arthrosc,Svensson,aprospectivecomparisonofbonepatellartendonboneandhamstringgraftsforanteriorcruciateligamentreconstructioninfemalepatients,
368,PubMed/MEDLINE,10.1177/0363546505279919,"Matsumoto A, Yoshiya S, Muratsu H, Yagi M, Iwasaki Y, Kurosaka M, Kuroda R.",A comparison of bone-patellar tendon-bone and bone-hamstring tendon-bone autografts for anterior cruciate ligament reconstruction,2006,Am J Sports Med,Matsumoto,acomparisonofbonepatellartendonboneandbonehamstringtendonboneautograftsforanteriorcruciateligamentreconstruction,
372,PubMed/MEDLINE,10.1016/j.arthro.2004.12.002,"Ibrahim SA, Al-Kussary IM, Al-Misfer AR, Al-Mutairi HQ, Ghafar SA, El Noor TA.",Clinical evaluation of arthroscopically assisted anterior cruciate ligament reconstruction: patellar tendon versus gracilis and semitendinosus autograft,2005,Arthroscopy,Ibrahim,clinicalevaluationofarthroscopicallyassistedanteriorcruciateligamentreconstruction:patellartendonversusgracilisandsemitendinosusautograft,
376,PubMed/MEDLINE,10.1016/s0035-1040(04)70756-4,"Boyer P, Djian P, Christel P, Paoletti X, Degeorges R.",[Reliability of the KT-1000 arthrometer (Medmetric) for measuring anterior knee laxity: comparison with Telos in 147 knees],2004,Rev Chir Orthop Reparatrice Appar Mot,Boyer,reliabilityofthekt1000arthrometer(medmetric)formeasuringanteriorkneelaxity:comparisonwithtelosin147knees,
377,PubMed/MEDLINE,10.1016/j.arthro.2004.09.014,"Laxdal G, Kartus J, Hansson L, Heidvall M, Ejerhed L, Karlsson J.",A prospective randomized comparison of bone-patellar tendon-bone and hamstring grafts for anterior cruciate ligament reconstruction,2005,Arthroscopy,Laxdal,aprospectiverandomizedcomparisonofbonepatellartendonboneandhamstringgraftsforanteriorcruciateligamentreconstruction,
379,PubMed/MEDLINE,10.1177/0363546504268036,"Hill PF, Russell VJ, Salmon LJ, Pinczewski LA.",The influence of supplementary tibial fixation on laxity measurements after anterior cruciate ligament reconstruction with hamstring tendons in female patients,2005,Am J Sports Med,Hill,theinfluenceofsupplementarytibialfixationonlaxitymeasurementsafteranteriorcruciateligamentreconstructionwithhamstringtendonsinfemalepatients,
387,PubMed/MEDLINE,10.1177/03635465030310041501,"Feller JA, Webster KE.",A randomized comparison of patellar tendon and hamstring tendon anterior cruciate ligament reconstruction,2003,Am J Sports Med,Feller,arandomizedcomparisonofpatellartendonandhamstringtendonanteriorcruciateligamentreconstruction,
390,PubMed/MEDLINE,10.1177/03635465030310011401,"Ejerhed L, Kartus J, Sernert N, Köhler K, Karlsson J.",Patellar tendon or semitendinosus tendon autografts for anterior cruciate ligament reconstruction? A prospective randomized study with a two-year follow-up,2003,Am J Sports Med,Ejerhed,patellartendonorsemitendinosustendonautograftsforanteriorcruciateligamentreconstruction?aprospectiverandomizedstudywithatwoyearfollowup,
391,PubMed/MEDLINE,10.1177/03635465030310010501,"Jansson KA, Linko E, Sandelin J, Harilainen A.",A prospective randomized study of patellar versus hamstring tendon autografts for anterior cruciate ligament reconstruction,2003,Am J Sports Med,Jansson,aprospectiverandomizedstudyofpatellarversushamstringtendonautograftsforanteriorcruciateligamentreconstruction,
392,PubMed/MEDLINE,10.2106/00004623-200209000-00001,"Beynnon BD, Johnson RJ, Fleming BC, Kannus P, Kaplan M, Samani J, Renström P.","Anterior cruciate ligament replacement: comparison of bone-patellar tendon-bone grafts with two-strand hamstring grafts. A prospective, randomized study",2002,J Bone Joint Surg Am,Beynnon,anteriorcruciateligamentreplacement:comparisonofbonepatellartendonbonegraftswithtwostrandhamstringgraftsaprospectiverandomizedstudy,
393,PubMed/MEDLINE,10.1177/03635465020300041201,"Pinczewski LA, Deehan DJ, Salmon LJ, Russell VJ, Clingeleffer A.",A five-year comparison of patellar tendon versus four-strand hamstring tendon autograft for arthroscopic reconstruction of the anterior cruciate ligament,2002,Am J Sports Med,Pinczewski,afiveyearcomparisonofpatellartendonversusfourstrandhamstringtendonautograftforarthroscopicreconstructionoftheanteriorcruciateligament,
394,PubMed/MEDLINE,10.1034/j.1600-0838.2002.120203.x,"Henriksson M, Rockborn P, Good L.",Range of motion training in brace vs. plaster immobilization after anterior cruciate ligament reconstruction: a prospective randomized comparison with a 2-year follow-up,2002,Scand J Med Sci Sports,Henriksson,rangeofmotiontraininginbracevsplasterimmobilizationafteranteriorcruciateligamentreconstruction:aprospectiverandomizedcomparisonwitha2yearfollowup,
396,PubMed/MEDLINE,10.1177/03635465020300021201,"Shaieb MD, Kan DM, Chang SK, Marumoto JM, Richardson AB.",A prospective randomized comparison of patellar tendon versus semitendinosus and gracilis tendon autografts for anterior cruciate ligament reconstruction,2002,Am J Sports Med,Shaieb,aprospectiverandomizedcomparisonofpatellartendonversussemitendinosusandgracilistendonautograftsforanteriorcruciateligamentreconstruction,
398,PubMed/MEDLINE,10.1177/03635465010290060901,"Aune AK, Holm I, Risberg MA, Jensen HK, Steen H.",Four-strand hamstring tendon autograft compared with patellar tendon-bone autograft for anterior cruciate ligament reconstruction. A randomized study with two-year follow-up,2001,Am J Sports Med,Aune,fourstrandhamstringtendonautograftcomparedwithpatellartendonboneautograftforanteriorcruciateligamentreconstructionarandomizedstudywithtwoyearfollowup,
399,PubMed/MEDLINE,10.1007/s001670100216,"Feller JA, Webster KE, Gavin B.",Early post-operative morbidity following anterior cruciate ligament reconstruction: patellar tendon versus hamstring graft,2001,Knee Surg Sports Traumatol Arthrosc,Feller,earlypostoperativemorbidityfollowinganteriorcruciateligamentreconstruction:patellartendonversushamstringgraft,
403,PubMed/MEDLINE,10.1177/03635465010290030201,"Anderson AF, Snyder RB, Lipscomb AB Jr.",Anterior cruciate ligament reconstruction. A prospective randomized study of three surgical methods,2001,Am J Sports Med,Anderson,anteriorcruciateligamentreconstructionaprospectiverandomizedstudyofthreesurgicalmethods,
406,PubMed/MEDLINE,10.1302/0301-620x.83b3.11685,"Eriksson K, Anderberg P, Hamberg P, Löfgren AC, Bredenberg M, Westman I, Wredmark T.",A comparison of quadruple semitendinosus and patellar tendon grafts in reconstruction of the anterior cruciate ligament,2001,J Bone Joint Surg Br,Eriksson,acomparisonofquadruplesemitendinosusandpatellartendongraftsinreconstructionoftheanteriorcruciateligament,
411,PubMed/MEDLINE,10.1007/s001670050166,"Jansson KA, Harilainen A, Sandelin J, Karjalainen PT, Aronen HJ, Tallroth K.","Bone tunnel enlargement after anterior cruciate ligament reconstruction with the hamstring autograft and endobutton fixation technique. A clinical, radiographic and magnetic resonance imaging study with 2 years follow-up",1999,Knee Surg Sports Traumatol Arthrosc,Jansson,bonetunnelenlargementafteranteriorcruciateligamentreconstructionwiththehamstringautograftandendobuttonfixationtechniqueaclinicalradiographicandmagneticresonanceimagingstudywith2yearsfollowup,
413,PubMed/MEDLINE,10.1007/s001670050075,"Marcacci M, Zaffagnini S, Iacono F, Neri MP, Loreti I, Petitto A.",Arthroscopic intra- and extra-articular anterior cruciate ligament reconstruction with gracilis and semitendinosus tendons,1998,Knee Surg Sports Traumatol Arthrosc,Marcacci,arthroscopicintraandextraarticularanteriorcruciateligamentreconstructionwithgracilisandsemitendinosustendons,
416,PubMed/MEDLINE,10.1007/s001670050016,"Feller J, Bartlett J, Chapman S, Delahunt M.",Use of an extension-assisting brace following anterior cruciate ligament reconstruction,1997,Knee Surg Sports Traumatol Arthrosc,Feller,useofanextensionassistingbracefollowinganteriorcruciateligamentreconstruction,
417,PubMed/MEDLINE,10.1177/036354659602400612,"MacDonald PB, Hedden D, Pacin O, Sutherland K.",Proprioception in anterior cruciate ligament-deficient and reconstructed knees,1996,Am J Sports Med,MacDonald,proprioceptioninanteriorcruciateligamentdeficientandreconstructedknees,
