PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"39768969","Graft Selection in Anterior Cruciate Ligament Reconstruction: A Comprehensive Review of Current Trends","Ostojic M, Indelli PF, Lovrekovic B, Volcarenghi J, Juric D, Hakam HT, Salzmann M, Ramadanov N, Królikowska A, Becker R, Prill R.","Medicina (Kaunas). 2024 Dec 20;60(12):2090. doi: 10.3390/medicina60122090.","Ostojic M","Medicina (Kaunas)","2024","2025/01/08","PMC11678177","","10.3390/medicina60122090"
"39762838","Higher incidence of postoperative complications in patients with simultaneous patellar tendon and anterior cruciate ligament ruptures following single surgery: a case series and literature review","Su HR, Gong X, Wang C, Wang HJ, Gao YT, Wang J, Ma Y, Wang JQ, Shi WL.","BMC Musculoskelet Disord. 2025 Jan 6;26(1):20. doi: 10.1186/s12891-024-08173-8.","Su HR","BMC Musculoskelet Disord","2025","2025/01/06","PMC11702181","","10.1186/s12891-024-08173-8"
"39754419","Lower ACLR Failure Rates in Bone-Soft Tissue Versus Soft Tissue-Only Allografts in Adults: A Systematic Review and Meta-analysis","Tabbaa A, Atkins M, Montalvo AM, Petit CB, White MS, Petushek EJ, Diekfuss JA, Myer GD, Lamplot JD.","Am J Sports Med. 2025 Mar;53(3):734-744. doi: 10.1177/03635465241250016. Epub 2025 Jan 4.","Tabbaa A","Am J Sports Med","2025","2025/01/04","","","10.1177/03635465241250016"
"39694948","Efficacy and safety of quadriceps tendon autograft versus bone-patellar tendon-bone and hamstring tendon autografts for anterior cruciate ligament reconstruction: a systematic review and meta-analysis","Zhang XF, Liu P, Huang JW, He YH.","J Orthop Traumatol. 2024 Dec 18;25(1):65. doi: 10.1186/s10195-024-00801-2.","Zhang XF","J Orthop Traumatol","2024","2024/12/18","PMC11656020","","10.1186/s10195-024-00801-2"
"39212690","Patellar tendon restoration techniques: a systematic review of outcomes for repair and reconstruction methods","Fortier LM, Adelstein JM, Sinkler MA, Moyal AJ, Burkhart RJ, Vakharia AM, Dasari SP, Chahla J.","Eur J Orthop Surg Traumatol. 2024 Dec;34(8):3827-3845. doi: 10.1007/s00590-024-04078-3. Epub 2024 Aug 30.","Fortier LM","Eur J Orthop Surg Traumatol","2024","2024/08/30","","","10.1007/s00590-024-04078-3"
"39043018","Quadriceps tendon versus hamstring tendon graft for primary anterior cruciate ligament reconstruction: A systematic review and meta-analysis of randomised trials","Raj S, Ridha A, Searle HKC, Khatri C, Ahmed I, Metcalfe A, Smith N.","Knee. 2024 Aug;49:226-240. doi: 10.1016/j.knee.2024.07.002. Epub 2024 Jul 22.","Raj S","Knee","2024","2024/07/23","","","10.1016/j.knee.2024.07.002"
"39019692","No increased complication rate with the use of soft tissue quadriceps tendon autograft for primary ACL reconstruction - a systematic review","Khalefa MA, Aujla RS, Aslam N, Boutefnouchet T, D'Alessandro P, MacDonald PB, Malik SS.","Orthop Traumatol Surg Res. 2025 Apr;111(2):103926. doi: 10.1016/j.otsr.2024.103926. Epub 2024 Jul 17.","Khalefa MA","Orthop Traumatol Surg Res","2025","2024/07/17","","","10.1016/j.otsr.2024.103926"
"38587546","[Subtuberosity anterior closing wedge osteotomy to correct the increased posterior slope of the tibial plateau]","Petersen W, Al Mustafa H, Häner M, Harrer J, Braun K.","Oper Orthop Traumatol. 2024 Apr;36(2):117-124. doi: 10.1007/s00064-024-00845-x. Epub 2024 Apr 8.","Petersen W","Oper Orthop Traumatol","2024","2024/04/08","","","10.1007/s00064-024-00845-x"
"38577065","A slight degree of osteoarthritis appears to be present after anterior cruciate ligament reconstruction compared with contralateral healthy knees at a minimum of 20 years: A systematic review of the literature","D'Ambrosi R, Carrozzo A, Meena A, Corona K, Yadav AK, Annibaldi A, Kambhampati SBS, Abermann E, Fink C.","J Exp Orthop. 2024 Apr 4;11(2):e12017. doi: 10.1002/jeo2.12017. eCollection 2024 Apr.","D'Ambrosi R","J Exp Orthop","2024","2024/04/05","PMC10993150","","10.1002/jeo2.12017"
"38574182","Comparison of Graft Type and Fixation Method in Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis Based on Randomized Control Studies","Beyer J, Jones R, Igo I, Furyes AR, Liu J, Sohn DH.","JBJS Rev. 2024 Apr 4;12(4). doi: 10.2106/JBJS.RVW.23.00222. eCollection 2024 Apr 1.","Beyer J","JBJS Rev","2024","2024/04/04","","","10.2106/JBJS.RVW.23.00222"
"38551115","Comparing Clinical Outcomes and Knee Stability in Remnant-Preserving ACL Reconstruction Versus Standard ACL Reconstruction: A Systematic Review and Meta-analysis","Allende F, Allahabadi S, Sachdev D, Gopinatth V, Saad Berreta R, LaPrade RF, Chahla J.","Am J Sports Med. 2024 Dec;52(14):3651-3661. doi: 10.1177/03635465231225984. Epub 2024 Mar 29.","Allende F","Am J Sports Med","2024","2024/03/29","","","10.1177/03635465231225984"
"38529242","Current development in surgical techniques, graft selection and additional procedures for anterior cruciate ligament injury: a path towards anatomic restoration and improved clinical outcomes-a narrative review","Nukuto K, Hoshino Y, Kataoka K, Kuroda R.","Ann Jt. 2023 Sep 1;8:39. doi: 10.21037/aoj-23-39. eCollection 2023.","Nukuto K","Ann Jt","2023","2024/03/26","PMC10929350","","10.21037/aoj-23-39"
"38269417","Analysis of Graft Types Augmented With an Internal Brace for ACL Reconstruction: A Systematic Review","Maginnis C, Root C, Schiavo JH, Ierulli VK, Vopat B, Mulcahey MK.","Am J Sports Med. 2024 Jul;52(9):2415-2423. doi: 10.1177/03635465231196157. Epub 2024 Jan 25.","Maginnis C","Am J Sports Med","2024","2024/01/25","","","10.1177/03635465231196157"
"37560145","Higher Rates of Residual Postoperative Instability after Anterior Cruciate Ligament Reconstruction in Female Patients: A Systematic Review of Level II Studies","Jackson GR, Lee J, Tuthill T, Chan J, Sugrañes J, Mowers CC, Batra A, Khan ZA, Mameri ES, Brusalis CM, Chahla J, Verma NN.","Arthrosc Sports Med Rehabil. 2023 Jul 29;5(5):100772. doi: 10.1016/j.asmr.2023.100772. eCollection 2023 Oct.","Jackson GR","Arthrosc Sports Med Rehabil","2023","2023/08/10","PMC10407150","","10.1016/j.asmr.2023.100772"
"37537529","Clinical outcomes of different autografts used for all-epiphyseal, partial epiphyseal or transphyseal anterior cruciate ligament reconstruction in skeletally immature patients - a systematic review","Verhagen S, Dietvorst M, Delvaux E, van der Steen MC, Janssen R.","BMC Musculoskelet Disord. 2023 Aug 3;24(1):630. doi: 10.1186/s12891-023-06749-4.","Verhagen S","BMC Musculoskelet Disord","2023","2023/08/03","PMC10401849","","10.1186/s12891-023-06749-4"
"37296390","Preoperative predictors for return to physical activity following anterior cruciate ligament reconstruction (ACLR): a systematic review","Carter HM, Lewis GN, Smith BE.","BMC Musculoskelet Disord. 2023 Jun 9;24(1):471. doi: 10.1186/s12891-023-06489-5.","Carter HM","BMC Musculoskelet Disord","2023","2023/06/09","PMC10250179","","10.1186/s12891-023-06489-5"
"37106008","Bone-patellar tendon-bone versus two- and four-strand hamstring tendon autografts for ACL reconstruction in young adults: a Bayesian network meta-analysis","Migliorini F, Torsiello E, Trivellas A, Eschweiler J, Hildebrand F, Maffulli N.","Sci Rep. 2023 Apr 27;13(1):6883. doi: 10.1038/s41598-023-33899-1.","Migliorini F","Sci Rep","2023","2023/04/27","PMC10140035","","10.1038/s41598-023-33899-1"
"37093236","The reverse fragility index: RCTs reporting non-significant differences in failure rates between hamstring and bone-patellar tendon-bone autografts have fragile results","Ruelos VCB, Masood R, Puzzitiello RN, Moverman MA, Pagani NR, Menendez ME, Salzler MJ.","Knee Surg Sports Traumatol Arthrosc. 2023 Aug;31(8):3412-3419. doi: 10.1007/s00167-023-07420-0. Epub 2023 Apr 24.","Ruelos VCB","Knee Surg Sports Traumatol Arthrosc","2023","2023/04/24","","","10.1007/s00167-023-07420-0"
"36646171","Graft choices for paediatric anterior cruciate ligament reconstruction: State of the art","Marx RG, Hsu J, Fink C, Eriksson K, Vincent A, van der Merwe WM.","J ISAKOS. 2023 Jun;8(3):145-152. doi: 10.1016/j.jisako.2023.01.001. Epub 2023 Jan 14.","Marx RG","J ISAKOS","2023","2023/01/16","","","10.1016/j.jisako.2023.01.001"
"36642768","Failure modes after anterior cruciate ligament reconstruction: a systematic review and meta-analysis","Li X, Yan L, Li D, Fan Z, Liu H, Wang G, Jiu J, Yang Z, Li JJ, Wang B.","Int Orthop. 2023 Mar;47(3):719-734. doi: 10.1007/s00264-023-05687-z. Epub 2023 Jan 16.","Li X","Int Orthop","2023","2023/01/15","","","10.1007/s00264-023-05687-z"
"36441213","Long-term results after anterior cruciate ligament reconstruction using patellar tendon versus hamstring tendon autograft with a minimum follow-up of 10 years-a systematic review","Sollberger VD, Korthaus A, Barg A, Pagenstert G.","Arch Orthop Trauma Surg. 2023 Jul;143(7):4277-4289. doi: 10.1007/s00402-022-04687-9. Epub 2022 Nov 28.","Sollberger VD","Arch Orthop Trauma Surg","2023","2022/11/28","PMC10293370","","10.1007/s00402-022-04687-9"
"36307618","Clinical outcomes and complications after anterior cruciate ligament reconstruction with bone-patellar tendon-bone in patient Tanner 3 and 4: a systematic review","Turati M, Caliandro M, Gaddi D, Piatti M, Rigamonti L, Zanchi N, Di Benedetto P, Boerci L, Catalano M, Zatti G, Ollivier M, Bigoni M.","Eur J Orthop Surg Traumatol. 2023 Aug;33(6):2191-2199. doi: 10.1007/s00590-022-03402-z. Epub 2022 Oct 29.","Turati M","Eur J Orthop Surg Traumatol","2023","2022/10/28","PMC10368545","","10.1007/s00590-022-03402-z"
"36255278","Clinical Outcomes After Combined ACL and Anterolateral Ligament Reconstruction Versus Isolated ACL Reconstruction With Bone-Patellar Tendon-Bone Grafts: A Matched-Pair Analysis of 2018 Patients From the SANTI Study Group","Pioger C, Gousopoulos L, Hopper GP, Vieira TD, Campos JP, El Helou A, Philippe C, Saithna A, Sonnery-Cottet B.","Am J Sports Med. 2022 Nov;50(13):3493-3501. doi: 10.1177/03635465221128261. Epub 2022 Oct 18.","Pioger C","Am J Sports Med","2022","2022/10/18","","","10.1177/03635465221128261"
"36096362","Quadriceps tendon autograft for anterior cruciate ligament reconstruction: state of the art","Clinger B, Xerogeanes J, Feller J, Fink C, Runer A, Richter D, Wascher D.","J ISAKOS. 2022 Dec;7(6):162-172. doi: 10.1016/j.jisako.2022.08.010. Epub 2022 Sep 9.","Clinger B","J ISAKOS","2022","2022/09/12","","","10.1016/j.jisako.2022.08.010"
"35721585","Outcomes Following Anterior Cruciate Ligament Reconstruction with Patellar Tendon vs Hamstring Autografts: A Systematic Review of Randomized Controlled Trials with a Mean Follow-up of 15 Years","Hoge CG, Matar RN, Khalil LS, Buchan JA, Johnson CM, Grawe BM.","Arch Bone Jt Surg. 2022 Apr;10(4):311-319. doi: 10.22038/ABJS.2021.53662.2668.","Hoge CG","Arch Bone Jt Surg","2022","2022/06/20","PMC9169734","","10.22038/ABJS.2021.53662.2668"
"35343326","Graft Choice for Anterior Cruciate Ligament Reconstruction in Women Aged 25 Years and Younger: A Systematic Review","Etzel CM, Nadeem M, Gao B, Boduch AN, Owens BD.","Sports Health. 2022 Nov-Dec;14(6):829-841. doi: 10.1177/19417381221079632. Epub 2022 Mar 27.","Etzel CM","Sports Health","2022","2022/03/28","PMC9631041","","10.1177/19417381221079632"
"35127959","Effects of Platelet-Rich Plasma on Clinical Outcomes After Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis","Zhu T, Zhou J, Hwang J, Xu X.","Orthop J Sports Med. 2022 Jan 31;10(1):23259671211061535. doi: 10.1177/23259671211061535. eCollection 2022 Jan.","Zhu T","Orthop J Sports Med","2022","2022/02/07","PMC8811441","","10.1177/23259671211061535"
"35024368","Clinical Outcomes and Osteoarthritis at Very Long-term Follow-up After ACL Reconstruction: A Systematic Review and Meta-analysis","Grassi A, Pizza N, Al-Zu'bi BBH, Fabbro GD, Lucidi GA, Zaffagnini S.","Orthop J Sports Med. 2022 Jan 7;10(1):23259671211062238. doi: 10.1177/23259671211062238. eCollection 2022 Jan.","Grassi A","Orthop J Sports Med","2022","2022/01/13","PMC8743946","","10.1177/23259671211062238"
"34591691","Twenty-Year Outcomes After Anterior Cruciate Ligament Reconstruction: A Systematic Review of Prospectively Collected Data","Everhart JS, Yalcin S, Spindler KP.","Am J Sports Med. 2022 Aug;50(10):2842-2852. doi: 10.1177/03635465211027302. Epub 2021 Sep 30.","Everhart JS","Am J Sports Med","2022","2021/09/30","","","10.1177/03635465211027302"
"34536121","Failure rates of common grafts used in ACL reconstructions: a systematic review of studies published in the last decade","Haybäck G, Raas C, Rosenberger R.","Arch Orthop Trauma Surg. 2022 Nov;142(11):3293-3299. doi: 10.1007/s00402-021-04147-w. Epub 2021 Sep 18.","Haybäck G","Arch Orthop Trauma Surg","2022","2021/09/18","PMC9522752","","10.1007/s00402-021-04147-w"
"34494906","Quadriceps Tendon Autograft Versus Bone-Patellar Tendon-Bone and Hamstring Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis","Dai W, Leng X, Wang J, Cheng J, Hu X, Ao Y.","Am J Sports Med. 2022 Oct;50(12):3425-3439. doi: 10.1177/03635465211030259. Epub 2021 Sep 8.","Dai W","Am J Sports Med","2022","2021/09/08","","","10.1177/03635465211030259"
"34431012","Iliotibial band autograft is a suitable alternative graft for anterior cruciate ligament reconstruction: a systematic review and meta-analysis of outcomes","Lucena T, Cavaignac M, Marot V, Courtot L, Lutz C, Bérard E, Cavaignac E.","Knee Surg Sports Traumatol Arthrosc. 2022 May;30(5):1679-1690. doi: 10.1007/s00167-021-06701-w. Epub 2021 Aug 24.","Lucena T","Knee Surg Sports Traumatol Arthrosc","2022","2021/08/25","","","10.1007/s00167-021-06701-w"
"34348750","Patellar tendon versus artificial grafts in anterior cruciate ligament reconstruction: a systematic review and meta-analysis","Fan D, Ma J, Zhang L.","J Orthop Surg Res. 2021 Aug 4;16(1):478. doi: 10.1186/s13018-021-02624-x.","Fan D","J Orthop Surg Res","2021","2021/08/05","PMC8336077","","10.1186/s13018-021-02624-x"
"34310176","Return to Baseline Physical Activity After Bone-Patellar Tendon-Bone Versus Hamstring Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis of Randomized Controlled Trials","Bergeron JJ, Sercia QP, Drager J, Pelet S, Belzile EL.","Am J Sports Med. 2022 Jul;50(8):2292-2303. doi: 10.1177/03635465211017522. Epub 2021 Jul 26.","Bergeron JJ","Am J Sports Med","2022","2021/07/26","PMC9227950","","10.1177/03635465211017522"
"33621648","Generalized Joint Laxity Is Associated With Increased Failure Rates of Primary Anterior Cruciate Ligament Reconstructions: A Systematic Review","Krebs NM, Barber-Westin S, Noyes FR.","Arthroscopy. 2021 Jul;37(7):2337-2347. doi: 10.1016/j.arthro.2021.02.021. Epub 2021 Feb 20.","Krebs NM","Arthroscopy","2021","2021/02/23","","","10.1016/j.arthro.2021.02.021"
"33437619","The long-term outcomes of different grafts in anterior cruciate ligament reconstruction: a network meta-analysis","Yang W, Huang X, Wang S, Wang H, Huang W, Shao Z.","J Orthop Translat. 2020 Apr 11;26:16-30. doi: 10.1016/j.jot.2020.03.008. eCollection 2021 Jan.","Yang W","J Orthop Translat","2020","2021/01/13","PMC7773980","","10.1016/j.jot.2020.03.008"
"33235137","Outcome of bone-patellar tendon-bone vs hamstring tendon autograft for anterior cruciate ligament reconstruction: A meta-analysis of randomized controlled trials with a 5-year minimum follow-up","Zhao L, Lu M, Deng M, Xing J, He L, Wang C.","Medicine (Baltimore). 2020 Nov 25;99(48):e23476. doi: 10.1097/MD.0000000000023476.","Zhao L","Medicine (Baltimore)","2020","2020/11/25","PMC7710199","","10.1097/MD.0000000000023476"
"33135006","Comparative Efficacy of Graft Options in Anterior Cruciate Ligament Reconstruction: A Systematic Review and Network Meta-Analysis","Mo Z, Li D, Yang B, Tang S.","Arthrosc Sports Med Rehabil. 2020 Sep 25;2(5):e645-e654. doi: 10.1016/j.asmr.2020.05.007. eCollection 2020 Oct.","Mo Z","Arthrosc Sports Med Rehabil","2020","2020/11/02","PMC7588648","","10.1016/j.asmr.2020.05.007"
"32700496","[Outcomes of quadriceps tendon autograft versus bone-patellar tendon-bone autograft for anterior cruciate ligament reconstruction:a Meta-analysis]","Li F, Gu XD, Wei XC.","Zhongguo Gu Shang. 2020 Jul 25;33(7):677-83. doi: 10.12200/j.issn.1003-0034.2020.07.018.","Li F","Zhongguo Gu Shang","2020","2020/07/24","","","10.12200/j.issn.1003-0034.2020.07.018"
"32482429","Clinical Outcomes of the Central Third Patellar Tendon Versus Four-strand Hamstring Tendon Autograft Used for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Subgroup Meta-analysis of Randomized Controlled Trials","He X, Yang XG, Feng JT, Wang F, Huang HC, He JQ, Hu YC.","Injury. 2020 Aug;51(8):1714-1725. doi: 10.1016/j.injury.2020.05.025. Epub 2020 May 23.","He X","Injury","2020","2020/06/03","","","10.1016/j.injury.2020.05.025"
"32440495","Prevalence of patellofemoral joint osteoarthritis after anterior cruciate ligament injury and associated risk factors: A systematic review","Huang W, Ong TY, Fu SC, Yung SH.","J Orthop Translat. 2019 Aug 6;22:14-25. doi: 10.1016/j.jot.2019.07.004. eCollection 2020 May.","Huang W","J Orthop Translat","2019","2020/05/23","PMC7231960","","10.1016/j.jot.2019.07.004"
"32387652","Patellar Tendon Versus 4-Strand Semitendinosus and Gracilis Autografts for Anterior Cruciate Ligament Reconstruction: A Meta-analysis of Randomized Controlled Trials With Mid- to Long-Term Follow-Up","Chen H, Liu H, Chen L.","Arthroscopy. 2020 Aug;36(8):2279-2291.e8. doi: 10.1016/j.arthro.2020.04.024. Epub 2020 May 7.","Chen H","Arthroscopy","2020","2020/05/11","","","10.1016/j.arthro.2020.04.024"
"32374646","One in 5 Athletes Sustain Reinjury Upon Return to High-Risk Sports After ACL Reconstruction: A Systematic Review in 1239 Athletes Younger Than 20 Years","Barber-Westin S, Noyes FR.","Sports Health. 2020 Nov/Dec;12(6):587-597. doi: 10.1177/1941738120912846. Epub 2020 May 6.","Barber-Westin S","Sports Health","2020","2020/05/07","PMC7785893","","10.1177/1941738120912846"
"32367221","Quadriceps tendon autograft for primary ACL reconstruction: a Bayesian network meta-analysis","Migliorini F, Eschweiler J, Mansy YE, Quack V, Tingart M, Driessen A.","Eur J Orthop Surg Traumatol. 2020 Oct;30(7):1129-1138. doi: 10.1007/s00590-020-02680-9. Epub 2020 May 4.","Migliorini F","Eur J Orthop Surg Traumatol","2020","2020/05/06","PMC8215032","","10.1007/s00590-020-02680-9"
"32180364","Autografts vs Synthetics for Cruciate Ligament Reconstruction: A Systematic Review and Meta-Analysis","Sun J, Wei XC, Li L, Cao XM, Li K, Guo L, Lu JG, Duan ZQ, Xiang C, Wei L.","Orthop Surg. 2020 Apr;12(2):378-387. doi: 10.1111/os.12662. Epub 2020 Mar 16.","Sun J","Orthop Surg","2020","2020/03/18","PMC7189042","","10.1111/os.12662"
"32010729","Bone-Patellar Tendon-Bone Autografts Versus Hamstring Autografts Using the Same Suspensory Fixations in ACL Reconstruction: A Systematic Review and Meta-analysis","Chen W, Li H, Chen Y, Jiang F, Wu Y, Chen S.","Orthop J Sports Med. 2019 Nov 27;7(11):2325967119885314. doi: 10.1177/2325967119885314. eCollection 2019 Nov.","Chen W","Orthop J Sports Med","2019","2020/02/04","PMC6967236","","10.1177/2325967119885314"
"31987693","Anterior Cruciate Ligament Reconstruction with Platelet-Rich Plasma: A Systematic Review of Randomized Control Trials","Davey MS, Hurley ET, Withers D, Moran R, Moran CJ.","Arthroscopy. 2020 Apr;36(4):1204-1210. doi: 10.1016/j.arthro.2019.11.004. Epub 2020 Jan 25.","Davey MS","Arthroscopy","2020","2020/01/29","","","10.1016/j.arthro.2019.11.004"
"31858199","Network meta-analysis of knee outcomes following anterior cruciate ligament reconstruction with various types of tendon grafts","Yang XG, Wang F, He X, Feng JT, Hu YC, Zhang H, Yang L, Hua K.","Int Orthop. 2020 Feb;44(2):365-380. doi: 10.1007/s00264-019-04417-8. Epub 2019 Dec 19.","Yang XG","Int Orthop","2020","2019/12/21","","","10.1007/s00264-019-04417-8"
"31798951","Generalised joint hypermobility increases ACL injury risk and is associated with inferior outcome after ACL reconstruction: a systematic review","Sundemo D, Hamrin Senorski E, Karlsson L, Horvath A, Juul-Kristensen B, Karlsson J, Ayeni OR, Samuelsson K.","BMJ Open Sport Exerc Med. 2019 Nov 10;5(1):e000620. doi: 10.1136/bmjsem-2019-000620. eCollection 2019.","Sundemo D","BMJ Open Sport Exerc Med","2019","2019/12/05","PMC6863654","","10.1136/bmjsem-2019-000620"
"31305357","Quadriceps Tendon Autograft in Anterior Cruciate Ligament Reconstruction","Mehran N, Damodar D, Shu Yang J.","J Am Acad Orthop Surg. 2020 Jan 15;28(2):45-52. doi: 10.5435/JAAOS-D-19-00032.","Mehran N","J Am Acad Orthop Surg","2020","2019/07/16","","","10.5435/JAAOS-D-19-00032"
"31233432","A Comparison of Quadriceps Tendon Autograft With Bone-Patellar Tendon-Bone Autograft and Hamstring Tendon Autograft for Primary Anterior Cruciate Ligament Reconstruction: A Systematic Review and Quantitative Synthesis","Ajrawat P, Dwyer T, Whelan D, Theodoropoulos J, Murnaghan L, Bhargava M, Ogilvie-Harris D, Chahal J.","Clin J Sport Med. 2021 Jul 1;31(4):392-399. doi: 10.1097/JSM.0000000000000765.","Ajrawat P","Clin J Sport Med","2021","2019/06/25","","","10.1097/JSM.0000000000000765"
"30964537","Anterior Cruciate Ligament Reconstruction in Young Females: A Systematic Review of Patellar Tendon Versus Hamstring Tendon Autografts","Salem HS, Kraeutler MJ, Carter AH, Tjoumakaris FP, Freedman KB.","Orthopedics. 2019 May 1;42(3):e295-e304. doi: 10.3928/01477447-20190403-05. Epub 2019 Apr 9.","Salem HS","Orthopedics","2019","2019/04/10","","","10.3928/01477447-20190403-05"
"30790526","Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis of Outcomes for Quadriceps Tendon Autograft Versus Bone-Patellar Tendon-Bone and Hamstring-Tendon Autografts","Mouarbes D, Menetrey J, Marot V, Courtot L, Berard E, Cavaignac E.","Am J Sports Med. 2019 Dec;47(14):3531-3540. doi: 10.1177/0363546518825340. Epub 2019 Feb 21.","Mouarbes D","Am J Sports Med","2019","2019/02/22","","","10.1177/0363546518825340"
"30212919","Outcomes of Anterior Cruciate Ligament Reconstruction in Females Using Patellar-Tendon-Bone versus Hamstring Autografts: A Systematic Review and Meta-Analysis","Tan SHS, Lau BPH, Krishna L.","J Knee Surg. 2019 Aug;32(8):770-787. doi: 10.1055/s-0038-1669916. Epub 2018 Sep 13.","Tan SHS","J Knee Surg","2019","2018/09/14","","","10.1055/s-0038-1669916"
