PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"39768969","Graft Selection in Anterior Cruciate Ligament Reconstruction: A Comprehensive Review of Current Trends","Ostojic M, Indelli PF, Lovrekovic B, Volcarenghi J, Juric D, Hakam HT, Salzmann M, Ramadanov N, Królikowska A, Becker R, Prill R.","Medicina (Kaunas). 2024 Dec 20;60(12):2090. doi: 10.3390/medicina60122090.","Ostojic M","Medicina (Kaunas)","2024","2025/01/08","PMC11678177","","10.3390/medicina60122090"
"39694948","Efficacy and safety of quadriceps tendon autograft versus bone-patellar tendon-bone and hamstring tendon autografts for anterior cruciate ligament reconstruction: a systematic review and meta-analysis","Zhang XF, Liu P, Huang JW, He YH.","J Orthop Traumatol. 2024 Dec 18;25(1):65. doi: 10.1186/s10195-024-00801-2.","Zhang XF","J Orthop Traumatol","2024","2024/12/18","PMC11656020","","10.1186/s10195-024-00801-2"
"39678440","Effects of Low-Load Blood Flow Restriction Training on Muscle Volume After Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis","Lin Q, Zhang Y, Qin J, Wu F.","Orthop J Sports Med. 2024 Dec 13;12(12):23259671241301731. doi: 10.1177/23259671241301731. eCollection 2024 Dec.","Lin Q","Orthop J Sports Med","2024","2024/12/16","PMC11645764","","10.1177/23259671241301731"
"39565551","Return to Sport Following Anterior Cruciate Ligament Reconstruction: A Scoping Review of Criteria Determining Return to Sport Readiness","Kodama E, Tartibi S, Brophy RH, Smith MV, Matava MJ, Knapik DM.","Curr Rev Musculoskelet Med. 2025 Jan;18(1):1-5. doi: 10.1007/s12178-024-09934-7. Epub 2024 Nov 20.","Kodama E","Curr Rev Musculoskelet Med","2025","2024/11/20","PMC11732813","","10.1007/s12178-024-09934-7"
"39474850","Comparison of blood flow restriction training rehabilitation and general rehabilitation exercise after anterior cruciate ligament reconstruction: A meta-analysis of randomized controlled trials","Zhou L, Rothrauff B, Chen L, Jin S, He S, He J.","Knee Surg Sports Traumatol Arthrosc. 2025 Aug;33(8):2713-2728. doi: 10.1002/ksa.12527. Epub 2024 Oct 30.","Zhou L","Knee Surg Sports Traumatol Arthrosc","2025","2024/10/30","","","10.1002/ksa.12527"
"39043018","Quadriceps tendon versus hamstring tendon graft for primary anterior cruciate ligament reconstruction: A systematic review and meta-analysis of randomised trials","Raj S, Ridha A, Searle HKC, Khatri C, Ahmed I, Metcalfe A, Smith N.","Knee. 2024 Aug;49:226-240. doi: 10.1016/j.knee.2024.07.002. Epub 2024 Jul 22.","Raj S","Knee","2024","2024/07/23","","","10.1016/j.knee.2024.07.002"
"39019692","No increased complication rate with the use of soft tissue quadriceps tendon autograft for primary ACL reconstruction - a systematic review","Khalefa MA, Aujla RS, Aslam N, Boutefnouchet T, D'Alessandro P, MacDonald PB, Malik SS.","Orthop Traumatol Surg Res. 2025 Apr;111(2):103926. doi: 10.1016/j.otsr.2024.103926. Epub 2024 Jul 17.","Khalefa MA","Orthop Traumatol Surg Res","2025","2024/07/17","","","10.1016/j.otsr.2024.103926"
"38529242","Current development in surgical techniques, graft selection and additional procedures for anterior cruciate ligament injury: a path towards anatomic restoration and improved clinical outcomes-a narrative review","Nukuto K, Hoshino Y, Kataoka K, Kuroda R.","Ann Jt. 2023 Sep 1;8:39. doi: 10.21037/aoj-23-39. eCollection 2023.","Nukuto K","Ann Jt","2023","2024/03/26","PMC10929350","","10.21037/aoj-23-39"
"38421970","Efficacy on knee function of Kinesio taping among individuals with anterior cruciate ligament reconstruction: A systematic review","Chen P, Wang L, Zhou W, Wang L.","PLoS One. 2024 Feb 29;19(2):e0299008. doi: 10.1371/journal.pone.0299008. eCollection 2024.","Chen P","PLoS One","2024","2024/02/29","PMC10903864","","10.1371/journal.pone.0299008"
"38269417","Analysis of Graft Types Augmented With an Internal Brace for ACL Reconstruction: A Systematic Review","Maginnis C, Root C, Schiavo JH, Ierulli VK, Vopat B, Mulcahey MK.","Am J Sports Med. 2024 Jul;52(9):2415-2423. doi: 10.1177/03635465231196157. Epub 2024 Jan 25.","Maginnis C","Am J Sports Med","2024","2024/01/25","","","10.1177/03635465231196157"
"38244487","Use of electromyographic biofeedback in rehabilitation following anterior cruciate ligament reconstruction: a systematic review and meta-analysis","Ananías J, Vidal C, Ortiz-Muñoz L, Irarrázaval S, Besa P.","Physiotherapy. 2024 Jun;123:19-29. doi: 10.1016/j.physio.2023.12.005. Epub 2023 Dec 21.","Ananías J","Physiotherapy","2024","2024/01/20","","","10.1016/j.physio.2023.12.005"
"38145223","Adverse Events and Complications After Primary ACL Reconstruction With Quadriceps Tendon Autograft: A Systematic Review","Jackson GR, Mameri ES, Tuthill T, Wessels M, Asif S, Sugrañes J, Batra AK, McCormick JR, Obioha OA, Kaplan DJ, Knapik DM, Verma NN, Chahla J.","Orthop J Sports Med. 2023 Dec 21;11(12):23259671231199728. doi: 10.1177/23259671231199728. eCollection 2023 Dec.","Jackson GR","Orthop J Sports Med","2023","2023/12/25","PMC10748908","","10.1177/23259671231199728"
"37568165","Contralateral grafts have comparable efficacy to ipsilateral grafts in anterior cruciate ligament reconstructions: a systematic review","Fan D, Ma J, Zhang L.","J Orthop Surg Res. 2023 Aug 11;18(1):596. doi: 10.1186/s13018-023-04082-z.","Fan D","J Orthop Surg Res","2023","2023/08/11","PMC10422826","","10.1186/s13018-023-04082-z"
"37537529","Clinical outcomes of different autografts used for all-epiphyseal, partial epiphyseal or transphyseal anterior cruciate ligament reconstruction in skeletally immature patients - a systematic review","Verhagen S, Dietvorst M, Delvaux E, van der Steen MC, Janssen R.","BMC Musculoskelet Disord. 2023 Aug 3;24(1):630. doi: 10.1186/s12891-023-06749-4.","Verhagen S","BMC Musculoskelet Disord","2023","2023/08/03","PMC10401849","","10.1186/s12891-023-06749-4"
"37296390","Preoperative predictors for return to physical activity following anterior cruciate ligament reconstruction (ACLR): a systematic review","Carter HM, Lewis GN, Smith BE.","BMC Musculoskelet Disord. 2023 Jun 9;24(1):471. doi: 10.1186/s12891-023-06489-5.","Carter HM","BMC Musculoskelet Disord","2023","2023/06/09","PMC10250179","","10.1186/s12891-023-06489-5"
"36960920","Nonoperative Management, Repair, or Reconstruction of the Medial Collateral Ligament in Combined Anterior Cruciate and Medial Collateral Ligament Injuries-Which Is Best? A Systematic Review and Meta-analysis","Shultz CL, Poehlein E, Morriss NJ, Green CL, Hu J, Lander S, Amoo-Achampong K, Lau BC.","Am J Sports Med. 2024 Feb;52(2):522-534. doi: 10.1177/03635465231153157. Epub 2023 Mar 24.","Shultz CL","Am J Sports Med","2024","2023/03/24","","","10.1177/03635465231153157"
"36646171","Graft choices for paediatric anterior cruciate ligament reconstruction: State of the art","Marx RG, Hsu J, Fink C, Eriksson K, Vincent A, van der Merwe WM.","J ISAKOS. 2023 Jun;8(3):145-152. doi: 10.1016/j.jisako.2023.01.001. Epub 2023 Jan 14.","Marx RG","J ISAKOS","2023","2023/01/16","","","10.1016/j.jisako.2023.01.001"
"36561474","GRAFTS FOR ANTERIOR CRUCIATE LIGAMENT RECONSTRUCTION: SYSTEMATIC REVIEW AND META-ANALYSIS","Andrez TN, Chagas JBM, D'Oliveira LB.","Acta Ortop Bras. 2022 Dec 16;30(6):e256048. doi: 10.1590/1413-785220223006e256048. eCollection 2022.","Andrez TN","Acta Ortop Bras","2022","2022/12/23","PMC9757723","","10.1590/1413-785220223006e256048"
"36255474","Less than 1% risk of donor-site quadriceps tendon rupture post-ACL reconstruction with quadriceps tendon autograft: a systematic review","Singh H, Glassman I, Sheean A, Hoshino Y, Nagai K, de Sa D.","Knee Surg Sports Traumatol Arthrosc. 2023 Feb;31(2):572-585. doi: 10.1007/s00167-022-07175-0. Epub 2022 Oct 18.","Singh H","Knee Surg Sports Traumatol Arthrosc","2023","2022/10/18","","","10.1007/s00167-022-07175-0"
"36178393","Both low and high knee flexion angles during tibial graft fixation yield comparable outcomes following ACL reconstruction with quadriceps tendon autograft: A systematic review","Abdel Khalik H, Lameire DL, Kay J, Tapasvi SR, Samuelsson K, de Sa D.","J ISAKOS. 2022 Jun;7(3):24-32. doi: 10.1016/j.jisako.2022.01.003. Epub 2022 Jan 25.","Abdel Khalik H","J ISAKOS","2022","2022/09/30","","","10.1016/j.jisako.2022.01.003"
"36096362","Quadriceps tendon autograft for anterior cruciate ligament reconstruction: state of the art","Clinger B, Xerogeanes J, Feller J, Fink C, Runer A, Richter D, Wascher D.","J ISAKOS. 2022 Dec;7(6):162-172. doi: 10.1016/j.jisako.2022.08.010. Epub 2022 Sep 9.","Clinger B","J ISAKOS","2022","2022/09/12","","","10.1016/j.jisako.2022.08.010"
"35669018","Paediatric Anterior Cruciate Ligament (ACL) Injuries: Current Concepts Review","Dhillon MS, Rangasamy K, Rajnish RK, Gopinathan NR.","Indian J Orthop. 2022 Apr 9;56(6):952-962. doi: 10.1007/s43465-022-00611-w. eCollection 2022 Jun.","Dhillon MS","Indian J Orthop","2022","2022/06/07","PMC9123120","","10.1007/s43465-022-00611-w"
"35543668","Quadriceps tendon has a lower re-rupture rate than hamstring tendon autograft for anterior cruciate ligament reconstruction - A meta-analysis","Hurley ET, Mojica ES, Kanakamedala AC, Meislin RJ, Strauss EJ, Campbell KA, Alaia MJ.","J ISAKOS. 2022 Apr;7(2):87-93. doi: 10.1016/j.jisako.2021.10.001. Epub 2021 Nov 17.","Hurley ET","J ISAKOS","2022","2022/05/11","","","10.1016/j.jisako.2021.10.001"
"35411690","Evidence for isokinetic and functional testing in return to sport decisions following ACL surgery","Rivera-Brown AM, Frontera WR, Fontánez R, Micheo WF.","PM R. 2022 May;14(5):678-690. doi: 10.1002/pmrj.12815. Epub 2022 May 10.","Rivera-Brown AM","PM R","2022","2022/04/12","","","10.1002/pmrj.12815"
"35037693","Delayed versus Accelerated Weight-bearing Rehabilitation Protocol Following Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis","Fan Z, Yan J, Zhou Z, Gao Y, Tang J, Li Y, Zhang Z, Yang M, Lv J.","J Rehabil Med. 2022 Feb 14;54:jrm00260. doi: 10.2340/jrm.v53.1438.","Fan Z","J Rehabil Med","2022","2022/01/17","PMC8892302","","10.2340/jrm.v53.1438"
"34970713","Disparities in ACL Reconstruction: the Influence of Gender and Race on Incidence, Treatment, and Outcomes","Devana SK, Solorzano C, Nwachukwu B, Jones KJ.","Curr Rev Musculoskelet Med. 2022 Feb;15(1):1-9. doi: 10.1007/s12178-021-09736-1. Epub 2021 Dec 31.","Devana SK","Curr Rev Musculoskelet Med","2022","2021/12/31","PMC8804118","","10.1007/s12178-021-09736-1"
"34951064","Mechanism of non-contact ACL injury: OREF Clinical Research Award 2021","Boden BP, Sheehan FT.","J Orthop Res. 2022 Mar;40(3):531-540. doi: 10.1002/jor.25257. Epub 2022 Jan 6.","Boden BP","J Orthop Res","2022","2021/12/24","PMC8858885","NIHMS1767294","10.1002/jor.25257"
"34942315","Quadriceps Tendon Anterior Cruciate Ligament Reconstruction: A Systematic Review of Postoperative Rehabilitation and Complication Profiles","Zhang K, Beshay T, Murphy B, Sheean A, de Sa D.","Arthroscopy. 2022 Jun;38(6):2062-2072.e1. doi: 10.1016/j.arthro.2021.12.020. Epub 2021 Dec 21.","Zhang K","Arthroscopy","2022","2021/12/23","","","10.1016/j.arthro.2021.12.020"
"34617125","Age, time from injury to surgery and hop performance after primary ACLR affect the risk of contralateral ACLR","Cristiani R, Forssblad M, Edman G, Eriksson K, Stålman A.","Knee Surg Sports Traumatol Arthrosc. 2022 May;30(5):1828-1835. doi: 10.1007/s00167-021-06759-6. Epub 2021 Oct 7.","Cristiani R","Knee Surg Sports Traumatol Arthrosc","2022","2021/10/07","PMC9033698","","10.1007/s00167-021-06759-6"
"34536121","Failure rates of common grafts used in ACL reconstructions: a systematic review of studies published in the last decade","Haybäck G, Raas C, Rosenberger R.","Arch Orthop Trauma Surg. 2022 Nov;142(11):3293-3299. doi: 10.1007/s00402-021-04147-w. Epub 2021 Sep 18.","Haybäck G","Arch Orthop Trauma Surg","2022","2021/09/18","PMC9522752","","10.1007/s00402-021-04147-w"
"34494906","Quadriceps Tendon Autograft Versus Bone-Patellar Tendon-Bone and Hamstring Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis","Dai W, Leng X, Wang J, Cheng J, Hu X, Ao Y.","Am J Sports Med. 2022 Oct;50(12):3425-3439. doi: 10.1177/03635465211030259. Epub 2021 Sep 8.","Dai W","Am J Sports Med","2022","2021/09/08","","","10.1177/03635465211030259"
"34470509","Quadriceps Tendon Versus Hamstring Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis","Tan TK, Subramaniam AG, Ebert JR, Radic R.","Am J Sports Med. 2022 Dec;50(14):3974-3986. doi: 10.1177/03635465211033995. Epub 2021 Sep 2.","Tan TK","Am J Sports Med","2022","2021/09/02","","","10.1177/03635465211033995"
"33135006","Comparative Efficacy of Graft Options in Anterior Cruciate Ligament Reconstruction: A Systematic Review and Network Meta-Analysis","Mo Z, Li D, Yang B, Tang S.","Arthrosc Sports Med Rehabil. 2020 Sep 25;2(5):e645-e654. doi: 10.1016/j.asmr.2020.05.007. eCollection 2020 Oct.","Mo Z","Arthrosc Sports Med Rehabil","2020","2020/11/02","PMC7588648","","10.1016/j.asmr.2020.05.007"
"33098947","Bone Versus All Soft Tissue Quadriceps Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review","Crum RJ, Kay J, Lesniak BP, Getgood A, Musahl V, de Sa D.","Arthroscopy. 2021 Mar;37(3):1040-1052. doi: 10.1016/j.arthro.2020.10.018. Epub 2020 Oct 21.","Crum RJ","Arthroscopy","2021","2020/10/25","PMC9004211","NIHMS1706504","10.1016/j.arthro.2020.10.018"
"32984919","Peroneus longus tendon autograft has functional outcomes comparable to hamstring tendon autograft for anterior cruciate ligament reconstruction: a systematic review and meta-analysis","He J, Tang Q, Ernst S, Linde MA, Smolinski P, Wu S, Fu F.","Knee Surg Sports Traumatol Arthrosc. 2021 Sep;29(9):2869-2879. doi: 10.1007/s00167-020-06279-9. Epub 2020 Sep 27.","He J","Knee Surg Sports Traumatol Arthrosc","2021","2020/09/28","","","10.1007/s00167-020-06279-9"
"32700496","[Outcomes of quadriceps tendon autograft versus bone-patellar tendon-bone autograft for anterior cruciate ligament reconstruction:a Meta-analysis]","Li F, Gu XD, Wei XC.","Zhongguo Gu Shang. 2020 Jul 25;33(7):677-83. doi: 10.12200/j.issn.1003-0034.2020.07.018.","Li F","Zhongguo Gu Shang","2020","2020/07/24","","","10.12200/j.issn.1003-0034.2020.07.018"
"32367221","Quadriceps tendon autograft for primary ACL reconstruction: a Bayesian network meta-analysis","Migliorini F, Eschweiler J, Mansy YE, Quack V, Tingart M, Driessen A.","Eur J Orthop Surg Traumatol. 2020 Oct;30(7):1129-1138. doi: 10.1007/s00590-020-02680-9. Epub 2020 May 4.","Migliorini F","Eur J Orthop Surg Traumatol","2020","2020/05/06","PMC8215032","","10.1007/s00590-020-02680-9"
"32320949","The Effectiveness of Nonoperative Treatment for Anterior Cruciate Ligament Rupture on Patient-Reported Outcomes and Muscular Strength: A Critically Appraised Topic","Hunt ER, Parise CN, Butterfield TA.","J Sport Rehabil. 2020 Apr 22;29(7):1032-1037. doi: 10.1123/jsr.2019-0131. Print 2020 Sep 1.","Hunt ER","J Sport Rehabil","2020","2020/04/23","","","10.1123/jsr.2019-0131"
"31858199","Network meta-analysis of knee outcomes following anterior cruciate ligament reconstruction with various types of tendon grafts","Yang XG, Wang F, He X, Feng JT, Hu YC, Zhang H, Yang L, Hua K.","Int Orthop. 2020 Feb;44(2):365-380. doi: 10.1007/s00264-019-04417-8. Epub 2019 Dec 19.","Yang XG","Int Orthop","2020","2019/12/21","","","10.1007/s00264-019-04417-8"
"31538227","Quadriceps tendon autograft ACL reconstruction has less pivot shift laxity and lower failure rates than hamstring tendon autografts","Nyland J, Collis P, Huffstutler A, Sachdeva S, Spears JR, Greene J, Caborn DNM.","Knee Surg Sports Traumatol Arthrosc. 2020 Feb;28(2):509-518. doi: 10.1007/s00167-019-05720-y. Epub 2019 Sep 19.","Nyland J","Knee Surg Sports Traumatol Arthrosc","2020","2019/09/21","","","10.1007/s00167-019-05720-y"
"31305357","Quadriceps Tendon Autograft in Anterior Cruciate Ligament Reconstruction","Mehran N, Damodar D, Shu Yang J.","J Am Acad Orthop Surg. 2020 Jan 15;28(2):45-52. doi: 10.5435/JAAOS-D-19-00032.","Mehran N","J Am Acad Orthop Surg","2020","2019/07/16","","","10.5435/JAAOS-D-19-00032"
"31233432","A Comparison of Quadriceps Tendon Autograft With Bone-Patellar Tendon-Bone Autograft and Hamstring Tendon Autograft for Primary Anterior Cruciate Ligament Reconstruction: A Systematic Review and Quantitative Synthesis","Ajrawat P, Dwyer T, Whelan D, Theodoropoulos J, Murnaghan L, Bhargava M, Ogilvie-Harris D, Chahal J.","Clin J Sport Med. 2021 Jul 1;31(4):392-399. doi: 10.1097/JSM.0000000000000765.","Ajrawat P","Clin J Sport Med","2021","2019/06/25","","","10.1097/JSM.0000000000000765"
"30959537","Aperture and Suspensory Fixation Equally Efficacious for Quadriceps Tendon Graft Fixation in Primary ACL Reconstruction: A Systematic Review","Crum RJ, de Sa D, Kanakamedala AC, Obioha OA, Lesniak BP, Musahl V.","J Knee Surg. 2020 Jul;33(7):704-721. doi: 10.1055/s-0039-1685160. Epub 2019 Apr 8.","Crum RJ","J Knee Surg","2020","2019/04/09","PMC7683008","NIHMS1059052","10.1055/s-0039-1685160"
"30790526","Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis of Outcomes for Quadriceps Tendon Autograft Versus Bone-Patellar Tendon-Bone and Hamstring-Tendon Autografts","Mouarbes D, Menetrey J, Marot V, Courtot L, Berard E, Cavaignac E.","Am J Sports Med. 2019 Dec;47(14):3531-3540. doi: 10.1177/0363546518825340. Epub 2019 Feb 21.","Mouarbes D","Am J Sports Med","2019","2019/02/22","","","10.1177/0363546518825340"
"30212919","Outcomes of Anterior Cruciate Ligament Reconstruction in Females Using Patellar-Tendon-Bone versus Hamstring Autografts: A Systematic Review and Meta-Analysis","Tan SHS, Lau BPH, Krishna L.","J Knee Surg. 2019 Aug;32(8):770-787. doi: 10.1055/s-0038-1669916. Epub 2018 Sep 13.","Tan SHS","J Knee Surg","2019","2018/09/14","","","10.1055/s-0038-1669916"
"30206911","Arthroscopic Anterior Cruciate Ligament Reconstruction: A Meta-Analysis Comparing Semitendinosus Alone and Semitendinosus with Gracilis Tendon Autografts","Chin BZ, Wee IJY, Syn NL, Krishna L.","J Knee Surg. 2019 Aug;32(8):796-803. doi: 10.1055/s-0038-1669950. Epub 2018 Sep 11.","Chin BZ","J Knee Surg","2019","2018/09/13","","","10.1055/s-0038-1669950"
"29974173","No difference between full thickness and partial thickness quadriceps tendon autografts in anterior cruciate ligament reconstruction: a systematic review","Kanakamedala AC, de Sa D, Obioha OA, Arakgi ME, Schmidt PB, Lesniak BP, Musahl V.","Knee Surg Sports Traumatol Arthrosc. 2019 Jan;27(1):105-116. doi: 10.1007/s00167-018-5042-z. Epub 2018 Jul 4.","Kanakamedala AC","Knee Surg Sports Traumatol Arthrosc","2019","2018/07/06","","","10.1007/s00167-018-5042-z"
"29628380","Quadriceps Tendon Autograft in Anterior Cruciate Ligament Reconstruction: A Systematic Review","Hurley ET, Calvo-Gurry M, Withers D, Farrington SK, Moran R, Moran CJ.","Arthroscopy. 2018 May;34(5):1690-1698. doi: 10.1016/j.arthro.2018.01.046. Epub 2018 Apr 5.","Hurley ET","Arthroscopy","2018","2018/04/10","","","10.1016/j.arthro.2018.01.046"
"29628379","Quadriceps Tendon Autograft for Primary Anterior Cruciate Ligament Reconstruction: A Systematic Review of Comparative Studies With Minimum 2-Year Follow-Up","Belk JW, Kraeutler MJ, Marshall HA, Goodrich JA, McCarty EC.","Arthroscopy. 2018 May;34(5):1699-1707. doi: 10.1016/j.arthro.2018.01.047. Epub 2018 Apr 5.","Belk JW","Arthroscopy","2018","2018/04/10","","","10.1016/j.arthro.2018.01.047"
"28654440","Quadriceps Tendon-Bone or Patellar Tendon-Bone Autografts When Reconstructing the Anterior Cruciate Ligament: A Meta-analysis","Riaz O, Aqil A, Mannan A, Hossain F, Ali M, Chakrabarty G, Radcliffe G.","Clin J Sport Med. 2018 May;28(3):316-324. doi: 10.1097/JSM.0000000000000451.","Riaz O","Clin J Sport Med","2018","2017/06/28","","","10.1097/JSM.0000000000000451"
"27837221","Femoral avulsion fracture of ACL proximal attachment in male scuba diver: case report and review of the literature","Zabierek S, Nowak K, Domzalski M.","Knee Surg Sports Traumatol Arthrosc. 2017 Apr;25(4):1328-1330. doi: 10.1007/s00167-016-4373-x. Epub 2016 Nov 11.","Zabierek S","Knee Surg Sports Traumatol Arthrosc","2017","2016/11/13","","","10.1007/s00167-016-4373-x"
"25802119","The Importance of Patient Sex in the Outcomes of Anterior Cruciate Ligament Reconstructions: A Systematic Review and Meta-analysis","Tan SH, Lau BP, Khin LW, Lingaraj K.","Am J Sports Med. 2016 Jan;44(1):242-54. doi: 10.1177/0363546515573008. Epub 2015 Mar 23.","Tan SH","Am J Sports Med","2016","2015/03/25","","","10.1177/0363546515573008"
"25543249","Quadriceps tendon autograft for anterior cruciate ligament reconstruction: a comprehensive review of current literature and systematic review of clinical results","Slone HS, Romine SE, Premkumar A, Xerogeanes JW.","Arthroscopy. 2015 Mar;31(3):541-54. doi: 10.1016/j.arthro.2014.11.010. Epub 2014 Dec 25.","Slone HS","Arthroscopy","2015","2014/12/29","","","10.1016/j.arthro.2014.11.010"
"23812438","Quadriceps function following ACL reconstruction and rehabilitation: implications for optimisation of current practices","Gokeler A, Bisschop M, Benjaminse A, Myer GD, Eppinga P, Otten E.","Knee Surg Sports Traumatol Arthrosc. 2014 May;22(5):1163-74. doi: 10.1007/s00167-013-2577-x. Epub 2013 Jun 28.","Gokeler A","Knee Surg Sports Traumatol Arthrosc","2014","2013/07/02","","","10.1007/s00167-013-2577-x"
