PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"40689103","Hamstring autograft, bone-patellar-tendon-bone autograft and synthetic graft in primary anterior cruciate ligament reconstruction: A meta-analysis of comparative studies","Mercurio M, Cofano E, Cosentino O, Corona K, Mocini F, Rossi U, Galasso O, Gasparini G, Cerciello S.","J Exp Orthop. 2025 Jul 18;12(3):e70326. doi: 10.1002/jeo2.70326. eCollection 2025 Jul.","Mercurio M","J Exp Orthop","2025","2025/07/21","PMC12272514","","10.1002/jeo2.70326"
"40679231","Quadriceps, hamstring and patella tendon autografts for primary anterior cruciate ligament reconstruction demonstrate similar clinical outcomes, including graft failure, joint laxity and complications: A systematic review with meta-analysis of randomised controlled trials","White T, Castro M, Antonio L, Hing W, Tudor F, Sattler L.","Knee Surg Sports Traumatol Arthrosc. 2025 Jul 18. doi: 10.1002/ksa.12755. Online ahead of print.","White T","Knee Surg Sports Traumatol Arthrosc","2025","2025/07/18","","","10.1002/ksa.12755"
"40544926","Indications for Lateral Extra-articular Procedures in the Anterior Cruciate Ligament-Reconstructed Knee: Part I of an International Consensus Statement","Sonnery-Cottet B, Carrozzo A, Saithna A, Monaco E, Vieira TD, Musahl V, Getgood A, Helito CP; International Experts Panel; Bedi A, Bryant D, Cavaignac E, Chahla J, Claes S, Cordasco F, Daggett M, Devitt B, Feller J, Fink C, Frank R, Geeslin A, Grassi A, Green D, Guenther D, Heard M, Herbst E, Hopper G, Inderhaug E, Irrgang J, Kaeding C, Kittl C, Kocher M, Koga H, Krych AJ, LaPrade R, Levy B, Litchfield RB, Lording T, Lowe W, MacDonald P, Marx R, Moatshe G, Neri T, Ouanezar H, Barion de Castro Padua V, Parker D, Pioger C, Servien E, Sherman S, Smith P, Spalding T, Tapasvi S, Verdonk P, Williams A, Xerogeanes J, Young SW.","Arthroscopy. 2025 Sep;41(9):3303-3312. doi: 10.1016/j.arthro.2025.06.012. Epub 2025 Jun 20.","Sonnery-Cottet B","Arthroscopy","2025","2025/06/22","","","10.1016/j.arthro.2025.06.012"
"40297074","Patients Have Similar Clinical Outcomes and Failure Rates After Anterior Cruciate Ligament Reconstruction With Tibialis Anterior Tendon, Bone-Patellar Tendon-Bone, Hamstring Tendon, or Achilles Tendon Allografts: A Systematic Review","Dave U, Villarreal-Espinosa JB, Shah H, Cotter EJ, Gómez-Verdejo F, Carpenter M, Gerhold C, Mamonov A, Chahla J, Verma NN.","Arthrosc Sports Med Rehabil. 2024 Nov 5;7(2):101035. doi: 10.1016/j.asmr.2024.101035. eCollection 2025 Apr.","Dave U","Arthrosc Sports Med Rehabil","2024","2025/04/29","PMC12034080","","10.1016/j.asmr.2024.101035"
"40265044","4-Strand hamstring versus single-bundle quadriceps tendon grafts in anterior cruciate ligament reconstruction at 2 years: A systematic review and meta-analysis of randomised controlled trials","Elias J, Kaplan M, Shah K, Bickford M, McNamara C, Ford E, McMillan S.","J Exp Orthop. 2025 Apr 22;12(2):e70244. doi: 10.1002/jeo2.70244. eCollection 2025 Apr.","Elias J","J Exp Orthop","2025","2025/04/23","PMC12012644","","10.1002/jeo2.70244"
"40217688","Combined Anterior Cruciate Ligament and Anterolateral Ligament Reconstruction Shows Reduced Graft Failure Rates and Superior Residual Rotational Stability Regardless of Anterolateral Ligament Reconstruction Graft: A Systematic Review","Han JH, Kim SH, Jung M, Moon HS, Chung K.","J Clin Med. 2025 Mar 25;14(7):2237. doi: 10.3390/jcm14072237.","Han JH","J Clin Med","2025","2025/04/12","PMC11989582","","10.3390/jcm14072237"
"40147599","Varying Definitions of Return to Sport, Study Quality, and Outcome Measurements Limit Comparison of Primary Anterior Cruciate Ligament Reconstruction With Quadriceps Tendon Autografts to Hamstring and Bone-Patellar Tendon-Bone Autografts: A Systematic Review","Emmert AS, Hale I, Lake LP, McMillan P, Johnson BM, Kurkowski SC, Kuechly HA, Grawe BM.","Arthroscopy. 2025 Oct;41(10):4335-4345. doi: 10.1016/j.arthro.2025.03.036. Epub 2025 Mar 25.","Emmert AS","Arthroscopy","2025","2025/03/27","","","10.1016/j.arthro.2025.03.036"
"40005410","Anterior Cruciate Ligament Reconstruction Using Lateral Extra-Articular Procedures: A Systematic Review","Migliorini F, Lucenti L, Mok YR, Bardazzi T, D'Ambrosi R, De Carli A, Paolicelli D, Maffulli N.","Medicina (Kaunas). 2025 Feb 8;61(2):294. doi: 10.3390/medicina61020294.","Migliorini F","Medicina (Kaunas)","2025","2025/02/26","PMC11857574","","10.3390/medicina61020294"
"39836368","Return to Sport and Graft Failure Rates After Primary Anterior Cruciate Ligament Reconstruction With a Bone-Patellar Tendon-Bone Versus Hamstring Tendon Autograft: A Systematic Review and Meta-analysis","Connors JP, Cusano A, Saleet J, Hao KA, Efremov K, Parisien RL, Seil R, Li X.","Am J Sports Med. 2025 Jul;53(8):1996-2006. doi: 10.1177/03635465241295713. Epub 2025 Jan 21.","Connors JP","Am J Sports Med","2025","2025/01/21","","","10.1177/03635465241295713"
"39768969","Graft Selection in Anterior Cruciate Ligament Reconstruction: A Comprehensive Review of Current Trends","Ostojic M, Indelli PF, Lovrekovic B, Volcarenghi J, Juric D, Hakam HT, Salzmann M, Ramadanov N, Królikowska A, Becker R, Prill R.","Medicina (Kaunas). 2024 Dec 20;60(12):2090. doi: 10.3390/medicina60122090.","Ostojic M","Medicina (Kaunas)","2024","2025/01/08","PMC11678177","","10.3390/medicina60122090"
"39694948","Efficacy and safety of quadriceps tendon autograft versus bone-patellar tendon-bone and hamstring tendon autografts for anterior cruciate ligament reconstruction: a systematic review and meta-analysis","Zhang XF, Liu P, Huang JW, He YH.","J Orthop Traumatol. 2024 Dec 18;25(1):65. doi: 10.1186/s10195-024-00801-2.","Zhang XF","J Orthop Traumatol","2024","2024/12/18","PMC11656020","","10.1186/s10195-024-00801-2"
"39666599","Anterior cruciate ligament reconstruction with six and eight-strand hamstring tendon autografts produces adequate graft dimensions and functional outcomes: A systematic review","Sun B, Lee B, Grad J, Cohen D, Abouali J, Tapasvi S, Maniar A, de Sa D.","Knee Surg Sports Traumatol Arthrosc. 2025 Jun;33(6):2144-2155. doi: 10.1002/ksa.12556. Epub 2024 Dec 12.","Sun B","Knee Surg Sports Traumatol Arthrosc","2025","2024/12/12","PMC12104794","","10.1002/ksa.12556"
"39650719","Functional outcome of anterior cruciate ligament reconstruction with hamstring tendon autograft in Indian population: A systematic review and meta-analysis","Annamalai R, Venkatramanaiah C, Sujhithra A, Vignesh N, Danis Vijay D.","J Clin Orthop Trauma. 2024 Nov 12;59:102805. doi: 10.1016/j.jcot.2024.102805. eCollection 2024 Dec.","Annamalai R","J Clin Orthop Trauma","2024","2024/12/09","PMC11617687","","10.1016/j.jcot.2024.102805"
"39609872","Comparison of clinical outcomes between hamstring tendon autografts and hybrid grafts in ACL reconstruction: a systematic review and meta-analysis","Fan L, Zhang L, Tang J, Xu Z, Fu W.","J Orthop Surg Res. 2024 Nov 29;19(1):809. doi: 10.1186/s13018-024-05310-w.","Fan L","J Orthop Surg Res","2024","2024/11/28","PMC11606057","","10.1186/s13018-024-05310-w"
"39523327","Hamstring tendon graft with LARS augmentation showed superior short-term clinical efficacy compared to hamstring tendon alone as graft in ACL reconstruction: a systematic review and meta-analysis","Zhao T, Zhang K, Li J, Fu W.","J Orthop Surg Res. 2024 Nov 10;19(1):742. doi: 10.1186/s13018-024-05234-5.","Zhao T","J Orthop Surg Res","2024","2024/11/10","PMC11552366","","10.1186/s13018-024-05234-5"
"39126286","The effectiveness of quadrupled semitendinosus graft technique in anterior cruciate ligament reconstruction: A network meta-analysis assessing various graft preparation techniques","Malesa K, Tramś E, Kuliński K, Kamiński R.","Knee Surg Sports Traumatol Arthrosc. 2025 Mar;33(3):907-925. doi: 10.1002/ksa.12421. Epub 2024 Aug 10.","Malesa K","Knee Surg Sports Traumatol Arthrosc","2025","2024/08/10","","","10.1002/ksa.12421"
"39043018","Quadriceps tendon versus hamstring tendon graft for primary anterior cruciate ligament reconstruction: A systematic review and meta-analysis of randomised trials","Raj S, Ridha A, Searle HKC, Khatri C, Ahmed I, Metcalfe A, Smith N.","Knee. 2024 Aug;49:226-240. doi: 10.1016/j.knee.2024.07.002. Epub 2024 Jul 22.","Raj S","Knee","2024","2024/07/23","","","10.1016/j.knee.2024.07.002"
"39019692","No increased complication rate with the use of soft tissue quadriceps tendon autograft for primary ACL reconstruction - a systematic review","Khalefa MA, Aujla RS, Aslam N, Boutefnouchet T, D'Alessandro P, MacDonald PB, Malik SS.","Orthop Traumatol Surg Res. 2025 Apr;111(2):103926. doi: 10.1016/j.otsr.2024.103926. Epub 2024 Jul 17.","Khalefa MA","Orthop Traumatol Surg Res","2025","2024/07/17","","","10.1016/j.otsr.2024.103926"
"38903025","Return to sports after anterior cruciate ligament surgery with hamstring or patella tendon autograft - a systematic review","Bouju S, Lauritzen JB, Journé A, Jørgensen HL.","Dan Med J. 2024 Jun 19;71(7):A09230599. doi: 10.61409/A09230599.","Bouju S","Dan Med J","2024","2024/06/21","","","10.61409/A09230599"
"38755499","Comparative effectiveness of peroneus longus tendon (PLT) autografts versus hamstring tendon (HT) autografts in anterior cruciate ligament reconstruction: a comprehensive systematic review and meta analysis","Park JY, Fernandes A, Park SY, Lim H, Sayudo IF, Leibovitch L, Machinski E, Ha J.","Eur J Orthop Surg Traumatol. 2024 Jul;34(5):2691-2699. doi: 10.1007/s00590-024-03984-w. Epub 2024 May 16.","Park JY","Eur J Orthop Surg Traumatol","2024","2024/05/16","PMC11291530","","10.1007/s00590-024-03984-w"
"38574182","Comparison of Graft Type and Fixation Method in Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis Based on Randomized Control Studies","Beyer J, Jones R, Igo I, Furyes AR, Liu J, Sohn DH.","JBJS Rev. 2024 Apr 4;12(4). doi: 10.2106/JBJS.RVW.23.00222. eCollection 2024 Apr 1.","Beyer J","JBJS Rev","2024","2024/04/04","","","10.2106/JBJS.RVW.23.00222"
"38551115","Comparing Clinical Outcomes and Knee Stability in Remnant-Preserving ACL Reconstruction Versus Standard ACL Reconstruction: A Systematic Review and Meta-analysis","Allende F, Allahabadi S, Sachdev D, Gopinatth V, Saad Berreta R, LaPrade RF, Chahla J.","Am J Sports Med. 2024 Dec;52(14):3651-3661. doi: 10.1177/03635465231225984. Epub 2024 Mar 29.","Allende F","Am J Sports Med","2024","2024/03/29","","","10.1177/03635465231225984"
"38421970","Efficacy on knee function of Kinesio taping among individuals with anterior cruciate ligament reconstruction: A systematic review","Chen P, Wang L, Zhou W, Wang L.","PLoS One. 2024 Feb 29;19(2):e0299008. doi: 10.1371/journal.pone.0299008. eCollection 2024.","Chen P","PLoS One","2024","2024/02/29","PMC10903864","","10.1371/journal.pone.0299008"
"38417640","Anterior Cruciate Ligament Repair Augmented With Dynamic Intraligamentary Stabilization Is Equivalent to Hamstring Autograft Reconstruction at Short- and Mid-Term Follow-Up: A Systematic Review","Ambrosio L, Franco D, Vadalà G, Russo F, Papalia R.","Arthroscopy. 2024 Jul;40(7):2121-2131.e1. doi: 10.1016/j.arthro.2023.12.011. Epub 2024 Feb 27.","Ambrosio L","Arthroscopy","2024","2024/02/28","","","10.1016/j.arthro.2023.12.011"
"38282789","Comparison of Clinical Outcomes Between Modern Augmented ACL Repair and Autograft ACL Reconstruction: A Systematic Review and Meta-analysis of Studies With Minimum 2-Year Follow-up","Ren Y, Wang J, Ji J, Zhang C, Meng Q.","Orthop J Sports Med. 2024 Jan 25;12(1):23259671231223743. doi: 10.1177/23259671231223743. eCollection 2024 Jan.","Ren Y","Orthop J Sports Med","2024","2024/01/29","PMC10812109","","10.1177/23259671231223743"
"38269417","Analysis of Graft Types Augmented With an Internal Brace for ACL Reconstruction: A Systematic Review","Maginnis C, Root C, Schiavo JH, Ierulli VK, Vopat B, Mulcahey MK.","Am J Sports Med. 2024 Jul;52(9):2415-2423. doi: 10.1177/03635465231196157. Epub 2024 Jan 25.","Maginnis C","Am J Sports Med","2024","2024/01/25","","","10.1177/03635465231196157"
"37898307","Peroneus Longus Tendon Autograft May Present a Viable Alternative for Anterior Cruciate Ligament Reconstruction: A Systematic Review","Quinn M, Byrne RA, Albright JA, Testa E, Ahn B, Lemme N, Petit L, Blankenhorn B, Owens BD.","Arthroscopy. 2024 Apr;40(4):1366-1376.e1. doi: 10.1016/j.arthro.2023.10.016. Epub 2023 Oct 26.","Quinn M","Arthroscopy","2024","2023/10/28","","","10.1016/j.arthro.2023.10.016"
"37831110","There is no difference in the efficacy of anterior cruciate ligament reconstruction using autograft combined with or without ligament augmentation: a systematic review and meta-analysis","Man Q, Gao Y, Wang H, Ma Y, Meng Q.","Knee Surg Sports Traumatol Arthrosc. 2023 Dec;31(12):5524-5534. doi: 10.1007/s00167-023-07605-7. Epub 2023 Oct 13.","Man Q","Knee Surg Sports Traumatol Arthrosc","2023","2023/10/13","","","10.1007/s00167-023-07605-7"
"37644333","Outcomes of hamstring graft with preserved tibial insertion for ACL reconstruction: systematic review and meta-analysis","Vari N, Cavaignac E, Cavaignac M, Bérard É, Marot V.","Eur J Orthop Surg Traumatol. 2024 Jan;34(1):67-73. doi: 10.1007/s00590-023-03698-5. Epub 2023 Aug 29.","Vari N","Eur J Orthop Surg Traumatol","2024","2023/08/29","PMC10771374","","10.1007/s00590-023-03698-5"
"37568165","Contralateral grafts have comparable efficacy to ipsilateral grafts in anterior cruciate ligament reconstructions: a systematic review","Fan D, Ma J, Zhang L.","J Orthop Surg Res. 2023 Aug 11;18(1):596. doi: 10.1186/s13018-023-04082-z.","Fan D","J Orthop Surg Res","2023","2023/08/11","PMC10422826","","10.1186/s13018-023-04082-z"
"37560145","Higher Rates of Residual Postoperative Instability after Anterior Cruciate Ligament Reconstruction in Female Patients: A Systematic Review of Level II Studies","Jackson GR, Lee J, Tuthill T, Chan J, Sugrañes J, Mowers CC, Batra A, Khan ZA, Mameri ES, Brusalis CM, Chahla J, Verma NN.","Arthrosc Sports Med Rehabil. 2023 Jul 29;5(5):100772. doi: 10.1016/j.asmr.2023.100772. eCollection 2023 Oct.","Jackson GR","Arthrosc Sports Med Rehabil","2023","2023/08/10","PMC10407150","","10.1016/j.asmr.2023.100772"
"37537529","Clinical outcomes of different autografts used for all-epiphyseal, partial epiphyseal or transphyseal anterior cruciate ligament reconstruction in skeletally immature patients - a systematic review","Verhagen S, Dietvorst M, Delvaux E, van der Steen MC, Janssen R.","BMC Musculoskelet Disord. 2023 Aug 3;24(1):630. doi: 10.1186/s12891-023-06749-4.","Verhagen S","BMC Musculoskelet Disord","2023","2023/08/03","PMC10401849","","10.1186/s12891-023-06749-4"
"37477649","Though five-strand hamstring autografts demonstrate greater graft diameter, postoperative outcomes are equivocal to four-strand hamstring autograft preparations: a systematic review and meta-analysis of level I and II studies","Vivekanantha P, Nedaie S, Grzela P, Cohen D, Hoshino Y, Nagai K, Kay J, de Sa D.","Knee Surg Sports Traumatol Arthrosc. 2023 Oct;31(10):4437-4447. doi: 10.1007/s00167-023-07515-8. Epub 2023 Jul 21.","Vivekanantha P","Knee Surg Sports Traumatol Arthrosc","2023","2023/07/21","","","10.1007/s00167-023-07515-8"
"37451340","Do lateral extra-articular tenodeses play a role in the control of sagittal knee laxity in short hamstring tendon graft ACL reconstruction? A retrospective study of 80 cases with and without tenodesis","Frigout F, Pouderoux T, Vincelot-Chainard C, Robert H.","Orthop Traumatol Surg Res. 2024 Feb;110(1):103656. doi: 10.1016/j.otsr.2023.103656. Epub 2023 Jul 13.","Frigout F","Orthop Traumatol Surg Res","2024","2023/07/14","","","10.1016/j.otsr.2023.103656"
"37388860","Combined Anterior Cruciate Ligament and Medial Collateral Ligament Reconstruction Shows High Rates of Return to Activity and Low Rates of Recurrent Valgus Instability: An Updated Systematic Review","Wright ML, Coladonato C, Ciccotti MG, Tjoumakaris FP, Freedman KB.","Arthrosc Sports Med Rehabil. 2023 May 5;5(3):e867-e879. doi: 10.1016/j.asmr.2023.03.006. eCollection 2023 Jun.","Wright ML","Arthrosc Sports Med Rehabil","2023","2023/06/30","PMC10300531","","10.1016/j.asmr.2023.03.006"
"37106008","Bone-patellar tendon-bone versus two- and four-strand hamstring tendon autografts for ACL reconstruction in young adults: a Bayesian network meta-analysis","Migliorini F, Torsiello E, Trivellas A, Eschweiler J, Hildebrand F, Maffulli N.","Sci Rep. 2023 Apr 27;13(1):6883. doi: 10.1038/s41598-023-33899-1.","Migliorini F","Sci Rep","2023","2023/04/27","PMC10140035","","10.1038/s41598-023-33899-1"
"37093236","The reverse fragility index: RCTs reporting non-significant differences in failure rates between hamstring and bone-patellar tendon-bone autografts have fragile results","Ruelos VCB, Masood R, Puzzitiello RN, Moverman MA, Pagani NR, Menendez ME, Salzler MJ.","Knee Surg Sports Traumatol Arthrosc. 2023 Aug;31(8):3412-3419. doi: 10.1007/s00167-023-07420-0. Epub 2023 Apr 24.","Ruelos VCB","Knee Surg Sports Traumatol Arthrosc","2023","2023/04/24","","","10.1007/s00167-023-07420-0"
"37005946","The 25-year experience of over-the-top ACL reconstruction plus extra-articular lateral tenodesis with hamstring tendon grafts: the story so far","Zaffagnini S, Lucidi GA, Macchiarola L, Agostinone P, Neri MP, Marcacci M, Grassi A.","J Exp Orthop. 2023 Apr 1;10(1):36. doi: 10.1186/s40634-023-00599-8.","Zaffagnini S","J Exp Orthop","2023","2023/04/03","PMC10067780","","10.1186/s40634-023-00599-8"
"36646171","Graft choices for paediatric anterior cruciate ligament reconstruction: State of the art","Marx RG, Hsu J, Fink C, Eriksson K, Vincent A, van der Merwe WM.","J ISAKOS. 2023 Jun;8(3):145-152. doi: 10.1016/j.jisako.2023.01.001. Epub 2023 Jan 14.","Marx RG","J ISAKOS","2023","2023/01/16","","","10.1016/j.jisako.2023.01.001"
"36642768","Failure modes after anterior cruciate ligament reconstruction: a systematic review and meta-analysis","Li X, Yan L, Li D, Fan Z, Liu H, Wang G, Jiu J, Yang Z, Li JJ, Wang B.","Int Orthop. 2023 Mar;47(3):719-734. doi: 10.1007/s00264-023-05687-z. Epub 2023 Jan 16.","Li X","Int Orthop","2023","2023/01/15","","","10.1007/s00264-023-05687-z"
"36561474","GRAFTS FOR ANTERIOR CRUCIATE LIGAMENT RECONSTRUCTION: SYSTEMATIC REVIEW AND META-ANALYSIS","Andrez TN, Chagas JBM, D'Oliveira LB.","Acta Ortop Bras. 2022 Dec 16;30(6):e256048. doi: 10.1590/1413-785220223006e256048. eCollection 2022.","Andrez TN","Acta Ortop Bras","2022","2022/12/23","PMC9757723","","10.1590/1413-785220223006e256048"
"36462633","Comparison of failure rates and functional outcomes between hamstring autografts and hybrid grafts in anterior cruciate ligament reconstruction: A systematic review and meta-analysis","Chang MJ, Choi YS, Shin JH, Yoon TH, Kim TW, Chang CB, Kang SB.","Orthop Traumatol Surg Res. 2023 Oct;109(6):103499. doi: 10.1016/j.otsr.2022.103499. Epub 2022 Nov 30.","Chang MJ","Orthop Traumatol Surg Res","2023","2022/12/03","","","10.1016/j.otsr.2022.103499"
"36441213","Long-term results after anterior cruciate ligament reconstruction using patellar tendon versus hamstring tendon autograft with a minimum follow-up of 10 years-a systematic review","Sollberger VD, Korthaus A, Barg A, Pagenstert G.","Arch Orthop Trauma Surg. 2023 Jul;143(7):4277-4289. doi: 10.1007/s00402-022-04687-9. Epub 2022 Nov 28.","Sollberger VD","Arch Orthop Trauma Surg","2023","2022/11/28","PMC10293370","","10.1007/s00402-022-04687-9"
"36255278","Clinical Outcomes After Combined ACL and Anterolateral Ligament Reconstruction Versus Isolated ACL Reconstruction With Bone-Patellar Tendon-Bone Grafts: A Matched-Pair Analysis of 2018 Patients From the SANTI Study Group","Pioger C, Gousopoulos L, Hopper GP, Vieira TD, Campos JP, El Helou A, Philippe C, Saithna A, Sonnery-Cottet B.","Am J Sports Med. 2022 Nov;50(13):3493-3501. doi: 10.1177/03635465221128261. Epub 2022 Oct 18.","Pioger C","Am J Sports Med","2022","2022/10/18","","","10.1177/03635465221128261"
"36178393","Both low and high knee flexion angles during tibial graft fixation yield comparable outcomes following ACL reconstruction with quadriceps tendon autograft: A systematic review","Abdel Khalik H, Lameire DL, Kay J, Tapasvi SR, Samuelsson K, de Sa D.","J ISAKOS. 2022 Jun;7(3):24-32. doi: 10.1016/j.jisako.2022.01.003. Epub 2022 Jan 25.","Abdel Khalik H","J ISAKOS","2022","2022/09/30","","","10.1016/j.jisako.2022.01.003"
"36157796","Graft choices for anterolateral ligament knee reconstruction surgery: Current concepts","Chalidis B, Pitsilos C, Kitridis D, Givissis P.","World J Clin Cases. 2022 Aug 26;10(24):8463-8473. doi: 10.12998/wjcc.v10.i24.8463.","Chalidis B","World J Clin Cases","2022","2022/09/26","PMC9453348","","10.12998/wjcc.v10.i24.8463"
"36137116","Femoral fixation methods for hamstring graft in anterior cruciate ligament reconstruction: A network meta-analysis of controlled clinical trials","Nie S, Zhou S, Huang W.","PLoS One. 2022 Sep 22;17(9):e0275097. doi: 10.1371/journal.pone.0275097. eCollection 2022.","Nie S","PLoS One","2022","2022/09/22","PMC9499312","","10.1371/journal.pone.0275097"
"36122878","The incidence of tibial tunnel coalition is higher than femoral tunnel coalition in double-bundle anterior cruciate ligament reconstruction using hamstring autografts: A systematic review","Nakanishi Y, Nagai K, Kay J, Zakharia A, Nukuto K, Hoshino Y, Matsushita T, Kuroda R, de Sa D.","Orthop Traumatol Surg Res. 2022 Dec;108(8):103407. doi: 10.1016/j.otsr.2022.103407. Epub 2022 Sep 17.","Nakanishi Y","Orthop Traumatol Surg Res","2022","2022/09/19","","","10.1016/j.otsr.2022.103407"
