,id,title,authors,journal,year,doi,first_author,short_title,key
10,39768969,Graft Selection in Anterior Cruciate Ligament Reconstruction: A Comprehensive Review of Current Trends,"Ostojic M, Indelli PF, Lovrekovic B, Volcarenghi J, Juric D, Hakam HT, Salzmann M, Ramadanov N, Królikowska A, Becker R, Prill R.",Medicina (Kaunas),2024,10.3390/medicina60122090,Ostojic,graftselectioninanteriorcruciateligamentreconstruction:acomprehensivereviewofcurrenttrends,Ostojic+graftselectioninanteriorcruciateligamentreconstruction:acomprehensivereviewofcurrenttrends+2024
11,39762838,Higher incidence of postoperative complications in patients with simultaneous patellar tendon and anterior cruciate ligament ruptures following single surgery: a case series and literature review,"Su HR, Gong X, Wang C, Wang HJ, Gao YT, Wang J, Ma Y, Wang JQ, Shi WL.",BMC Musculoskelet Disord,2025,10.1186/s12891-024-08173-8,Su,higherincidenceofpostoperativecomplicationsinpatientswithsimultaneouspatellartendonandanteriorcruciateligamentrupturesfollowingsinglesurgery:acaseseriesandliteraturereview,Su+higherincidenceofpostoperativecomplicationsinpatientswithsimultaneouspatellartendonandanteriorcruciateligamentrupturesfollowingsinglesurgery:acaseseriesandliteraturereview+2025
12,39754419,Lower ACLR Failure Rates in Bone-Soft Tissue Versus Soft Tissue-Only Allografts in Adults: A Systematic Review and Meta-analysis,"Tabbaa A, Atkins M, Montalvo AM, Petit CB, White MS, Petushek EJ, Diekfuss JA, Myer GD, Lamplot JD.",Am J Sports Med,2025,10.1177/03635465241250016,Tabbaa,loweraclrfailureratesinbonesofttissueversussofttissueonlyallograftsinadults:asystematicreviewandmetaanalysis,Tabbaa+loweraclrfailureratesinbonesofttissueversussofttissueonlyallograftsinadults:asystematicreviewandmetaanalysis+2025
13,39694948,Efficacy and safety of quadriceps tendon autograft versus bone-patellar tendon-bone and hamstring tendon autografts for anterior cruciate ligament reconstruction: a systematic review and meta-analysis,"Zhang XF, Liu P, Huang JW, He YH.",J Orthop Traumatol,2024,10.1186/s10195-024-00801-2,Zhang,efficacyandsafetyofquadricepstendonautograftversusbonepatellartendonboneandhamstringtendonautograftsforanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysis,Zhang+efficacyandsafetyofquadricepstendonautograftversusbonepatellartendonboneandhamstringtendonautograftsforanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysis+2024
14,39212690,Patellar tendon restoration techniques: a systematic review of outcomes for repair and reconstruction methods,"Fortier LM, Adelstein JM, Sinkler MA, Moyal AJ, Burkhart RJ, Vakharia AM, Dasari SP, Chahla J.",Eur J Orthop Surg Traumatol,2024,10.1007/s00590-024-04078-3,Fortier,patellartendonrestorationtechniques:asystematicreviewofoutcomesforrepairandreconstructionmethods,Fortier+patellartendonrestorationtechniques:asystematicreviewofoutcomesforrepairandreconstructionmethods+2024
15,39043018,Quadriceps tendon versus hamstring tendon graft for primary anterior cruciate ligament reconstruction: A systematic review and meta-analysis of randomised trials,"Raj S, Ridha A, Searle HKC, Khatri C, Ahmed I, Metcalfe A, Smith N.",Knee,2024,10.1016/j.knee.2024.07.002,Raj,quadricepstendonversushamstringtendongraftforprimaryanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysisofrandomisedtrials,Raj+quadricepstendonversushamstringtendongraftforprimaryanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysisofrandomisedtrials+2024
16,39019692,No increased complication rate with the use of soft tissue quadriceps tendon autograft for primary ACL reconstruction - a systematic review,"Khalefa MA, Aujla RS, Aslam N, Boutefnouchet T, D'Alessandro P, MacDonald PB, Malik SS.",Orthop Traumatol Surg Res,2025,10.1016/j.otsr.2024.103926,Khalefa,noincreasedcomplicationratewiththeuseofsofttissuequadricepstendonautograftforprimaryaclreconstructionasystematicreview,Khalefa+noincreasedcomplicationratewiththeuseofsofttissuequadricepstendonautograftforprimaryaclreconstructionasystematicreview+2025
17,38587546,[Subtuberosity anterior closing wedge osteotomy to correct the increased posterior slope of the tibial plateau],"Petersen W, Al Mustafa H, Häner M, Harrer J, Braun K.",Oper Orthop Traumatol,2024,10.1007/s00064-024-00845-x,Petersen,subtuberosityanteriorclosingwedgeosteotomytocorrecttheincreasedposteriorslopeofthetibialplateau,Petersen+subtuberosityanteriorclosingwedgeosteotomytocorrecttheincreasedposteriorslopeofthetibialplateau+2024
18,38577065,A slight degree of osteoarthritis appears to be present after anterior cruciate ligament reconstruction compared with contralateral healthy knees at a minimum of 20 years: A systematic review of the literature,"D'Ambrosi R, Carrozzo A, Meena A, Corona K, Yadav AK, Annibaldi A, Kambhampati SBS, Abermann E, Fink C.",J Exp Orthop,2024,10.1002/jeo2.12017,D'Ambrosi,aslightdegreeofosteoarthritisappearstobepresentafteranteriorcruciateligamentreconstructioncomparedwithcontralateralhealthykneesataminimumof20years:asystematicreviewoftheliterature,D'Ambrosi+aslightdegreeofosteoarthritisappearstobepresentafteranteriorcruciateligamentreconstructioncomparedwithcontralateralhealthykneesataminimumof20years:asystematicreviewoftheliterature+2024
19,38574182,Comparison of Graft Type and Fixation Method in Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis Based on Randomized Control Studies,"Beyer J, Jones R, Igo I, Furyes AR, Liu J, Sohn DH.",JBJS Rev,2024,10.2106/JBJS.RVW.23.00222,Beyer,comparisonofgrafttypeandfixationmethodinanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysisbasedonrandomizedcontrolstudies,Beyer+comparisonofgrafttypeandfixationmethodinanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysisbasedonrandomizedcontrolstudies+2024
20,38551115,Comparing Clinical Outcomes and Knee Stability in Remnant-Preserving ACL Reconstruction Versus Standard ACL Reconstruction: A Systematic Review and Meta-analysis,"Allende F, Allahabadi S, Sachdev D, Gopinatth V, Saad Berreta R, LaPrade RF, Chahla J.",Am J Sports Med,2024,10.1177/03635465231225984,Allende,comparingclinicaloutcomesandkneestabilityinremnantpreservingaclreconstructionversusstandardaclreconstruction:asystematicreviewandmetaanalysis,Allende+comparingclinicaloutcomesandkneestabilityinremnantpreservingaclreconstructionversusstandardaclreconstruction:asystematicreviewandmetaanalysis+2024
21,38529242,"Current development in surgical techniques, graft selection and additional procedures for anterior cruciate ligament injury: a path towards anatomic restoration and improved clinical outcomes-a narrative review","Nukuto K, Hoshino Y, Kataoka K, Kuroda R.",Ann Jt,2023,10.21037/aoj-23-39,Nukuto,currentdevelopmentinsurgicaltechniquesgraftselectionandadditionalproceduresforanteriorcruciateligamentinjury:apathtowardsanatomicrestorationandimprovedclinicaloutcomesanarrativereview,Nukuto+currentdevelopmentinsurgicaltechniquesgraftselectionandadditionalproceduresforanteriorcruciateligamentinjury:apathtowardsanatomicrestorationandimprovedclinicaloutcomesanarrativereview+2023
22,38269417,Analysis of Graft Types Augmented With an Internal Brace for ACL Reconstruction: A Systematic Review,"Maginnis C, Root C, Schiavo JH, Ierulli VK, Vopat B, Mulcahey MK.",Am J Sports Med,2024,10.1177/03635465231196157,Maginnis,analysisofgrafttypesaugmentedwithaninternalbraceforaclreconstruction:asystematicreview,Maginnis+analysisofgrafttypesaugmentedwithaninternalbraceforaclreconstruction:asystematicreview+2024
23,37560145,Higher Rates of Residual Postoperative Instability after Anterior Cruciate Ligament Reconstruction in Female Patients: A Systematic Review of Level II Studies,"Jackson GR, Lee J, Tuthill T, Chan J, Sugrañes J, Mowers CC, Batra A, Khan ZA, Mameri ES, Brusalis CM, Chahla J, Verma NN.",Arthrosc Sports Med Rehabil,2023,10.1016/j.asmr.2023.100772,Jackson,higherratesofresidualpostoperativeinstabilityafteranteriorcruciateligamentreconstructioninfemalepatients:asystematicreviewofleveliistudies,Jackson+higherratesofresidualpostoperativeinstabilityafteranteriorcruciateligamentreconstructioninfemalepatients:asystematicreviewofleveliistudies+2023
24,37537529,"Clinical outcomes of different autografts used for all-epiphyseal, partial epiphyseal or transphyseal anterior cruciate ligament reconstruction in skeletally immature patients - a systematic review","Verhagen S, Dietvorst M, Delvaux E, van der Steen MC, Janssen R.",BMC Musculoskelet Disord,2023,10.1186/s12891-023-06749-4,Verhagen,clinicaloutcomesofdifferentautograftsusedforallepiphysealpartialepiphysealortransphysealanteriorcruciateligamentreconstructioninskeletallyimmaturepatientsasystematicreview,Verhagen+clinicaloutcomesofdifferentautograftsusedforallepiphysealpartialepiphysealortransphysealanteriorcruciateligamentreconstructioninskeletallyimmaturepatientsasystematicreview+2023
25,37296390,Preoperative predictors for return to physical activity following anterior cruciate ligament reconstruction (ACLR): a systematic review,"Carter HM, Lewis GN, Smith BE.",BMC Musculoskelet Disord,2023,10.1186/s12891-023-06489-5,Carter,preoperativepredictorsforreturntophysicalactivityfollowinganteriorcruciateligamentreconstruction(aclr):asystematicreview,Carter+preoperativepredictorsforreturntophysicalactivityfollowinganteriorcruciateligamentreconstruction(aclr):asystematicreview+2023
26,37106008,Bone-patellar tendon-bone versus two- and four-strand hamstring tendon autografts for ACL reconstruction in young adults: a Bayesian network meta-analysis,"Migliorini F, Torsiello E, Trivellas A, Eschweiler J, Hildebrand F, Maffulli N.",Sci Rep,2023,10.1038/s41598-023-33899-1,Migliorini,bonepatellartendonboneversustwoandfourstrandhamstringtendonautograftsforaclreconstructioninyoungadults:abayesiannetworkmetaanalysis,Migliorini+bonepatellartendonboneversustwoandfourstrandhamstringtendonautograftsforaclreconstructioninyoungadults:abayesiannetworkmetaanalysis+2023
27,37093236,The reverse fragility index: RCTs reporting non-significant differences in failure rates between hamstring and bone-patellar tendon-bone autografts have fragile results,"Ruelos VCB, Masood R, Puzzitiello RN, Moverman MA, Pagani NR, Menendez ME, Salzler MJ.",Knee Surg Sports Traumatol Arthrosc,2023,10.1007/s00167-023-07420-0,Ruelos,thereversefragilityindex:rctsreportingnonsignificantdifferencesinfailureratesbetweenhamstringandbonepatellartendonboneautograftshavefragileresults,Ruelos+thereversefragilityindex:rctsreportingnonsignificantdifferencesinfailureratesbetweenhamstringandbonepatellartendonboneautograftshavefragileresults+2023
28,36646171,Graft choices for paediatric anterior cruciate ligament reconstruction: State of the art,"Marx RG, Hsu J, Fink C, Eriksson K, Vincent A, van der Merwe WM.",J ISAKOS,2023,10.1016/j.jisako.2023.01.001,Marx,graftchoicesforpaediatricanteriorcruciateligamentreconstruction:stateoftheart,Marx+graftchoicesforpaediatricanteriorcruciateligamentreconstruction:stateoftheart+2023
29,36642768,Failure modes after anterior cruciate ligament reconstruction: a systematic review and meta-analysis,"Li X, Yan L, Li D, Fan Z, Liu H, Wang G, Jiu J, Yang Z, Li JJ, Wang B.",Int Orthop,2023,10.1007/s00264-023-05687-z,Li,failuremodesafteranteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysis,Li+failuremodesafteranteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysis+2023
30,36441213,Long-term results after anterior cruciate ligament reconstruction using patellar tendon versus hamstring tendon autograft with a minimum follow-up of 10 years-a systematic review,"Sollberger VD, Korthaus A, Barg A, Pagenstert G.",Arch Orthop Trauma Surg,2023,10.1007/s00402-022-04687-9,Sollberger,longtermresultsafteranteriorcruciateligamentreconstructionusingpatellartendonversushamstringtendonautograftwithaminimumfollowupof10yearsasystematicreview,Sollberger+longtermresultsafteranteriorcruciateligamentreconstructionusingpatellartendonversushamstringtendonautograftwithaminimumfollowupof10yearsasystematicreview+2023
31,36307618,Clinical outcomes and complications after anterior cruciate ligament reconstruction with bone-patellar tendon-bone in patient Tanner 3 and 4: a systematic review,"Turati M, Caliandro M, Gaddi D, Piatti M, Rigamonti L, Zanchi N, Di Benedetto P, Boerci L, Catalano M, Zatti G, Ollivier M, Bigoni M.",Eur J Orthop Surg Traumatol,2023,10.1007/s00590-022-03402-z,Turati,clinicaloutcomesandcomplicationsafteranteriorcruciateligamentreconstructionwithbonepatellartendonboneinpatienttanner3and4:asystematicreview,Turati+clinicaloutcomesandcomplicationsafteranteriorcruciateligamentreconstructionwithbonepatellartendonboneinpatienttanner3and4:asystematicreview+2023
32,36255278,Clinical Outcomes After Combined ACL and Anterolateral Ligament Reconstruction Versus Isolated ACL Reconstruction With Bone-Patellar Tendon-Bone Grafts: A Matched-Pair Analysis of 2018 Patients From the SANTI Study Group,"Pioger C, Gousopoulos L, Hopper GP, Vieira TD, Campos JP, El Helou A, Philippe C, Saithna A, Sonnery-Cottet B.",Am J Sports Med,2022,10.1177/03635465221128261,Pioger,clinicaloutcomesaftercombinedaclandanterolateralligamentreconstructionversusisolatedaclreconstructionwithbonepatellartendonbonegrafts:amatchedpairanalysisof2018patientsfromthesantistudygroup,Pioger+clinicaloutcomesaftercombinedaclandanterolateralligamentreconstructionversusisolatedaclreconstructionwithbonepatellartendonbonegrafts:amatchedpairanalysisof2018patientsfromthesantistudygroup+2022
33,36096362,Quadriceps tendon autograft for anterior cruciate ligament reconstruction: state of the art,"Clinger B, Xerogeanes J, Feller J, Fink C, Runer A, Richter D, Wascher D.",J ISAKOS,2022,10.1016/j.jisako.2022.08.010,Clinger,quadricepstendonautograftforanteriorcruciateligamentreconstruction:stateoftheart,Clinger+quadricepstendonautograftforanteriorcruciateligamentreconstruction:stateoftheart+2022
34,35721585,Outcomes Following Anterior Cruciate Ligament Reconstruction with Patellar Tendon vs Hamstring Autografts: A Systematic Review of Randomized Controlled Trials with a Mean Follow-up of 15 Years,"Hoge CG, Matar RN, Khalil LS, Buchan JA, Johnson CM, Grawe BM.",Arch Bone Jt Surg,2022,10.22038/ABJS.2021.53662.2668,Hoge,outcomesfollowinganteriorcruciateligamentreconstructionwithpatellartendonvshamstringautografts:asystematicreviewofrandomizedcontrolledtrialswithameanfollowupof15years,Hoge+outcomesfollowinganteriorcruciateligamentreconstructionwithpatellartendonvshamstringautografts:asystematicreviewofrandomizedcontrolledtrialswithameanfollowupof15years+2022
35,35343326,Graft Choice for Anterior Cruciate Ligament Reconstruction in Women Aged 25 Years and Younger: A Systematic Review,"Etzel CM, Nadeem M, Gao B, Boduch AN, Owens BD.",Sports Health,2022,10.1177/19417381221079632,Etzel,graftchoiceforanteriorcruciateligamentreconstructioninwomenaged25yearsandyounger:asystematicreview,Etzel+graftchoiceforanteriorcruciateligamentreconstructioninwomenaged25yearsandyounger:asystematicreview+2022
36,35127959,Effects of Platelet-Rich Plasma on Clinical Outcomes After Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis,"Zhu T, Zhou J, Hwang J, Xu X.",Orthop J Sports Med,2022,10.1177/23259671211061535,Zhu,effectsofplateletrichplasmaonclinicaloutcomesafteranteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysis,Zhu+effectsofplateletrichplasmaonclinicaloutcomesafteranteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysis+2022
37,35024368,Clinical Outcomes and Osteoarthritis at Very Long-term Follow-up After ACL Reconstruction: A Systematic Review and Meta-analysis,"Grassi A, Pizza N, Al-Zu'bi BBH, Fabbro GD, Lucidi GA, Zaffagnini S.",Orthop J Sports Med,2022,10.1177/23259671211062238,Grassi,clinicaloutcomesandosteoarthritisatverylongtermfollowupafteraclreconstruction:asystematicreviewandmetaanalysis,Grassi+clinicaloutcomesandosteoarthritisatverylongtermfollowupafteraclreconstruction:asystematicreviewandmetaanalysis+2022
38,34591691,Twenty-Year Outcomes After Anterior Cruciate Ligament Reconstruction: A Systematic Review of Prospectively Collected Data,"Everhart JS, Yalcin S, Spindler KP.",Am J Sports Med,2022,10.1177/03635465211027302,Everhart,twentyyearoutcomesafteranteriorcruciateligamentreconstruction:asystematicreviewofprospectivelycollecteddata,Everhart+twentyyearoutcomesafteranteriorcruciateligamentreconstruction:asystematicreviewofprospectivelycollecteddata+2022
39,34536121,Failure rates of common grafts used in ACL reconstructions: a systematic review of studies published in the last decade,"Haybäck G, Raas C, Rosenberger R.",Arch Orthop Trauma Surg,2022,10.1007/s00402-021-04147-w,Haybäck,failureratesofcommongraftsusedinaclreconstructions:asystematicreviewofstudiespublishedinthelastdecade,Haybäck+failureratesofcommongraftsusedinaclreconstructions:asystematicreviewofstudiespublishedinthelastdecade+2022
40,34494906,Quadriceps Tendon Autograft Versus Bone-Patellar Tendon-Bone and Hamstring Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis,"Dai W, Leng X, Wang J, Cheng J, Hu X, Ao Y.",Am J Sports Med,2022,10.1177/03635465211030259,Dai,quadricepstendonautograftversusbonepatellartendonboneandhamstringtendonautograftsforanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysis,Dai+quadricepstendonautograftversusbonepatellartendonboneandhamstringtendonautograftsforanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysis+2022
41,34431012,Iliotibial band autograft is a suitable alternative graft for anterior cruciate ligament reconstruction: a systematic review and meta-analysis of outcomes,"Lucena T, Cavaignac M, Marot V, Courtot L, Lutz C, Bérard E, Cavaignac E.",Knee Surg Sports Traumatol Arthrosc,2022,10.1007/s00167-021-06701-w,Lucena,iliotibialbandautograftisasuitablealternativegraftforanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysisofoutcomes,Lucena+iliotibialbandautograftisasuitablealternativegraftforanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysisofoutcomes+2022
42,34348750,Patellar tendon versus artificial grafts in anterior cruciate ligament reconstruction: a systematic review and meta-analysis,"Fan D, Ma J, Zhang L.",J Orthop Surg Res,2021,10.1186/s13018-021-02624-x,Fan,patellartendonversusartificialgraftsinanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysis,Fan+patellartendonversusartificialgraftsinanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysis+2021
43,34310176,Return to Baseline Physical Activity After Bone-Patellar Tendon-Bone Versus Hamstring Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis of Randomized Controlled Trials,"Bergeron JJ, Sercia QP, Drager J, Pelet S, Belzile EL.",Am J Sports Med,2022,10.1177/03635465211017522,Bergeron,returntobaselinephysicalactivityafterbonepatellartendonboneversushamstringtendonautograftsforanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysisofrandomizedcontrolledtrials,Bergeron+returntobaselinephysicalactivityafterbonepatellartendonboneversushamstringtendonautograftsforanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysisofrandomizedcontrolledtrials+2022
44,33621648,Generalized Joint Laxity Is Associated With Increased Failure Rates of Primary Anterior Cruciate Ligament Reconstructions: A Systematic Review,"Krebs NM, Barber-Westin S, Noyes FR.",Arthroscopy,2021,10.1016/j.arthro.2021.02.021,Krebs,generalizedjointlaxityisassociatedwithincreasedfailureratesofprimaryanteriorcruciateligamentreconstructions:asystematicreview,Krebs+generalizedjointlaxityisassociatedwithincreasedfailureratesofprimaryanteriorcruciateligamentreconstructions:asystematicreview+2021
45,33437619,The long-term outcomes of different grafts in anterior cruciate ligament reconstruction: a network meta-analysis,"Yang W, Huang X, Wang S, Wang H, Huang W, Shao Z.",J Orthop Translat,2020,10.1016/j.jot.2020.03.008,Yang,thelongtermoutcomesofdifferentgraftsinanteriorcruciateligamentreconstruction:anetworkmetaanalysis,Yang+thelongtermoutcomesofdifferentgraftsinanteriorcruciateligamentreconstruction:anetworkmetaanalysis+2020
46,33235137,Outcome of bone-patellar tendon-bone vs hamstring tendon autograft for anterior cruciate ligament reconstruction: A meta-analysis of randomized controlled trials with a 5-year minimum follow-up,"Zhao L, Lu M, Deng M, Xing J, He L, Wang C.",Medicine (Baltimore),2020,10.1097/MD.0000000000023476,Zhao,outcomeofbonepatellartendonbonevshamstringtendonautograftforanteriorcruciateligamentreconstruction:ametaanalysisofrandomizedcontrolledtrialswitha5yearminimumfollowup,Zhao+outcomeofbonepatellartendonbonevshamstringtendonautograftforanteriorcruciateligamentreconstruction:ametaanalysisofrandomizedcontrolledtrialswitha5yearminimumfollowup+2020
47,33135006,Comparative Efficacy of Graft Options in Anterior Cruciate Ligament Reconstruction: A Systematic Review and Network Meta-Analysis,"Mo Z, Li D, Yang B, Tang S.",Arthrosc Sports Med Rehabil,2020,10.1016/j.asmr.2020.05.007,Mo,comparativeefficacyofgraftoptionsinanteriorcruciateligamentreconstruction:asystematicreviewandnetworkmetaanalysis,Mo+comparativeefficacyofgraftoptionsinanteriorcruciateligamentreconstruction:asystematicreviewandnetworkmetaanalysis+2020
48,32700496,[Outcomes of quadriceps tendon autograft versus bone-patellar tendon-bone autograft for anterior cruciate ligament reconstruction:a Meta-analysis],"Li F, Gu XD, Wei XC.",Zhongguo Gu Shang,2020,10.12200/j.issn.1003-0034.2020.07.018,Li,outcomesofquadricepstendonautograftversusbonepatellartendonboneautograftforanteriorcruciateligamentreconstruction:ametaanalysis,Li+outcomesofquadricepstendonautograftversusbonepatellartendonboneautograftforanteriorcruciateligamentreconstruction:ametaanalysis+2020
