,id,title,authors,journal,year,doi,first_author,short_title,key
10,31800420,Autologous BPTB ACL Reconstruction Results in Lower Failure Rates Than ACL Repair with and without Synthetic Augmentation at 30 Years of Follow-up: A Prospective Randomized Study,"Sporsheim AN, Gifstad T, Lundemo TO, Engebretsen L, Strand T, Mølster A, Drogset JO.",J Bone Joint Surg Am,2019,10.2106/JBJS.19.00098,Sporsheim,autologousbptbaclreconstructionresultsinlowerfailureratesthanaclrepairwithandwithoutsyntheticaugmentationat30yearsoffollowup:aprospectiverandomizedstudy,Sporsheim+autologousbptbaclreconstructionresultsinlowerfailureratesthanaclrepairwithandwithoutsyntheticaugmentationat30yearsoffollowup:aprospectiverandomizedstudy+2019
11,31470759,Effects of autologous adipose-derived regenerative stem cells administered at the time of anterior cruciate ligament reconstruction on knee function and graft healing,"Alentorn-Geli E, Seijas R, Martínez-De la Torre A, Cuscó X, Steinbacher G, Álvarez-Díaz P, Barastegui D, Navarro J, Serra-Renom JM, Nishishinya B, Català J, Laiz P, García-Balletbó M, Cugat R.",J Orthop Surg (Hong Kong),2019,10.1177/2309499019867580,Alentorn-Geli,effectsofautologousadiposederivedregenerativestemcellsadministeredatthetimeofanteriorcruciateligamentreconstructiononkneefunctionandgrafthealing,Alentorn-Geli+effectsofautologousadiposederivedregenerativestemcellsadministeredatthetimeofanteriorcruciateligamentreconstructiononkneefunctionandgrafthealing+2019
12,31169571,"A Randomized Clinical Trial Comparing Patellar Tendon, Hamstring Tendon, and Double-Bundle ACL Reconstructions: Patient-Reported and Clinical Outcomes at 5-Year Follow-up","Mohtadi NG, Chan DS.",J Bone Joint Surg Am,2019,10.2106/JBJS.18.01322,Mohtadi,arandomizedclinicaltrialcomparingpatellartendonhamstringtendonanddoublebundleaclreconstructions:patientreportedandclinicaloutcomesat5yearfollowup,Mohtadi+arandomizedclinicaltrialcomparingpatellartendonhamstringtendonanddoublebundleaclreconstructions:patientreportedandclinicaloutcomesat5yearfollowup+2019
13,30733025,Adductor Canal Nerve Versus Femoral Nerve Blockade for Pain Control and Quadriceps Function Following Anterior Cruciate Ligament Reconstruction With Patellar Tendon Autograft: A Prospective Randomized Trial,"Bailey L, Griffin J, Elliott M, Wu J, Papavasiliou T, Harner C, Lowe W.",Arthroscopy,2019,10.1016/j.arthro.2018.10.149,Bailey,adductorcanalnerveversusfemoralnerveblockadeforpaincontrolandquadricepsfunctionfollowinganteriorcruciateligamentreconstructionwithpatellartendonautograft:aprospectiverandomizedtrial,Bailey+adductorcanalnerveversusfemoralnerveblockadeforpaincontrolandquadricepsfunctionfollowinganteriorcruciateligamentreconstructionwithpatellartendonautograft:aprospectiverandomizedtrial+2019
14,29741923,Effect of Intraoperative Platelet-Rich Plasma Treatment on Postoperative Donor Site Knee Pain in Patellar Tendon Autograft Anterior Cruciate Ligament Reconstruction: A Double-Blind Randomized Controlled Trial,"Walters BL, Porter DA, Hobart SJ, Bedford BB, Hogan DE, McHugh MM, Klein DA, Harousseau K, Nicholas SJ.",Am J Sports Med,2018,10.1177/0363546518769295,Walters,effectofintraoperativeplateletrichplasmatreatmentonpostoperativedonorsitekneepaininpatellartendonautograftanteriorcruciateligamentreconstruction:adoubleblindrandomizedcontrolledtrial,Walters+effectofintraoperativeplateletrichplasmatreatmentonpostoperativedonorsitekneepaininpatellartendonautograftanteriorcruciateligamentreconstruction:adoubleblindrandomizedcontrolledtrial+2018
15,29741911,Long-term Comparison of Semitendinosus and Gracilis Tendon Versus Patellar Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A 17-Year Follow-up of a Randomized Controlled Trial,"Sajovic M, Stropnik D, Skaza K.",Am J Sports Med,2018,10.1177/0363546518768768,Sajovic,longtermcomparisonofsemitendinosusandgracilistendonversuspatellartendonautograftsforanteriorcruciateligamentreconstruction:a17yearfollowupofarandomizedcontrolledtrial,Sajovic+longtermcomparisonofsemitendinosusandgracilistendonversuspatellartendonautograftsforanteriorcruciateligamentreconstruction:a17yearfollowupofarandomizedcontrolledtrial+2018
16,27717747,Lack of stability at more than 12 months of follow-up after anterior cruciate ligament reconstruction using all-inside quadruple-stranded semitendinosus graft with adjustable cortical button fixation in both femoral and tibial sides,"Bressy G, Brun V, Ferrier A, Dujardin D, Oubaya N, Morel N, Fontanin N, Ohl X.",Orthop Traumatol Surg Res,2016,10.1016/j.otsr.2016.08.011,Bressy,lackofstabilityatmorethan12monthsoffollowupafteranteriorcruciateligamentreconstructionusingallinsidequadruplestrandedsemitendinosusgraftwithadjustablecorticalbuttonfixationinbothfemoralandtibialsides,Bressy+lackofstabilityatmorethan12monthsoffollowupafteranteriorcruciateligamentreconstructionusingallinsidequadruplestrandedsemitendinosusgraftwithadjustablecorticalbuttonfixationinbothfemoralandtibialsides+2016
17,27568219,Double-layer versus single-layer bone-patellar tendon-bone anterior cruciate ligament reconstruction: a prospective randomized study with 3-year follow-up,"Mei X, Zhang Z, Yang J.",Arch Orthop Trauma Surg,2016,10.1007/s00402-016-2548-z,Mei,doublelayerversussinglelayerbonepatellartendonboneanteriorcruciateligamentreconstruction:aprospectiverandomizedstudywith3yearfollowup,Mei+doublelayerversussinglelayerbonepatellartendonboneanteriorcruciateligamentreconstruction:aprospectiverandomizedstudywith3yearfollowup+2016
18,27376940,Correlation of tunnel widening and tunnel positioning with short-term functional outcomes in single-bundle anterior cruciate ligament reconstruction using patellar tendon versus hamstring graft: a prospective study,"Biswal UK, Balaji G, Nema S, Poduval M, Menon J, Patro DK.",Eur J Orthop Surg Traumatol,2016,10.1007/s00590-016-1809-4,Biswal,correlationoftunnelwideningandtunnelpositioningwithshorttermfunctionaloutcomesinsinglebundleanteriorcruciateligamentreconstructionusingpatellartendonversushamstringgraft:aprospectivestudy,Biswal+correlationoftunnelwideningandtunnelpositioningwithshorttermfunctionaloutcomesinsinglebundleanteriorcruciateligamentreconstructionusingpatellartendonversushamstringgraft:aprospectivestudy+2016
19,27371291,Anatomic single-bundle anterior cruciate ligament reconstruction improves walking economy: hamstrings tendon versus patellar tendon grafts,"Iliopoulos E, Galanis N, Zafeiridis A, Iosifidis M, Papadopoulos P, Potoupnis M, Geladas N, Vrabas IS, Kirkos J.",Knee Surg Sports Traumatol Arthrosc,2017,10.1007/s00167-016-4229-4,Iliopoulos,anatomicsinglebundleanteriorcruciateligamentreconstructionimproveswalkingeconomy:hamstringstendonversuspatellartendongrafts,Iliopoulos+anatomicsinglebundleanteriorcruciateligamentreconstructionimproveswalkingeconomy:hamstringstendonversuspatellartendongrafts+2017
20,27229354,A Randomized Controlled Trial With Mean 16-Year Follow-up Comparing Hamstring and Patellar Tendon Autografts in Anterior Cruciate Ligament Reconstruction,"Björnsson H, Samuelsson K, Sundemo D, Desai N, Sernert N, Rostgård-Christensen L, Karlsson J, Kartus J.",Am J Sports Med,2016,10.1177/0363546516646378,Björnsson,arandomizedcontrolledtrialwithmean16yearfollowupcomparinghamstringandpatellartendonautograftsinanteriorcruciateligamentreconstruction,Björnsson+arandomizedcontrolledtrialwithmean16yearfollowupcomparinghamstringandpatellartendonautograftsinanteriorcruciateligamentreconstruction+2016
21,27159308,Effect of Matching or Overconstraining Knee Laxity During Anterior Cruciate Ligament Reconstruction on Knee Osteoarthritis and Clinical Outcomes: A Randomized Controlled Trial With 84-Month Follow-up,"Akelman MR, Fadale PD, Hulstyn MJ, Shalvoy RM, Garcia A, Chin KE, Duryea J, Badger GJ, Tung GA, Fleming BC.",Am J Sports Med,2016,10.1177/0363546516638387,Akelman,effectofmatchingoroverconstrainingkneelaxityduringanteriorcruciateligamentreconstructiononkneeosteoarthritisandclinicaloutcomes:arandomizedcontrolledtrialwith84monthfollowup,Akelman+effectofmatchingoroverconstrainingkneelaxityduringanteriorcruciateligamentreconstructiononkneeosteoarthritisandclinicaloutcomes:arandomizedcontrolledtrialwith84monthfollowup+2016
22,26838934,Prospective Randomized Study of Objective and Subjective Clinical Results Between Double-Bundle and Single-Bundle Anterior Cruciate Ligament Reconstruction,"Sasaki S, Tsuda E, Hiraga Y, Yamamoto Y, Maeda S, Sasaki E, Ishibashi Y.",Am J Sports Med,2016,10.1177/0363546515624471,Sasaki,prospectiverandomizedstudyofobjectiveandsubjectiveclinicalresultsbetweendoublebundleandsinglebundleanteriorcruciateligamentreconstruction,Sasaki+prospectiverandomizedstudyofobjectiveandsubjectiveclinicalresultsbetweendoublebundleandsinglebundleanteriorcruciateligamentreconstruction+2016
23,26725050,No significant difference in clinical outcome and knee stability between patellar tendon and semitendinosus tendon in anterior cruciate ligament reconstruction,"Konrads C, Reppenhagen S, Plumhoff P, Hoberg M, Rudert M, Barthel T.",Arch Orthop Trauma Surg,2016,10.1007/s00402-015-2386-4,Konrads,nosignificantdifferenceinclinicaloutcomeandkneestabilitybetweenpatellartendonandsemitendinosustendoninanteriorcruciateligamentreconstruction,Konrads+nosignificantdifferenceinclinicaloutcomeandkneestabilitybetweenpatellartendonandsemitendinosustendoninanteriorcruciateligamentreconstruction+2016
24,26578718,Comparison of Patellar Tendon and Hamstring Tendon Anterior Cruciate Ligament Reconstruction: A 15-Year Follow-up of a Randomized Controlled Trial,"Webster KE, Feller JA, Hartnett N, Leigh WB, Richmond AK.",Am J Sports Med,2016,10.1177/0363546515611886,Webster,comparisonofpatellartendonandhamstringtendonanteriorcruciateligamentreconstruction:a15yearfollowupofarandomizedcontrolledtrial,Webster+comparisonofpatellartendonandhamstringtendonanteriorcruciateligamentreconstruction:a15yearfollowupofarandomizedcontrolledtrial+2016
25,26164058,"Reruptures, Reinjuries, and Revisions at a Minimum 2-Year Follow-up: A Randomized Clinical Trial Comparing 3 Graft Types for ACL Reconstruction","Mohtadi N, Chan D, Barber R, Paolucci EO.",Clin J Sport Med,2016,10.1097/JSM.0000000000000209,Mohtadi,rerupturesreinjuriesandrevisionsataminimum2yearfollowup:arandomizedclinicaltrialcomparing3grafttypesforaclreconstruction,Mohtadi+rerupturesreinjuriesandrevisionsataminimum2yearfollowup:arandomizedclinicaltrialcomparing3grafttypesforaclreconstruction+2016
26,26039020,"[Long-term outcomes after ""anatomic"" reconstruction of anterior cruciate ligament using central third of patellar tendon]","Płomiński J, Piątkowski K, Rowicki K.",Pol Merkur Lekarski,2015,,Płomiński,"longtermoutcomesafter""anatomic""reconstructionofanteriorcruciateligamentusingcentralthirdofpatellartendon","Płomiński+longtermoutcomesafter""anatomic""reconstructionofanteriorcruciateligamentusingcentralthirdofpatellartendon+2015"
27,25514139,"A Randomized Clinical Trial Comparing Patellar Tendon, Hamstring Tendon, and Double-Bundle ACL Reconstructions: Patient-Reported and Clinical Outcomes at a Minimal 2-Year Follow-up","Mohtadi N, Chan D, Barber R, Oddone Paolucci E.",Clin J Sport Med,2015,10.1097/JSM.0000000000000165,Mohtadi,arandomizedclinicaltrialcomparingpatellartendonhamstringtendonanddoublebundleaclreconstructions:patientreportedandclinicaloutcomesataminimal2yearfollowup,Mohtadi+arandomizedclinicaltrialcomparingpatellartendonhamstringtendonanddoublebundleaclreconstructions:patientreportedandclinicaloutcomesataminimal2yearfollowup+2015
28,25384473,Comparison between two different platelet-rich plasma preparations and control applied during anterior cruciate ligament reconstruction. Is there any evidence to support their use?,"Valentí Azcárate A, Lamo-Espinosa J, Aquerreta Beola JD, Hernandez Gonzalez M, Mora Gasque G, Valentí Nin JR.",Injury,2014,10.1016/S0020-1383(14)70008-7,Valentí,comparisonbetweentwodifferentplateletrichplasmapreparationsandcontrolappliedduringanteriorcruciateligamentreconstructionisthereanyevidencetosupporttheiruse?,Valentí+comparisonbetweentwodifferentplateletrichplasmapreparationsandcontrolappliedduringanteriorcruciateligamentreconstructionisthereanyevidencetosupporttheiruse?+2014
29,25192689,Anterior cruciate ligament reconstruction and return to sport activity: postural control as the key to success,"Papalia R, Franceschi F, Tecame A, D'Adamio S, Maffulli N, Denaro V.",Int Orthop,2015,10.1007/s00264-014-2513-9,Papalia,anteriorcruciateligamentreconstructionandreturntosportactivity:posturalcontrolasthekeytosuccess,Papalia+anteriorcruciateligamentreconstructionandreturntosportactivity:posturalcontrolasthekeytosuccess+2015
30,25128968,A comparison of ACL reconstruction using patellar tendon versus hamstring autograft in female patients: a prospective randomised study,"Kautzner J, Kos P, Hanus M, Trc T, Havlas V.",Int Orthop,2015,10.1007/s00264-014-2495-7,Kautzner,acomparisonofaclreconstructionusingpatellartendonversushamstringautograftinfemalepatients:aprospectiverandomisedstudy,Kautzner+acomparisonofaclreconstructionusingpatellartendonversushamstringautograftinfemalepatients:aprospectiverandomisedstudy+2015
31,24825597,Primary anterior cruciate ligament reconstruction in athletes: a 5-year follow up comparing patellar tendon versus hamstring tendon autograft,"Leitgeb J, Köttstorfer J, Schuster R, Kovar FM, Platzer P, Aldrian S.",Wien Klin Wochenschr,2014,10.1007/s00508-014-0550-4,Leitgeb,primaryanteriorcruciateligamentreconstructioninathletes:a5yearfollowupcomparingpatellartendonversushamstringtendonautograft,Leitgeb+primaryanteriorcruciateligamentreconstructioninathletes:a5yearfollowupcomparingpatellartendonversushamstringtendonautograft+2014
32,24756534,ACL reconstruction using bone-patella tendon-bone autograft: press-fit technique vs. interference screw fixation,"Sarzaeem MM, Najafi F, Razi M, Najafi MA.",Arch Orthop Trauma Surg,2014,10.1007/s00402-014-1999-3,Sarzaeem,aclreconstructionusingbonepatellatendonboneautograft:pressfittechniquevsinterferencescrewfixation,Sarzaeem+aclreconstructionusingbonepatellatendonboneautograft:pressfittechniquevsinterferencescrewfixation+2014
33,24644301,Increased risk of osteoarthritis after anterior cruciate ligament reconstruction: a 14-year follow-up study of a randomized controlled trial,"Barenius B, Ponzer S, Shalabi A, Bujak R, Norlén L, Eriksson K.",Am J Sports Med,2014,10.1177/0363546514526139,Barenius,increasedriskofosteoarthritisafteranteriorcruciateligamentreconstruction:a14yearfollowupstudyofarandomizedcontrolledtrial,Barenius+increasedriskofosteoarthritisafteranteriorcruciateligamentreconstruction:a14yearfollowupstudyofarandomizedcontrolledtrial+2014
34,24630956,Is quadriceps tendon a better graft choice than patellar tendon? a prospective randomized study,"Lund B, Nielsen T, Faunø P, Christiansen SE, Lind M.",Arthroscopy,2014,10.1016/j.arthro.2014.01.012,Lund,isquadricepstendonabettergraftchoicethanpatellartendon?aprospectiverandomizedstudy,Lund+isquadricepstendonabettergraftchoicethanpatellartendon?aprospectiverandomizedstudy+2014
35,24001575,Ipsilateral versus contralateral hamstring grafts in anterior cruciate ligament reconstruction: a prospective randomized trial,"McRae S, Leiter J, McCormack R, Old J, MacDonald P.",Am J Sports Med,2013,10.1177/0363546513499140,McRae,ipsilateralversuscontralateralhamstringgraftsinanteriorcruciateligamentreconstruction:aprospectiverandomizedtrial,McRae+ipsilateralversuscontralateralhamstringgraftsinanteriorcruciateligamentreconstruction:aprospectiverandomizedtrial+2013
36,23996068,Long-term results of a randomized study on anterior cruciate ligament reconstruction with or without a synthetic degradable augmentation device to support the autograft,"Peterson L, Eklund U, Engström B, Forssblad M, Saartok T, Valentin A.",Knee Surg Sports Traumatol Arthrosc,2014,10.1007/s00167-013-2636-3,Peterson,longtermresultsofarandomizedstudyonanteriorcruciateligamentreconstructionwithorwithoutasyntheticdegradableaugmentationdevicetosupporttheautograft,Peterson+longtermresultsofarandomizedstudyonanteriorcruciateligamentreconstructionwithorwithoutasyntheticdegradableaugmentationdevicetosupporttheautograft+2014
37,23974633,"Iliotibial band autograft versus bone-patella-tendon-bone autograft, a possible alternative for ACL reconstruction: a 15-year prospective randomized controlled trial","Stensbirk F, Thorborg K, Konradsen L, Jørgensen U, Hölmich P.",Knee Surg Sports Traumatol Arthrosc,2014,10.1007/s00167-013-2630-9,Stensbirk,iliotibialbandautograftversusbonepatellatendonboneautograftapossiblealternativeforaclreconstruction:a15yearprospectiverandomizedcontrolledtrial,Stensbirk+iliotibialbandautograftversusbonepatellatendonboneautograftapossiblealternativeforaclreconstruction:a15yearprospectiverandomizedcontrolledtrial+2014
38,23807029,Brace or no-brace after ACL graft? Four-year results of a prospective clinical trial,"Mayr HO, Stüeken P, Münch EO, Wolter M, Bernstein A, Suedkamp NP, Stoehr A.",Knee Surg Sports Traumatol Arthrosc,2014,10.1007/s00167-013-2564-2,Mayr,braceornobraceafteraclgraft?fouryearresultsofaprospectiveclinicaltrial,Mayr+braceornobraceafteraclgraft?fouryearresultsofaprospectiveclinicaltrial+2014
39,23575562,Poly L-lactide co-glycolide/β-tricalcium phosphate interference screw fixation for bone-patellar tendon bone anterior cruciate ligament reconstruction,"Barber FA, Hrnack SA.",J Knee Surg,2013,10.1055/s-0033-1343614,Barber,polyllactidecoglycolide/βtricalciumphosphateinterferencescrewfixationforbonepatellartendonboneanteriorcruciateligamentreconstruction,Barber+polyllactidecoglycolide/βtricalciumphosphateinterferencescrewfixationforbonepatellartendonboneanteriorcruciateligamentreconstruction+2013
40,23203337,Aseptically processed and chemically sterilized BTB allografts for anterior cruciate ligament reconstruction: a prospective randomized study,"Indelicato PA, Ciccotti MG, Boyd J, Higgins LD, Shaffer BS, Vangsness CT Jr.",Knee Surg Sports Traumatol Arthrosc,2013,10.1007/s00167-012-2309-7,Indelicato,asepticallyprocessedandchemicallysterilizedbtballograftsforanteriorcruciateligamentreconstruction:aprospectiverandomizedstudy,Indelicato+asepticallyprocessedandchemicallysterilizedbtballograftsforanteriorcruciateligamentreconstruction:aprospectiverandomizedstudy+2013
41,22425308,A randomized controlled trial comparing bone mineral density changes of three different ACL reconstruction techniques,"Lui PP, Cheng YY, Yung SH, Hung AS, Chan KM.",Knee,2012,10.1016/j.knee.2012.02.005,Lui,arandomizedcontrolledtrialcomparingbonemineraldensitychangesofthreedifferentaclreconstructiontechniques,Lui+arandomizedcontrolledtrialcomparingbonemineraldensitychangesofthreedifferentaclreconstructiontechniques+2012
42,22407182,Long-term follow-up of patellar tendon grafts or hamstring tendon grafts in endoscopic ACL reconstructions,"Gifstad T, Sole A, Strand T, Uppheim G, Grøntvedt T, Drogset JO.",Knee Surg Sports Traumatol Arthrosc,2013,10.1007/s00167-012-1947-0,Gifstad,longtermfollowupofpatellartendongraftsorhamstringtendongraftsinendoscopicaclreconstructions,Gifstad+longtermfollowupofpatellartendongraftsorhamstringtendongraftsinendoscopicaclreconstructions+2013
43,22184280,Clinical results and risk factors for reinjury 15 years after anterior cruciate ligament reconstruction: a prospective study of hamstring and patellar tendon grafts,"Leys T, Salmon L, Waller A, Linklater J, Pinczewski L.",Am J Sports Med,2012,10.1177/0363546511430375,Leys,clinicalresultsandriskfactorsforreinjury15yearsafteranteriorcruciateligamentreconstruction:aprospectivestudyofhamstringandpatellartendongrafts,Leys+clinicalresultsandriskfactorsforreinjury15yearsafteranteriorcruciateligamentreconstruction:aprospectivestudyofhamstringandpatellartendongrafts+2012
44,21712483,Quality of life and clinical outcome comparison of semitendinosus and gracilis tendon versus patellar tendon autografts for anterior cruciate ligament reconstruction: an 11-year follow-up of a randomized controlled trial,"Sajovic M, Strahovnik A, Dernovsek MZ, Skaza K.",Am J Sports Med,2011,10.1177/0363546511411702,Sajovic,qualityoflifeandclinicaloutcomecomparisonofsemitendinosusandgracilistendonversuspatellartendonautograftsforanteriorcruciateligamentreconstruction:an11yearfollowupofarandomizedcontrolledtrial,Sajovic+qualityoflifeandclinicaloutcomecomparisonofsemitendinosusandgracilistendonversuspatellartendonautograftsforanteriorcruciateligamentreconstruction:an11yearfollowupofarandomizedcontrolledtrial+2011
45,21710112,Isokinetic muscle strength and knee function associated with double femoral pin fixation and fixation with interference screw in anterior cruciate ligament reconstruction,"Fernandes TL, Protta TR, Fregni F, Neto RB, Pedrinelli A, Camanho GL, Hernandez AJ.",Knee Surg Sports Traumatol Arthrosc,2012,10.1007/s00167-011-1585-y,Fernandes,isokineticmusclestrengthandkneefunctionassociatedwithdoublefemoralpinfixationandfixationwithinterferencescrewinanteriorcruciateligamentreconstruction,Fernandes+isokineticmusclestrengthandkneefunctionassociatedwithdoublefemoralpinfixationandfixationwithinterferencescrewinanteriorcruciateligamentreconstruction+2012
46,21694588,Anterior cruciate ligament reconstruction: a multicenter prospective cohort study evaluating 3 different grafts using same bone drilling method,"Leal-Blanquet J, Alentorn-Geli E, Tuneu J, Valentí JR, Maestro A.",Clin J Sport Med,2011,10.1097/JSM.0b013e31822153cb,Leal-Blanquet,anteriorcruciateligamentreconstruction:amulticenterprospectivecohortstudyevaluating3differentgraftsusingsamebonedrillingmethod,Leal-Blanquet+anteriorcruciateligamentreconstruction:amulticenterprospectivecohortstudyevaluating3differentgraftsusingsamebonedrillingmethod+2011
47,21663722,Anterior cruciate ligament reconstruction using patellar tendon versus hamstring tendon: a prospective comparative study with 9-year follow-up,"Wipfler B, Donner S, Zechmann CM, Springer J, Siebold R, Paessler HH.",Arthroscopy,2011,10.1016/j.arthro.2011.01.015,Wipfler,anteriorcruciateligamentreconstructionusingpatellartendonversushamstringtendon:aprospectivecomparativestudywith9yearfollowup,Wipfler+anteriorcruciateligamentreconstructionusingpatellartendonversushamstringtendon:aprospectivecomparativestudywith9yearfollowup+2011
48,21429700,Long-term degradation of a poly-lactide co-glycolide/β-tricalcium phosphate biocomposite interference screw,"Barber FA, Dockery WD, Hrnack SA.",Arthroscopy,2011,10.1016/j.arthro.2010.11.056,Barber,longtermdegradationofapolylactidecoglycolide/βtricalciumphosphatebiocompositeinterferencescrew,Barber+longtermdegradationofapolylactidecoglycolide/βtricalciumphosphatebiocompositeinterferencescrew+2011
