,title,authors,journal,year,doi,id,source
42,Adductor Canal Nerve Versus Femoral Nerve Blockade for Pain Control and Quadriceps Function Following Anterior Cruciate Ligament Reconstruction With Patellar Tendon Autograft: A Prospective Randomized Trial,"Bailey L., Griffin J., Elliott M., Wu J., Papavasiliou T., Harner C., Lowe W.",Arthroscopy - Journal of Arthroscopic and Related Surgery (2019) 35:3 (921-929). Date of Publication: 1 Mar 2019,2019,10.1016/j.arthro.2018.10.149,https://www.embase.com/search/results?subaction=viewrecord&id=L2001531850&from=export,Embase
43,Preoperative and Intraoperative Predictors of Long-Term Acceptable Knee Function and Osteoarthritis After Anterior Cruciate Ligament Reconstruction: An Analysis Based on 2 Randomized Controlled Trials,"Hamrin Senorski E., Sundemo D., Svantesson E., Sernert N., Kartus J.-T., Karlsson J., Samuelsson K.",Arthroscopy - Journal of Arthroscopic and Related Surgery (2019) 35:2 (489-499). Date of Publication: 1 Feb 2019,2019,10.1016/j.arthro.2018.07.009,https://www.embase.com/search/results?subaction=viewrecord&id=L2001162916&from=export,Embase
44,Anterior Cruciate Ligament Reconstruction Using a Bone–Patellar Tendon–Bone Graft With and Without a Ligament Augmentation Device: A 25-Year Follow-up of a Prospective Randomized Controlled Trial,"Elveos M.M., Drogset J.O., Engebretsen L., Brønn R., Lundemo T.O., Gifstad T.",Orthopaedic Journal of Sports Medicine (2018) 6:11. Date of Publication: 1 Nov 2018,2018,10.1177/2325967118808778,https://www.embase.com/search/results?subaction=viewrecord&id=L625113067&from=export,Embase
45,Long-term Comparison of Semitendinosus and Gracilis Tendon Versus Patellar Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A 17-Year Follow-up of a Randomized Controlled Trial,"Sajovic M., Stropnik D., Skaza K.",The American journal of sports medicine (2018) 46:8 (1800-1808). Date of Publication: 1 Jul 2018,2018,10.1177/0363546518768768,https://www.embase.com/search/results?subaction=viewrecord&id=L629131661&from=export,Embase
46,Effect of Intraoperative Platelet-Rich Plasma Treatment on Postoperative Donor Site Knee Pain in Patellar Tendon Autograft Anterior Cruciate Ligament Reconstruction: A Double-Blind Randomized Controlled Trial,"Walters B.L., Porter D.A., Hobart S.J., Bedford B.B., Hogan D.E., McHugh M.M., Klein D.A., Harousseau K., Nicholas S.J.",The American journal of sports medicine (2018) 46:8 (1827-1835). Date of Publication: 1 Jul 2018,2018,10.1177/0363546518769295,https://www.embase.com/search/results?subaction=viewrecord&id=L629131822&from=export,Embase
47,Comparison of hamstring and patellar tendon grafts in anterior cruciate ligament reconstruction: A prospective randomized study,"Stańczak K., Zielińska M., Synder M., Domżalski M., Polguj M., Sibiński M.",Journal of International Medical Research (2018) 46:2 (785-791). Date of Publication: 1 Feb 2018,2018,10.1177/0300060517722696,https://www.embase.com/search/results?subaction=viewrecord&id=L620798261&from=export,Embase
48,A Prospective Randomized Trial of Biologic Augmentation With Mesenchymal Stem Cells in Patients Undergoing Anterior Cruciate Ligament Reconstruction,,clinicaltrials.gov (2017). Date of Publication: 4 Dec 2017,2017,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT04650568&from=export,Embase
49,Comparative Clinical Outcomes and Function Study Between MAKO Robotic-Arm Assisted UKA in ACL Intact and Deficient Knees,,clinicaltrials.gov (2017). Date of Publication: 20 Oct 2017,2017,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT03354195&from=export,Embase
50,Anatomic single-bundle anterior cruciate ligament reconstruction improves walking economy: hamstrings tendon versus patellar tendon grafts,"Iliopoulos E., Galanis N., Zafeiridis A., Iosifidis M., Papadopoulos P., Potoupnis M., Geladas N., Vrabas I.S., Kirkos J.","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA (2017) 25:10 (3155-3162). Date of Publication: 1 Oct 2017",2017,10.1007/s00167-016-4229-4,https://www.embase.com/search/results?subaction=viewrecord&id=L622298479&from=export,Embase
51,Comparison of patellar versus hamstring tendon autografts in arthroscopic anterior cruciate ligament reconstruction: A 6-month follow-up of a randomized clinical trial,"Sadeghpour A., Ebrahimpour A., Attar B., Azizian Z.",Journal of Research in Medical Sciences (2017) 22:9 Article Number: 105. Date of Publication: 1 Sep 2017,2017,10.4103/jrms.JRMS_939_16,https://www.embase.com/search/results?subaction=viewrecord&id=L619449402&from=export,Embase
52,Double-layer versus single-layer bone-patellar tendon-bone anterior cruciate ligament reconstruction: a prospective randomized study with 3-year follow-up,"Mei X., Zhang Z., Yang J.",Archives of Orthopaedic and Trauma Surgery (2016) 136:12 (1733-1739). Date of Publication: 1 Dec 2016,2016,10.1007/s00402-016-2548-z,https://www.embase.com/search/results?subaction=viewrecord&id=L611902043&from=export,Embase
53,Assessment of the Results of Combined Anterolateral Ligament (ALL) + Antero Crusader Ligament (ACL) Plasty Compared to Classical KJ Plasty in Isolated ACL Ruptures,,clinicaltrials.gov (2016). Date of Publication: 29 Nov 2016,2016,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT03740022&from=export,Embase
54,Bone-Albumin filling decreases donor site morbidity and enhances bone formation after anterior cruciate ligament reconstruction with bone-patellar tendon-bone autografts,"Schandl K., Horváthy D.B., Doros A., Majzik E., Schwarz C.M., Csönge L., Abkarovits G., Bucsi L., Lacza Z.",International Orthopaedics (2016) 40:10 (2097-2104). Date of Publication: 1 Oct 2016,2016,10.1007/s00264-016-3246-8,https://www.embase.com/search/results?subaction=viewrecord&id=L611028550&from=export,Embase
55,A Randomized Controlled Trial With Mean 16-Year Follow-up Comparing Hamstring and Patellar Tendon Autografts in Anterior Cruciate Ligament Reconstruction,"Björnsson H., Samuelsson K., Sundemo D., Desai N., Sernert N., Rostgård-Christensen L., Karlsson J., Kartus J.",The American journal of sports medicine (2016) 44:9 (2304-2313). Date of Publication: 1 Sep 2016,2016,10.1177/0363546516646378,https://www.embase.com/search/results?subaction=viewrecord&id=L618335230&from=export,Embase
56,Effect of Matching or Overconstraining Knee Laxity During Anterior Cruciate Ligament Reconstruction on Knee Osteoarthritis and Clinical Outcomes: A Randomized Controlled Trial With 84-Month Follow-up,"Akelman M.R., Fadale P.D., Hulstyn M.J., Shalvoy R.M., Garcia A., Chin K.E., Duryea J., Badger G.J., Tung G.A., Fleming B.C.",The American journal of sports medicine (2016) 44:7 (1660-1670). Date of Publication: 1 Jul 2016,2016,10.1177/0363546516638387,https://www.embase.com/search/results?subaction=viewrecord&id=L618900641&from=export,Embase
57,No significant difference in clinical outcome and knee stability between patellar tendon and semitendinosus tendon in anterior cruciate ligament reconstruction,"Konrads C., Reppenhagen S., Plumhoff P., Hoberg M., Rudert M., Barthel T.",Archives of Orthopaedic and Trauma Surgery (2016) 136:4 (521-525). Date of Publication: 1 Apr 2016,2016,10.1007/s00402-015-2386-4,https://www.embase.com/search/results?subaction=viewrecord&id=L607490183&from=export,Embase
58,Prospective Randomized Study of Objective and Subjective Clinical Results Between Double-Bundle and Single-Bundle Anterior Cruciate Ligament Reconstruction,"Sasaki S., Tsuda E., Hiraga Y., Yamamoto Y., Maeda S., Sasaki E., Ishibashi Y.",The American journal of sports medicine (2016) 44:4 (855-864). Date of Publication: 1 Apr 2016,2016,10.1177/0363546515624471,https://www.embase.com/search/results?subaction=viewrecord&id=L616093791&from=export,Embase
59,"Reruptures, reinjuries, and revisions at a minimum 2-year follow-up: A randomized clinical trial comparing 3 graft types for ACL reconstruction","Mohtadi N., Chan D., Barber R., Paolucci E.O.",Clinical Journal of Sport Medicine (2016) 26:2 (96-107). Date of Publication: 2016,2016,10.1097/JSM.0000000000000209,https://www.embase.com/search/results?subaction=viewrecord&id=L608942904&from=export,Embase
60,Comparison of Patellar Tendon and Hamstring Tendon Anterior Cruciate Ligament Reconstruction: A 15-Year Follow-up of a Randomized Controlled Trial,"Webster K.E., Feller J.A., Hartnett N., Leigh W.B., Richmond A.K.",The American journal of sports medicine (2016) 44:1 (83-90). Date of Publication: 1 Jan 2016,2016,10.1177/0363546515611886,https://www.embase.com/search/results?subaction=viewrecord&id=L611394429&from=export,Embase
61,"A Randomized Clinical Trial Comparing Patellar Tendon, Hamstring Tendon, and Double-Bundle ACL Reconstructions: Patient-Reported and Clinical Outcomes at a Minimal 2-Year Follow-up","Mohtadi N., Chan D., Barber R., Oddone Paolucci E.",Clinical Journal of Sport Medicine (2015) 25:4 (321-331). Date of Publication: 8 Jul 2015,2015,10.1097/JSM.0000000000000165,https://www.embase.com/search/results?subaction=viewrecord&id=L600881138&from=export,Embase
62,Anterior cruciate ligament reconstruction and return to sport activity: postural control as the key to success,"Papalia R., Franceschi F., Tecame A., D’Adamio S., Maffulli N., Denaro V.",International Orthopaedics (2015) 39:3 (527-534). Date of Publication: 1 Mar 2015,2015,10.1007/s00264-014-2513-9,https://www.embase.com/search/results?subaction=viewrecord&id=L602556436&from=export,Embase
63,"Iliotibial band autograft versus bone-patella-tendon-bone autograft, a possible alternative for ACL reconstruction: a 15-year prospective randomized controlled trial","Stensbirk F., Thorborg K., Konradsen L., Jørgensen U., Hölmich P.","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA (2014) 22:9 (2094-2101). Date of Publication: 1 Sep 2014",2014,10.1007/s00167-013-2630-9,https://www.embase.com/search/results?subaction=viewrecord&id=L603535974&from=export,Embase
64,Long-term results of a randomized study on anterior cruciate ligament reconstruction with or without a synthetic degradable augmentation device to support the autograft,"Peterson L., Eklund U., Engström B., Forssblad M., Saartok T., Valentin A.","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA (2014) 22:9 (2109-2120). Date of Publication: 1 Sep 2014",2014,10.1007/s00167-013-2636-3,https://www.embase.com/search/results?subaction=viewrecord&id=L603536094&from=export,Embase
65,Brace or no-brace after ACL graft? Four-year results of a prospective clinical trial,"Mayr H.O., Stüeken P., Münch E.-O., Wolter M., Bernstein A., Suedkamp N.P., Stoehr A.","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA (2014) 22:5 (1156-1162). Date of Publication: 1 May 2014",2014,10.1007/s00167-013-2564-2,https://www.embase.com/search/results?subaction=viewrecord&id=L602096584&from=export,Embase
66,Increased risk of osteoarthritis after anterior cruciate ligament reconstruction: a 14-year follow-up study of a randomized controlled trial.,"Barenius B., Ponzer S., Shalabi A., Bujak R., Norlén L., Eriksson K.",The American journal of sports medicine (2014) 42:5 (1049-1057). Date of Publication: May 2014,2014,,https://www.embase.com/search/results?subaction=viewrecord&id=L373981905&from=export,Embase
67,Is quadriceps tendon a better graft choice than patellar tendon? A prospective randomized study,"Lund B., Nielsen T., Faunø P., Christiansen S.E., Lind M.",Arthroscopy - Journal of Arthroscopic and Related Surgery (2014) 30:5 (593-598). Date of Publication: May 2014,2014,10.1016/j.arthro.2014.01.012,https://www.embase.com/search/results?subaction=viewrecord&id=L53053519&from=export,Embase
68,ACL reconstruction using bone-patella tendon-bone autograft: Press-fit technique vs. interference screw fixation,"Sarzaeem M.M., Najafi F., Razi M., Najafi M.A.",Archives of Orthopaedic and Trauma Surgery (2014) 134:7 (955-962). Date of Publication: July 2014,2014,10.1007/s00402-014-1999-3,https://www.embase.com/search/results?subaction=viewrecord&id=L53171249&from=export,Embase
69,Comparison between two different platelet-rich plasma preparations and control applied during anterior cruciate ligament reconstruction. Is there any evidence to support their use?,"Azcárate A.V., Lamo-Espinosa J., Beola J.D.A., Gonzalez M.H., Gasque G.M., Nin J.R.V.",Injury (2014) 45:S4 (S36-S41). Date of Publication: 1 Oct 2014,2014,10.1016/S0020-1383(14)70008-7,https://www.embase.com/search/results?subaction=viewrecord&id=L602004681&from=export,Embase
70,Long-term follow-up of patellar tendon grafts or hamstring tendon grafts in endoscopic ACL reconstructions,"Gifstad T., Sole A., Strand T., Uppheim G., Grøntvedt T., Drogset J.O.","Knee Surgery, Sports Traumatology, Arthroscopy (2013) 21:3 (576-583). Date of Publication: 2013",2013,10.1007/s00167-012-1947-0,https://www.embase.com/search/results?subaction=viewrecord&id=L51904663&from=export,Embase
