,id,title,authors,journal,year,doi
26,36260487,Performance of 5-Strand Hamstring Autograft Anterior Cruciate Ligament Reconstruction in the STABILITY Study: A Subgroup Analysis,"Lodhia P, Nazari G, Bryant D, Getgood A, McCormack R; STABILITY Group; Getgood AMJ, Bryant DM, Litchfield R, Willits K, Birmingham T, Hewison C, Firth AD, Wanlin S, Pinto R, Martindale A, O'Neill L, Jennings M, Daniluk M, McCormack RG, Boyer D, Zomar M, Moon K, Moon R, Fan B, Mohan B, Payne K, Heard M, Buchko GM, Hiemstra LA, Kerslake S, Tynedal J, MacDonald PB, Stranges G, Mcrae S, Gullett L, Brown H, Legary A, Longo A, Christian M, Ferguson C, Rezansoff A, Mohtadi N, Barber R, Chan D, Campbell C, Garven A, Pulsifer K, Mayer M, Peterson D, Simunovic N, Duong A, Robinson D, Levy D, Skelly M, Shanmugaraj A, Bardana D, Howells F, Tough M, Spalding T, Thompson P, Metcalfe A, Asplin L, Dube A, Clarkson L, Brown J, Bolsover A, Bradshaw C, Belgrove L, Milan F, Turner S, Verdugo S, Lowe J, Dunne D, McGowan K, Suddens CM, Verdonk PCM, Declerq G, Vuylsteke K, Van Haver M.",Am J Sports Med,2022,10.1177/03635465221128581
27,36190389,Comparison of Quadriceps and Hamstring Muscle Strength after Exercises with and without Blood Flow Restriction following Anterior Cruciate Ligament Surgery: A Randomized Controlled Trial,"Vieira de Melo RF, Komatsu WR, Freitas MS, Vieira de Melo ME, Cohen M.",J Rehabil Med,2022,10.2340/jrm.v54.2550
28,36189471,Objective laxity and subjective outcomes are more influenced by meniscal treatment than anterior cruciate ligament reconstruction technique at minimum2 years of follow-up,"Grassi A, Di Paolo S, Dal Fabbro G, Eroglu ON, Macchiarola L, Lucidi GA, Zaffagnini S.",J ISAKOS,2022,10.1016/j.jisako.2022.04.006
29,36055668,[Clinical Outcomes of the Application of Platelet-Rich Fibrin during Anatomic Anterior Cruciate Ligament Reconstruction: Results of Prospective Randomised Study],"Kasl J, Zeman P, Pavelka T, Cibulková J, Pilný J, Matějka J.",Acta Chir Orthop Traumatol Cech,2022,
30,36005281,Comparable Instrumented Knee Joint Laxity and Patient-Reported Outcomes After ACL Repair With Dynamic Intraligamentary Stabilization or ACL Reconstruction: 5-Year Results of a Randomized Controlled Trial,"Glasbrenner J, Raschke MJ, Kittl C, Herbst E, Peez C, Briese T, Michel PA, Herbort M, Kösters C, Schliemann B.",Am J Sports Med,2022,10.1177/03635465221117777
31,35811663,Comparison of Rapid Rehabilitation after Anterior Cruciate Ligament Reconstruction with Tensioning Technique and Traditional Rehabilitation,"Jin T, Li Y, Yang G, Liao X, Wang G, Wang F.",Dis Markers,2022,10.1155/2022/6779207
32,35507037,No differences found in long-term outcomes of a randomized controlled trial comparing ipsilateral versus contralateral hamstring graft in ACL reconstruction,"Beaudoin A, Ogborn D, McRae S, Larose G, Brown H, McCormack R, MacDonald P.",Knee Surg Sports Traumatol Arthrosc,2022,10.1007/s00167-022-06980-x
33,35075087,"The effectiveness of Kinesio Taping in improving pain and edema during early rehabilitation after Anterior Cruciate Ligament Reconstruction: A Prospective, Randomized, Control Study","Labianca L, Andreozzi V, Princi G, Princi AA, Calderaro C, Guzzini M, Ferretti A.",Acta Biomed,2022,10.23750/abm.v92i6.10875
34,35050817,Predictors of Graft Failure in Young Active Patients Undergoing Hamstring Autograft Anterior Cruciate Ligament Reconstruction With or Without a Lateral Extra-articular Tenodesis: The Stability Experience,"Firth AD, Bryant DM, Litchfield R, McCormack RG, Heard M, MacDonald PB, Spalding T, Verdonk PCM, Peterson D, Bardana D, Rezansoff A; STABILITY Study Group; Getgood AMJ, Willits K, Birmingham T, Hewison C, Wanlin S, Pinto R, Martindale A, O'Neill L, Jennings M, Daniluk M, Boyer D, Zomar M, Moon K, Moon R, Fan B, Mohan B, Buchko GM, Hiemstra LA, Kerslake S, Tynedal J, Stranges G, Mcrae S, Gullett L, Brown H, Legary A, Longo A, Christian M, Ferguson C, Mohtadi N, Barber R, Chan D, Campbell C, Garven A, Pulsifer K, Mayer M, Simunovic N, Duong A, Robinson D, Levy D, Skelly M, Shanmugaraj A, Howells F, Tough M, Thompson P, Metcalfe A, Asplin L, Dube A, Clarkson L, Brown J, Bolsover A, Bradshaw C, Belgrove L, Milan F, Turner S, Verdugo S, Lowe J, Dunne D, McGowan K, Suddens CM, Declerq G, Vuylsteke K, Van Haver M.",Am J Sports Med,2022,10.1177/03635465211061150
35,34348704,Immediate and 6-week effects of wearing a knee sleeve following anterior cruciate ligament reconstruction: a cross-over laboratory and randomised clinical trial,"Sole G, Lamb P, Pataky T, Klima S, Navarre P, Hammer N.",BMC Musculoskelet Disord,2021,10.1186/s12891-021-04540-x
36,33945339,Validation of a Risk Calculator to Personalize Graft Choice and Reduce Rupture Rates for Anterior Cruciate Ligament Reconstruction,"Marmura H, Getgood AMJ, Spindler KP, Kattan MW, Briskin I, Bryant DM.",Am J Sports Med,2021,10.1177/03635465211010798
37,33742222,"Quadriceps and hamstring tendon autografts in ACL reconstruction yield comparably good results in a prospective, randomized controlled trial","Horstmann H, Petri M, Tegtbur U, Felmet G, Krettek C, Jagodzinski M.",Arch Orthop Trauma Surg,2022,10.1007/s00402-021-03862-8
38,33634332,Original study: early patient-reported functional outcome of all-inside ACL reconstruction as compared to anteromedial portal technique,"Kulshrestha V, Sood M, Kumar S, Kawale A.",Eur J Orthop Surg Traumatol,2021,10.1007/s00590-021-02912-6
39,33463428,Comparison of the outcomes of isolated anterior cruciate ligament reconstruction and combined anterolateral ligament suture tape augmentation and anterior cruciate ligament reconstruction,"Erden T, Toker B, Toprak A, Taşer Ö.",Jt Dis Relat Surg,2021,10.5606/ehc.2020.78201
40,32909826,Maturity Progression of the Entire Anterior Cruciate Ligament Graft of Insertion-Preserved Hamstring Tendons by 5 Years: A Prospective Randomized Controlled Study Based on Magnetic Resonance Imaging Evaluation,"Zhang Y, Liu S, Chen Q, Hu Y, Sun Y, Chen J.",Am J Sports Med,2020,10.1177/0363546520951507
41,32828934,Five-Strand Versus Four-Strand Hamstring Autografts in Anterior Cruciate Ligament Reconstruction-A Prospective Randomized Controlled Study,"Krishna L, Chan CX, Lokaiah L, Chinnasamy D, Goyal S, Wang M, Singh A.",Arthroscopy,2021,10.1016/j.arthro.2020.08.012
42,32699919,ACL reconstruction using a quadruple semitendinosus graft with cortical fixations gives suitable isokinetic and clinical outcomes after 2 years,"Roger J, Bertani A, Vigouroux F, Mottier F, Gaillard R, Have L, Rongièras F.",Knee Surg Sports Traumatol Arthrosc,2020,10.1007/s00167-020-06121-2
43,32589515,Females Have Earlier Muscle Strength and Functional Recovery After Bridge-Enhanced Anterior Cruciate Ligament Repair,"Barnett S, Badger GJ, Kiapour A, Yen YM, Henderson R, Freiberger C, Proffen B, Sant N, Trainor B, Fleming BC, Micheli LJ, Murray MM, Kramer DE.",Tissue Eng Part A,2020,10.1089/ten.tea.2020.0057
44,32368935,A Randomized Controlled Trial of Bone-Patellar Tendon-Bone Anterior Cruciate Ligament Reconstruction With and Without Lateral Extra-articular Tenodesis: 19-Year Clinical and Radiological Follow-up,"Castoldi M, Magnussen RA, Gunst S, Batailler C, Neyret P, Lustig S, Servien E.",Am J Sports Med,2020,10.1177/0363546520914936
45,32302205,"Bioabsorbable Versus Titanium Screws in Anterior Cruciate Ligament Reconstruction Using Hamstring Autograft: A Prospective, Randomized Controlled Trial With 13-Year Follow-up","Sundaraj K, Salmon LJ, Heath EL, Winalski CS, Colak C, Vasanji A, Roe JP, Pinczewski LA.",Am J Sports Med,2020,10.1177/0363546520911024
46,32298131,Bridge-Enhanced Anterior Cruciate Ligament Repair Is Not Inferior to Autograft Anterior Cruciate Ligament Reconstruction at 2 Years: Results of a Prospective Randomized Clinical Trial,"Murray MM, Fleming BC, Badger GJ; BEAR Trial Team; Freiberger C, Henderson R, Barnett S, Kiapour A, Ecklund K, Proffen B, Sant N, Kramer DE, Micheli LJ, Yen YM.",Am J Sports Med,2020,10.1177/0363546520913532
47,32182127,Modified Iliotibial Band Tenodesis Is Indicated to Correct Intraoperative Residual Pivot Shift After Anterior Cruciate Ligament Reconstruction Using an Autologous Hamstring Tendon Graft: A Prospective Randomized Controlled Trial,"Porter M, Shadbolt B.",Am J Sports Med,2020,10.1177/0363546520910148
48,32125668,Effects of Autograft Types on Muscle Strength and Functional Capacity in Patients Having Anterior Cruciate Ligament Reconstruction: A Randomized Controlled Trial,"Sinding KS, Nielsen TG, Hvid LG, Lind M, Dalgas U.",Sports Med,2020,10.1007/s40279-020-01276-x
49,32059954,All-Inside Quadrupled Semitendinosus Autograft Shows Stability Equivalent to Patellar Tendon Autograft Anterior Cruciate Ligament Reconstruction: Randomized Controlled Trial in Athletes 24 Years or Younger,"Smith PA, Cook CS, Bley JA.",Arthroscopy,2020,10.1016/j.arthro.2020.01.048
50,31967599,Anterior cruciate ligament injuries treated with quadriceps tendon autograft versus hamstring autograft: A randomized controlled trial,"Vilchez-Cavazos F, Dávila-Martínez A, Garza-Castro S, Simental-Mendía M, Garay-Mendoza D, Tamez-Mata Y, Peña-Martínez V, Acosta-Olivo C.",Cir Cir,2020,10.24875/CIRU.19001001
51,31940222,Lateral Extra-articular Tenodesis Reduces Failure of Hamstring Tendon Autograft Anterior Cruciate Ligament Reconstruction: 2-Year Outcomes From the STABILITY Study Randomized Clinical Trial,"Getgood AMJ, Bryant DM, Litchfield R, Heard M, McCormack RG, Rezansoff A, Peterson D, Bardana D, MacDonald PB, Verdonk PCM, Spalding T; STABILITY Study Group; Willits K, Birmingham T, Hewison C, Wanlin S, Firth A, Pinto R, Martindale A, O'Neill L, Jennings M, Daniluk M, Boyer D, Zomar M, Moon K, Pritchett R, Payne K, Fan B, Mohan B, Buchko GM, Hiemstra LA, Kerslake S, Tynedal J, Stranges G, Mcrae S, Gullett L, Brown H, Legary A, Longo A, Christian M, Ferguson C, Mohtadi N, Barber R, Chan D, Campbell C, Garven A, Pulsifer K, Mayer M, Simunovic N, Duong A, Robinson D, Levy D, Skelly M, Shanmugaraj A, Howells F, Tough M, Spalding T, Thompson P, Metcalfe A, Asplin L, Dube A, Clarkson L, Brown J, Bolsover A, Bradshaw C, Belgrove L, Millan F, Turner S, Verdugo S, Lowe J, Dunne D, McGowan K, Suddens CM, Declercq G, Vuylsteke K, Van Haver M.",Am J Sports Med,2020,10.1177/0363546519896333
52,31704697,Quadriceps tendon grafts does not cause patients to have inferior subjective outcome after anterior cruciate ligament (ACL) reconstruction than do hamstring grafts: a 2-year prospective randomised controlled trial,"Lind M, Nielsen TG, Soerensen OG, Mygind-Klavsen B, Faunø P.",Br J Sports Med,2020,10.1136/bjsports-2019-101000
53,31512448,[Effect of isokinetic training of thigh muscle group on graft remodeling after anterior cruciate ligament reconstruction],"Liu H, Lu W, Liang D, Geng H, Zhu W, Ouyang K, Li H, Peng L, Feng W, Zhong M, Chen K, Li Y, Deng Z, Wang D.",Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi,2019,10.7507/1002-1892.201902059
54,31306589,A Randomized Controlled Trial of PEEK Versus Titanium Interference Screws for Anterior Cruciate Ligament Reconstruction With 2-Year Follow-up,"Shumborski S, Heath E, Salmon LJ, Roe JP, Linklater JP, Facek M, Pinczewski LA.",Am J Sports Med,2019,10.1177/0363546519861530
55,31169571,"A Randomized Clinical Trial Comparing Patellar Tendon, Hamstring Tendon, and Double-Bundle ACL Reconstructions: Patient-Reported and Clinical Outcomes at 5-Year Follow-up","Mohtadi NG, Chan DS.",J Bone Joint Surg Am,2019,10.2106/JBJS.18.01322
56,31159789,Early weight-bearing after anterior cruciate ligament reconstruction with hamstring grafts induce femoral bone tunnel enlargement: a prospective clinical and radiographic study,"Tajima T, Yamaguchi N, Nagasawa M, Morita Y, Nakamura Y, Chosa E.",BMC Musculoskelet Disord,2019,10.1186/s12891-019-2653-6
57,30888448,Superior knee flexor strength at 2 years with all-inside short-graft anterior cruciate ligament reconstruction vs a conventional hamstring technique,"Kouloumentas P, Kavroudakis E, Charalampidis E, Kavroudakis D, Triantafyllopoulos GK.",Knee Surg Sports Traumatol Arthrosc,2019,10.1007/s00167-019-05456-9
58,30882683,"Single-tunnel anatomic double-bundle anterior cruciate ligament reconstruction has the same effectiveness as double femoral, double tibial tunnel: A prospective randomized study","Xiang X, Qu Z, Sun H, Ma X, Wang W, Huang L.",Medicine (Baltimore),2019,10.1097/MD.0000000000014851
59,30822124,Acute Anterior Cruciate Ligament Rupture: Repair or Reconstruction? Two-Year Results of a Randomized Controlled Clinical Trial,"Hoogeslag RAG, Brouwer RW, Boer BC, de Vries AJ, Huis In 't Veld R.",Am J Sports Med,2019,10.1177/0363546519825878
60,29959448,Cross-education improves quadriceps strength recovery after ACL reconstruction: a randomized controlled trial,"Harput G, Ulusoy B, Yildiz TI, Demirci S, Eraslan L, Turhan E, Tunay VB.",Knee Surg Sports Traumatol Arthrosc,2019,10.1007/s00167-018-5040-1
61,29937346,Single-Bundle Versus Double-Bundle Anterior Cruciate Ligament Reconstruction-5-Year Results,"Mayr HO, Bruder S, Hube R, Bernstein A, Suedkamp NP, Stoehr A.",Arthroscopy,2018,10.1016/j.arthro.2018.03.034
62,29776815,Strength recovery after anterior cruciate ligament reconstruction with quadriceps tendon versus hamstring tendon autografts in soccer players: A randomized controlled trial,"Martin-Alguacil JL, Arroyo-Morales M, Martín-Gomez JL, Monje-Cabrera IM, Abellán-Guillén JF, Esparza-Ros F, Lozano ML, Cantarero-Villanueva I.",Knee,2018,10.1016/j.knee.2018.03.011
63,29741911,Long-term Comparison of Semitendinosus and Gracilis Tendon Versus Patellar Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A 17-Year Follow-up of a Randomized Controlled Trial,"Sajovic M, Stropnik D, Skaza K.",Am J Sports Med,2018,10.1177/0363546518768768
64,29730208,The Effect of Cartilage Fragments on Femoral Tunnel Widening After Anterior Cruciate Ligament Reconstruction: A Prospective Randomized Controlled Study,"Zhang C, Pan J, Chen JD, Zhang YJ, Gu PC, Lin XJ, Cai YZ.",Arthroscopy,2018,10.1016/j.arthro.2018.03.011
65,29678170,Self-reported functional recovery after reconstruction versus repair in acute anterior cruciate ligament rupture (ROTOR): a randomized controlled clinical trial,"Boer BC, Hoogeslag RAG, Brouwer RW, Demmer A, Huis In 't Veld RMHA.",BMC Musculoskelet Disord,2018,10.1186/s12891-018-2028-4
66,29443537,A Randomized Clinical Trial to Evaluate Attached Hamstring Anterior Cruciate Ligament Graft Maturity With Magnetic Resonance Imaging,"Liu S, Li H, Tao H, Sun Y, Chen S, Chen J.",Am J Sports Med,2018,10.1177/0363546517752918
67,29421837,All-Inside Single-Bundle Reconstruction of the Anterior Cruciate Ligament with the Anterior Half of the Peroneus Longus Tendon Compared to the Semitendinosus Tendon: A Two-Year Follow-Up Study,"Bi M, Zhao C, Zhang S, Yao B, Hong Z, Bi Q.",J Knee Surg,2018,10.1055/s-0038-1627466
68,28969952,Outcome of Hamstring Autograft With Preserved Insertions Compared With Free Hamstring Autograft in Anterior Cruciate Ligament Surgery at 2-Year Follow-up,"Gupta R, Bahadur R, Malhotra A, Masih GD, Sood M, Gupta P, Mathur VK.",Arthroscopy,2017,10.1016/j.arthro.2017.06.040
69,28840325,Tunnel widening after single- versus double-bundle anterior cruciate ligament reconstruction: a randomized 8-year follow-up study,"Beyaz S, Güler ÜÖ, Demir Ş, Yüksel S, Çınar BM, Özkoç G, Akpınar S.",Arch Orthop Trauma Surg,2017,10.1007/s00402-017-2774-z
70,28801704,"No clinical differences between anteromedial portal and transtibial technique for femoral tunnel positioning in anterior cruciate ligament reconstruction: a prospective randomized, controlled trial","MacDonald P, Kim C, McRae S, Leiter J, Khan R, Whelan D.",Knee Surg Sports Traumatol Arthrosc,2018,10.1007/s00167-017-4664-x
71,28674740,Changes in gait pattern and early functional results after ACL repair are comparable to those of ACL reconstruction,"Schliemann B, Glasbrenner J, Rosenbaum D, Lammers K, Herbort M, Domnick C, Raschke MJ, Kösters C.",Knee Surg Sports Traumatol Arthrosc,2018,10.1007/s00167-017-4618-3
72,28241715,[A prospective randomized control trial of arthroscopic surgery for stable ramp lesion of the medial meniscus],"Liu X, Feng H, Hong L, Zhang H.",Zhonghua Wai Ke Za Zhi,2017,10.3760/cma.j.issn.0529-5815.2017.03.001
73,27876265,A prospective randomized comparison of two distinct allogenic tissue constructs for anterior cruciate ligament reconstruction,"Rose MB, Domes C, Farooqi M, Crawford DC.",Knee,2016,10.1016/j.knee.2016.08.011
74,27717747,Lack of stability at more than 12 months of follow-up after anterior cruciate ligament reconstruction using all-inside quadruple-stranded semitendinosus graft with adjustable cortical button fixation in both femoral and tibial sides,"Bressy G, Brun V, Ferrier A, Dujardin D, Oubaya N, Morel N, Fontanin N, Ohl X.",Orthop Traumatol Surg Res,2016,10.1016/j.otsr.2016.08.011
75,27784622,"Kinesio taping as a treatment method in the acute phase of ACL reconstruction: A double-blind, placebo-controlled study","Balki S, Göktaş HE, Öztemur Z.",Acta Orthop Traumatol Turc,2016,10.1016/j.aott.2016.03.005
76,27435334,Acute MCL and ACL injuries: first results of minimal-invasive MCL ligament bracing with combined ACL single-bundle reconstruction,"Ateschrang A, Döbele S, Freude T, Stöckle U, Schröter S, Kraus TM.",Arch Orthop Trauma Surg,2016,10.1007/s00402-016-2497-6
77,27388213,Hamstring graft tibial insertion preservation versus detachment in anterior cruciate ligament reconstruction: a prospective randomized comparative study,"Ruffilli A, Pagliazzi G, Ferranti E, Busacca M, Capannelli D, Buda R.",Eur J Orthop Surg Traumatol,2016,10.1007/s00590-016-1812-9
78,27376940,Correlation of tunnel widening and tunnel positioning with short-term functional outcomes in single-bundle anterior cruciate ligament reconstruction using patellar tendon versus hamstring graft: a prospective study,"Biswal UK, Balaji G, Nema S, Poduval M, Menon J, Patro DK.",Eur J Orthop Surg Traumatol,2016,10.1007/s00590-016-1809-4
79,27343215,"Comparison Between Single- and Double-Bundle Anterior Cruciate Ligament Reconstruction With 6- to 8-Stranded Hamstring Autograft: A Prospective, Randomized Clinical Trial","Liu Y, Cui G, Yan H, Yang Y, Ao Y.",Am J Sports Med,2016,10.1177/0363546516650876
80,27229354,A Randomized Controlled Trial With Mean 16-Year Follow-up Comparing Hamstring and Patellar Tendon Autografts in Anterior Cruciate Ligament Reconstruction,"Björnsson H, Samuelsson K, Sundemo D, Desai N, Sernert N, Rostgård-Christensen L, Karlsson J, Kartus J.",Am J Sports Med,2016,10.1177/0363546516646378
81,27159308,Effect of Matching or Overconstraining Knee Laxity During Anterior Cruciate Ligament Reconstruction on Knee Osteoarthritis and Clinical Outcomes: A Randomized Controlled Trial With 84-Month Follow-up,"Akelman MR, Fadale PD, Hulstyn MJ, Shalvoy RM, Garcia A, Chin KE, Duryea J, Badger GJ, Tung GA, Fleming BC.",Am J Sports Med,2016,10.1177/0363546516638387
82,27120190,Resorbable screw and sheath versus resorbable interference screw and staples for ACL reconstruction: a comparison of two tibial fixation methods,"Carulli C, Matassi F, Soderi S, Sirleo L, Munz G, Innocenti M.",Knee Surg Sports Traumatol Arthrosc,2017,10.1007/s00167-016-4135-9
83,26980844,A Randomized Clinical Trial to Assess the Clinical Effectiveness of a Measured Objective Tensioning Device in Hamstring Anterior Cruciate Ligament Reconstruction,"Grunau PD, Arneja S, Leith JM.",Am J Sports Med,2016,10.1177/0363546516634021
84,26948548,Comparison of Anatomic Double- and Single-Bundle Techniques for Anterior Cruciate Ligament Reconstruction Using Hamstring Tendon Autografts: A Prospective Randomized Study With 5-Year Clinical and Radiographic Follow-up,"Karikis I, Desai N, Sernert N, Rostgard-Christensen L, Kartus J.",Am J Sports Med,2016,10.1177/0363546515626543
85,26838934,Prospective Randomized Study of Objective and Subjective Clinical Results Between Double-Bundle and Single-Bundle Anterior Cruciate Ligament Reconstruction,"Sasaki S, Tsuda E, Hiraga Y, Yamamoto Y, Maeda S, Sasaki E, Ishibashi Y.",Am J Sports Med,2016,10.1177/0363546515624471
86,26725050,No significant difference in clinical outcome and knee stability between patellar tendon and semitendinosus tendon in anterior cruciate ligament reconstruction,"Konrads C, Reppenhagen S, Plumhoff P, Hoberg M, Rudert M, Barthel T.",Arch Orthop Trauma Surg,2016,10.1007/s00402-015-2386-4
