,id,title,authors,journal,year,doi
29,25192689,Anterior cruciate ligament reconstruction and return to sport activity: postural control as the key to success,"Papalia R, Franceschi F, Tecame A, D'Adamio S, Maffulli N, Denaro V.",Int Orthop,2015,10.1007/s00264-014-2513-9
30,25128968,A comparison of ACL reconstruction using patellar tendon versus hamstring autograft in female patients: a prospective randomised study,"Kautzner J, Kos P, Hanus M, Trc T, Havlas V.",Int Orthop,2015,10.1007/s00264-014-2495-7
31,24825597,Primary anterior cruciate ligament reconstruction in athletes: a 5-year follow up comparing patellar tendon versus hamstring tendon autograft,"Leitgeb J, Köttstorfer J, Schuster R, Kovar FM, Platzer P, Aldrian S.",Wien Klin Wochenschr,2014,10.1007/s00508-014-0550-4
32,24756534,ACL reconstruction using bone-patella tendon-bone autograft: press-fit technique vs. interference screw fixation,"Sarzaeem MM, Najafi F, Razi M, Najafi MA.",Arch Orthop Trauma Surg,2014,10.1007/s00402-014-1999-3
33,24644301,Increased risk of osteoarthritis after anterior cruciate ligament reconstruction: a 14-year follow-up study of a randomized controlled trial,"Barenius B, Ponzer S, Shalabi A, Bujak R, Norlén L, Eriksson K.",Am J Sports Med,2014,10.1177/0363546514526139
34,24630956,Is quadriceps tendon a better graft choice than patellar tendon? a prospective randomized study,"Lund B, Nielsen T, Faunø P, Christiansen SE, Lind M.",Arthroscopy,2014,10.1016/j.arthro.2014.01.012
35,24001575,Ipsilateral versus contralateral hamstring grafts in anterior cruciate ligament reconstruction: a prospective randomized trial,"McRae S, Leiter J, McCormack R, Old J, MacDonald P.",Am J Sports Med,2013,10.1177/0363546513499140
36,23996068,Long-term results of a randomized study on anterior cruciate ligament reconstruction with or without a synthetic degradable augmentation device to support the autograft,"Peterson L, Eklund U, Engström B, Forssblad M, Saartok T, Valentin A.",Knee Surg Sports Traumatol Arthrosc,2014,10.1007/s00167-013-2636-3
37,23974633,"Iliotibial band autograft versus bone-patella-tendon-bone autograft, a possible alternative for ACL reconstruction: a 15-year prospective randomized controlled trial","Stensbirk F, Thorborg K, Konradsen L, Jørgensen U, Hölmich P.",Knee Surg Sports Traumatol Arthrosc,2014,10.1007/s00167-013-2630-9
38,23807029,Brace or no-brace after ACL graft? Four-year results of a prospective clinical trial,"Mayr HO, Stüeken P, Münch EO, Wolter M, Bernstein A, Suedkamp NP, Stoehr A.",Knee Surg Sports Traumatol Arthrosc,2014,10.1007/s00167-013-2564-2
39,23575562,Poly L-lactide co-glycolide/β-tricalcium phosphate interference screw fixation for bone-patellar tendon bone anterior cruciate ligament reconstruction,"Barber FA, Hrnack SA.",J Knee Surg,2013,10.1055/s-0033-1343614
40,23203337,Aseptically processed and chemically sterilized BTB allografts for anterior cruciate ligament reconstruction: a prospective randomized study,"Indelicato PA, Ciccotti MG, Boyd J, Higgins LD, Shaffer BS, Vangsness CT Jr.",Knee Surg Sports Traumatol Arthrosc,2013,10.1007/s00167-012-2309-7
41,22425308,A randomized controlled trial comparing bone mineral density changes of three different ACL reconstruction techniques,"Lui PP, Cheng YY, Yung SH, Hung AS, Chan KM.",Knee,2012,10.1016/j.knee.2012.02.005
42,22407182,Long-term follow-up of patellar tendon grafts or hamstring tendon grafts in endoscopic ACL reconstructions,"Gifstad T, Sole A, Strand T, Uppheim G, Grøntvedt T, Drogset JO.",Knee Surg Sports Traumatol Arthrosc,2013,10.1007/s00167-012-1947-0
43,22184280,Clinical results and risk factors for reinjury 15 years after anterior cruciate ligament reconstruction: a prospective study of hamstring and patellar tendon grafts,"Leys T, Salmon L, Waller A, Linklater J, Pinczewski L.",Am J Sports Med,2012,10.1177/0363546511430375
44,21712483,Quality of life and clinical outcome comparison of semitendinosus and gracilis tendon versus patellar tendon autografts for anterior cruciate ligament reconstruction: an 11-year follow-up of a randomized controlled trial,"Sajovic M, Strahovnik A, Dernovsek MZ, Skaza K.",Am J Sports Med,2011,10.1177/0363546511411702
45,21710112,Isokinetic muscle strength and knee function associated with double femoral pin fixation and fixation with interference screw in anterior cruciate ligament reconstruction,"Fernandes TL, Protta TR, Fregni F, Neto RB, Pedrinelli A, Camanho GL, Hernandez AJ.",Knee Surg Sports Traumatol Arthrosc,2012,10.1007/s00167-011-1585-y
46,21694588,Anterior cruciate ligament reconstruction: a multicenter prospective cohort study evaluating 3 different grafts using same bone drilling method,"Leal-Blanquet J, Alentorn-Geli E, Tuneu J, Valentí JR, Maestro A.",Clin J Sport Med,2011,10.1097/JSM.0b013e31822153cb
47,21663722,Anterior cruciate ligament reconstruction using patellar tendon versus hamstring tendon: a prospective comparative study with 9-year follow-up,"Wipfler B, Donner S, Zechmann CM, Springer J, Siebold R, Paessler HH.",Arthroscopy,2011,10.1016/j.arthro.2011.01.015
48,21429700,Long-term degradation of a poly-lactide co-glycolide/β-tricalcium phosphate biocomposite interference screw,"Barber FA, Dockery WD, Hrnack SA.",Arthroscopy,2011,10.1016/j.arthro.2010.11.056
49,21287172,Long-term results of anterior cruciate ligament reconstruction: a comparison with non-operative treatment with a follow-up of 17-20 years,"Mihelic R, Jurdana H, Jotanovic Z, Madjarevic T, Tudor A.",Int Orthop,2011,10.1007/s00264-011-1206-x
50,21234545,A prospective randomized study of ACL-reconstructions using bone-patellar tendon-bone grafts fixed with bioabsorbable or metal interference screws,"Drogset JO, Straume LG, Bjørkmo I, Myhr G.",Knee Surg Sports Traumatol Arthrosc,2011,10.1007/s00167-010-1353-4
51,20934698,ACL reconstruction in sports active people: transtibial DB technique with ST/G vs. transtibial SB technique with BPTB: preliminary results,"Volpi P, Cervellin M, Denti M, Bait C, Melegati G, Quaglia A, de Girolamo L.",Injury,2010,10.1016/j.injury.2010.09.029
52,20668835,Single-bundle patellar tendon versus non-anatomical double-bundle hamstrings ACL reconstruction: a prospective randomized study at 8-year minimum follow-up,"Zaffagnini S, Bruni D, Marcheggiani Muccioli GM, Bonanzinga T, Lopomo N, Bignozzi S, Marcacci M.",Knee Surg Sports Traumatol Arthrosc,2011,10.1007/s00167-010-1225-y
53,20566719,Quality of life and clinical outcome after anterior cruciate ligament reconstruction using patellar tendon graft or quadrupled semitendinosus graft: an 8-year follow-up of a randomized controlled trial,"Barenius B, Nordlander M, Ponzer S, Tidermark J, Eriksson K.",Am J Sports Med,2010,10.1177/0363546510369549
54,20401753,Anteromedial portal versus transtibial drilling techniques in ACL reconstruction: a blinded cross-sectional study at two- to five-year follow-up,"Alentorn-Geli E, Samitier G, Alvarez P, Steinbacher G, Cugat R.",Int Orthop,2010,10.1007/s00264-010-1000-1
55,20194956,Early versus late start of isokinetic hamstring-strengthening exercise after anterior cruciate ligament reconstruction with patellar tendon graft,"Sekir U, Gur H, Akova B.",Am J Sports Med,2010,10.1177/0363546509349490
56,20097928,No difference in knee function or prevalence of osteoarthritis after reconstruction of the anterior cruciate ligament with 4-strand hamstring autograft versus patellar tendon-bone autograft: a randomized study with 10-year follow-up,"Holm I, Oiestad BE, Risberg MA, Aune AK.",Am J Sports Med,2010,10.1177/0363546509350301
57,19956928,Autologous patellar tendon and quadrupled hamstring grafts in anterior cruciate ligament reconstruction: a prospective randomized multicenter review of different fixation methods,"Drogset JO, Strand T, Uppheim G, Odegård B, Bøe A, Grøntvedt T.",Knee Surg Sports Traumatol Arthrosc,2010,10.1007/s00167-009-0996-5
58,19861236,Arthroscopic anterior cruciate ligament surgery: results of autogenous patellar tendon graft versus the Leeds-Keio synthetic graft five year follow-up of a prospective randomised controlled trial,"Ghalayini SR, Helm AT, Bonshahi AY, Lavender A, Johnson DS, Smith RB.",Knee,2010,10.1016/j.knee.2009.09.008
59,19801284,Anterior cruciate ligament reconstruction with and without computer navigation: a clinical and magnetic resonance imaging evaluation 2 years after surgery,"Endele D, Jung C, Becker U, Bauer G, Mauch F.",Arthroscopy,2009,10.1016/j.arthro.2009.05.016
60,19684298,Patellar tendon versus hamstring tendon autografts for anterior cruciate ligament reconstruction: a randomized controlled trial using similar femoral and tibial fixation methods,"Taylor DC, DeBerardino TM, Nelson BJ, Duffey M, Tenuta J, Stoneman PD, Sturdivant RX, Mountcastle S.",Am J Sports Med,2009,10.1177/0363546509339577
61,19575180,"Knee laxity measurements after anterior cruciate ligament reconstruction, using either bone-patellar-tendon-bone or hamstring tendon autografts, with special emphasis on comparison over time","Ahldén M, Kartus J, Ejerhed L, Karlsson J, Sernert N.",Knee Surg Sports Traumatol Arthrosc,2009,10.1007/s00167-009-0846-5
62,19374299,"Clinical comparison between six-strand hamstring tendon and patellar tendon autograft in arthroscopic anterior cruciate ligament reconstruction: a prospective, randomized clinical trial","Laoruengthana A, Pattayakorn S, Chotanaputhi T, Kosiyatrakul A.",J Med Assoc Thai,2009,
63,18989731,Comparable results between lateralized single- and double-bundle ACL reconstructions,"Tsuda E, Ishibashi Y, Fukuda A, Tsukada H, Toh S.",Clin Orthop Relat Res,2009,10.1007/s11999-008-0604-x
64,18929746,[Interest of an iterative specialized rehabilitation after an anterior cruciate ligament reconstruction in high level sport athletes],"Laboute E, Savalli L, Lefesvre T, Puig P, Trouve P.",Rev Chir Orthop Reparatrice Appar Mot,2008,10.1016/j.rco.2008.01.008
65,18196393,Anterior cruciate ligament reconstruction : quadriceps versus patellar autograft,"Han HS, Seong SC, Lee S, Lee MC.",Clin Orthop Relat Res,2008,10.1007/s11999-007-0015-4
66,17620776,Preliminary effects of hyaluronic acid on early rehabilitation of patients with isolated anterior cruciate ligament reconstruction,"Huang MH, Yang RC, Chou PH.",Clin J Sport Med,2007,10.1097/JSM.0b013e31812570fa
67,17478277,Bilok interference screws for anterior cruciate ligament reconstruction: clinical and radiographic outcomes,"Barber FA, Boothby MH.",Arthroscopy,2007,10.1016/j.arthro.2006.12.026
68,17431619,The effect of graft choice on functional outcome in anterior cruciate ligament reconstruction,"Sajovic M, Strahovnik A, Komadina R, Dernovsek MZ.",Int Orthop,2008,10.1007/s00264-007-0341-x
69,17293471,"Patellar tendon or semitendinosus tendon autografts for anterior cruciate ligament reconstruction: a prospective, randomized study with a 7-Year follow-up","Lidén M, Ejerhed L, Sernert N, Laxdal G, Kartus J.",Am J Sports Med,2007,10.1177/0363546506298275
70,17261567,"A 10-year comparison of anterior cruciate ligament reconstructions with hamstring tendon and patellar tendon autograft: a controlled, prospective trial","Pinczewski LA, Lyman J, Salmon LJ, Russell VJ, Roe J, Linklater J.",Am J Sports Med,2007,10.1177/0363546506296042
71,17251174,Effectiveness of reconstruction of the anterior cruciate ligament with quadrupled hamstrings and bone-patellar tendon-bone autografts: an in vivo study comparing tibial internal-external rotation,"Chouliaras V, Ristanis S, Moraiti C, Stergiou N, Georgoulis AD.",Am J Sports Med,2007,10.1177/0363546506296040
72,17245238,[Intra-articular reconstruction of the anterior cruciate ligament with and without extra-articular supplementation by quadricipital tendon plasty: seven-year follow-up],"Giraud B, Besse JL, Cladière F, Ecochard R, Moyen B, Lerat JL.",Rev Chir Orthop Reparatrice Appar Mot,2006,10.1016/s0035-1040(06)75947-5
73,17219226,Early versus late start of open kinetic chain quadriceps exercises after ACL reconstruction with patellar tendon or hamstring grafts: a prospective randomized outcome study,"Heijne A, Werner S.",Knee Surg Sports Traumatol Arthrosc,2007,10.1007/s00167-006-0246-z
74,17218661,A prospective randomized study of anterior cruciate ligament reconstruction: a comparison of patellar tendon and quadruple-strand semitendinosus/gracilis tendons fixed with bioabsorbable interference screws,"Maletis GB, Cameron SL, Tengan JJ, Burchette RJ.",Am J Sports Med,2007,10.1177/0363546506294361
75,17129731,A prospective study of 3-day versus 2-week immobilization period after anterior cruciate ligament reconstruction,"Ito Y, Deie M, Adachi N, Kobayashi K, Kanaya A, Miyamoto A, Nakasa T, Ochi M.",Knee,2007,10.1016/j.knee.2006.10.004
76,16955299,Early active extension after anterior cruciate ligament reconstruction does not result in increased laxity of the knee,"Isberg J, Faxén E, Brandsson S, Eriksson BI, Kärrholm J, Karlsson J.",Knee Surg Sports Traumatol Arthrosc,2006,10.1007/s00167-006-0138-2
77,16923826,"A prospective, randomized comparison of semitendinosus and gracilis tendon versus patellar tendon autografts for anterior cruciate ligament reconstruction: five-year follow-up","Sajovic M, Vengust V, Komadina R, Tavcar R, Skaza K.",Am J Sports Med,2006,10.1177/0363546506290726
78,16552549,Randomized prospective study of ACL reconstruction with interference screw fixation in patellar tendon autografts versus femoral metal plate suspension and tibial post fixation in hamstring tendon autografts: 5-year clinical and radiological follow-up results,"Harilainen A, Linko E, Sandelin J.",Knee Surg Sports Traumatol Arthrosc,2006,10.1007/s00167-006-0059-0
79,16496124,Factors affecting return to sports after anterior cruciate ligament reconstruction with patellar tendon and hamstring graft: a prospective clinical investigation,"Gobbi A, Francisco R.",Knee Surg Sports Traumatol Arthrosc,2006,10.1007/s00167-006-0050-9
80,16452264,Operative and nonoperative treatments of medial collateral ligament rupture with early anterior cruciate ligament reconstruction: a prospective randomized study,"Halinen J, Lindahl J, Hirvensalo E, Santavirta S.",Am J Sports Med,2006,10.1177/0363546505284889
81,16430676,Post-operative use of knee brace in bone-tendon-bone patellar tendon anterior cruciate ligament reconstruction: 5-year follow-up results of a randomized prospective study,"Harilainen A, Sandelin J.",Scand J Med Sci Sports,2006,10.1111/j.1600-0838.2004.00435.x
82,16292682,A prospective comparison of bone-patellar tendon-bone and hamstring grafts for anterior cruciate ligament reconstruction in female patients,"Svensson M, Sernert N, Ejerhed L, Karlsson J, Kartus JT.",Knee Surg Sports Traumatol Arthrosc,2006,10.1007/s00167-005-0708-8
83,16282583,A comparison of bone-patellar tendon-bone and bone-hamstring tendon-bone autografts for anterior cruciate ligament reconstruction,"Matsumoto A, Yoshiya S, Muratsu H, Yagi M, Iwasaki Y, Kurosaka M, Kuroda R.",Am J Sports Med,2006,10.1177/0363546505279919
84,16000666,Endoscopic reconstruction of the anterior cruciate ligament using bone-patellar tendon-bone grafts fixed with bioabsorbable or metal interference screws: a prospective randomized study of the clinical outcome,"Drogset JO, Grøntvedt T, Tegnander A.",Am J Sports Med,2005,10.1177/0363546504272264
85,15928958,[ACL reconstruction with bone-patellar tendon-bone graft and proximal fixation with the EndoButton: a 2- to 5-year follow-up],"Tecklenburg K, Hoser C, Sailer R, Oberladstätter J, Fink C.",Unfallchirurg,2005,10.1007/s00113-005-0948-6
86,15800520,Clinical evaluation of arthroscopically assisted anterior cruciate ligament reconstruction: patellar tendon versus gracilis and semitendinosus autograft,"Ibrahim SA, Al-Kussary IM, Al-Misfer AR, Al-Mutairi HQ, Ghafar SA, El Noor TA.",Arthroscopy,2005,10.1016/j.arthro.2004.12.002
87,15716250,"Rehabilitation after anterior cruciate ligament reconstruction: a prospective, randomized, double-blind comparison of programs administered over 2 different time intervals","Beynnon BD, Uh BS, Johnson RJ, Abate JA, Nichols CE, Fleming BC, Poole AR, Roos H.",Am J Sports Med,2005,10.1177/0363546504268406
88,15711494,[Reliability of the KT-1000 arthrometer (Medmetric) for measuring anterior knee laxity: comparison with Telos in 147 knees],"Boyer P, Djian P, Christel P, Paoletti X, Degeorges R.",Rev Chir Orthop Reparatrice Appar Mot,2004,10.1016/s0035-1040(04)70756-4
89,15689862,A prospective randomized comparison of bioabsorbable and titanium anterior cruciate ligament interference screws,"Kaeding C, Farr J, Kavanaugh T, Pedroza A.",Arthroscopy,2005,10.1016/j.arthro.2004.09.012
90,15650664,A prospective randomized comparison of bone-patellar tendon-bone and hamstring grafts for anterior cruciate ligament reconstruction,"Laxdal G, Kartus J, Hansson L, Heidvall M, Ejerhed L, Karlsson J.",Arthroscopy,2005,10.1016/j.arthro.2004.09.014
91,15611004,The influence of supplementary tibial fixation on laxity measurements after anterior cruciate ligament reconstruction with hamstring tendons in female patients,"Hill PF, Russell VJ, Salmon LJ, Pinczewski LA.",Am J Sports Med,2005,10.1177/0363546504268036
92,15572316,A prospectively randomized double-blind study on the effect of initial graft tension on knee stability after anterior cruciate ligament reconstruction,"Nicholas SJ, D'Amato MJ, Mullaney MJ, Tyler TF, Kolstad K, McHugh MP.",Am J Sports Med,2004,10.1177/0363546504265924
93,15516013,Arthroscopically assisted anterior cruciate ligament reconstruction: comparison of bone-patellar tendon-bone versus hamstring tendon autograft,"Boonriong T, Kietsiriroje N.",J Med Assoc Thai,2004,
94,15466722,"Anterior cruciate ligament reconstruction: bone-patellar tendon-bone compared with double semitendinosus and gracilis tendon grafts. A prospective, randomized clinical trial","Aglietti P, Giron F, Buzzi R, Biddau F, Sasso F.",J Bone Joint Surg Am,2004,
95,13679741,[Patellar tendon-bone autograft reconstruction of the anterior cruciate ligament for advanced-stage chronic anterior laxity: is an extra-articular plasty necessary? A prospective randomized study of 100 patients with five year follow-up],"Acquitter Y, Hulet C, Locker B, Delbarre JC, Jambou S, Vielpeau C.",Rev Chir Orthop Reparatrice Appar Mot,2003,
96,12897981,Can a post-operative brace in slight hyperextension prevent extension deficit after anterior cruciate ligament reconstruction? A prospective randomised study,"Mikkelsen C, Cerulli G, Lorenzini M, Bergstrand G, Werner S.",Knee Surg Sports Traumatol Arthrosc,2003,10.1007/s00167-003-0406-3
97,12879225,The role of the rehabilitation brace in restoring knee extension after anterior cruciate ligament reconstruction: a prospective controlled study,"Melegati G, Tornese D, Bandi M, Volpi P, Schonhuber H, Denti M.",Knee Surg Sports Traumatol Arthrosc,2003,10.1007/s00167-003-0386-3
98,12860546,A randomized comparison of patellar tendon and hamstring tendon anterior cruciate ligament reconstruction,"Feller JA, Webster KE.",Am J Sports Med,2003,10.1177/03635465030310041501
99,12734710,"Reconstruction of acute anterior cruciate ligament injuries: a prospective, randomised study of 40 patients with 7-year follow-up. No advantage of synthetic augmentation compared to a traditional patellar tendon graft","Muren O, Dahlstedt L, Dalén N.",Arch Orthop Trauma Surg,2003,10.1007/s00402-002-0457-9
100,12642266,Comparison of three techniques of anterior cruciate ligament reconstruction with bone-patellar tendon-bone graft. Differences in anterior tibial translation and tunnel enlargement with each technique,"Otsuka H, Ishibashi Y, Tsuda E, Sasaki K, Toh S.",Am J Sports Med,2003,10.1177/03635465030310022101
101,12531752,Patellar tendon or semitendinosus tendon autografts for anterior cruciate ligament reconstruction? A prospective randomized study with a two-year follow-up,"Ejerhed L, Kartus J, Sernert N, Köhler K, Karlsson J.",Am J Sports Med,2003,10.1177/03635465030310011401
102,12531751,A prospective randomized study of patellar versus hamstring tendon autografts for anterior cruciate ligament reconstruction,"Jansson KA, Linko E, Sandelin J, Harilainen A.",Am J Sports Med,2003,10.1177/03635465030310010501
103,12435652,Anterior cruciate ligament reconstruction with and without a ligament augmentation device : results at 8-Year follow-up,"Drogset JO, Grøntvedt T.",Am J Sports Med,2002,10.1177/03635465020300061601
104,12243016,[Clinico-histologic comparison of allogenic and autologous bone-tendon-bone using one-third of the patellar tendon in reconstruction of the anterior cruciate ligament],"Gorschewsky O, Browa A, Vogel U, Stauffer E.",Unfallchirurg,2002,10.1007/s00113-001-0405-0
