Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Fauno, P; Kaalund, S",,,,"Fauno, P; Kaalund, S",,,Tunnel widening after hamstring anterior cruciate ligament reconstruction is influenced by the type of graft fixation used: A prospective randomized study,ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,,,,,,,,,,,,"Purpose: To compare the incidence of tunnel widening (TW) in patients undergoing anterior cruciate ligament (ACL) reconstruction with hamstring graft using either (group A) transfemoral fixation implant (Transfix; Arthrex, Naples, FL) and an interference screw (Arthrex) in the tibial tunnel or (group B) extracortical fixation (EndoButton; Smith & Nephew Endoscopy, Andover, MA) in the femur and bicortical screw and washer distal to the tibial tunnel. Type of Study: Prospective randomized study. Methods: One hundred patients were included and randomized and 87 patients were assessed at a 1-year follow-up. The evaluation included standardized radiographs, KT-1000 data, International Knee Documentation Committee (IKDC) ratings, and Lysholm score. The diameter of the tunnel at the 1 year follow-up was, after correction for magnification, compared with the tunnel diameter of the radiograph from 2 weeks postoperatively. A more than 2-mm enlargement was considered TW. Results: In group A in which transfixation in the femur and interference screw in the tibia was used, 7 of 41 patients had developed femoral TW and 5 of 41 tibial TW. In group B, 20 of 46 patients had TW in the femur and 16 of 46 in the tibia (P <.05, chi-square test). No significant difference was found with respect to Lysholm score, IKDC, or arthrometric evaluation. Conclusions: There was a significant reduction of TW in both the femur and the tibia using fixation points close to the joint, compared with the system where the distance between the fixation points is long. We conclude that the position of the fixation sites and type of fixation device are major factors in the development of TW after ACL surgery. Level of Evidence: Level I, therapeutic study in a prospective randomized clinical trial.",,,,,,,,,,,,,,,,,,,,,,,,NOV,2005,21,11,,,,,1337,1341,,10.1016/j.arthro.2005.08.023,http://dx.doi.org/10.1016/j.arthro.2005.08.023,,,,,,,,16325084,,,,,WOS:000233885600008,View Full Record in Web of Science
J,"Lidén, M; Ejerhed, L; Sernert, N; Laxdal, G; Kartus, J",,,,"Liden, Mattias; Ejerhed, Lars; Sernert, Ninni; Laxdal, Gauti; Kartus, Juri",,,"Patellar tendon or semitendinosus tendon autografts for anterior cruciate ligament reconstruction -: A prospective, randomized study with a 7-year follow-up",AMERICAN JOURNAL OF SPORTS MEDICINE,,,,,,,,,,,,"Background: The aim of the study was to compare the results after arthroscopic anterior cruciate ligament (ACL) reconstruction using central-third bone-patellar tendon-bone (BTB) autografts and triple/quadruple semitendinosus (ST) autografts. Hypothesis: In the long-term, ACL reconstruction using BTB autografts will render more donor-site problems than ST autografts. Study Design: Randomized controlled trial; Level of evidence, 1. Methods: A randomized series of 71 patients (22 women and 49 men) with a unilateral ACL rupture who underwent reconstructive surgery were included in the study. The BTB graft was used in 34 patients (BTB group) and the ST-tendon graft was used in 37 patients (ST group). The patients were examined a median of 86 months (range, 68 to 114 months) after the reconstruction. Results: Sixty-eight of 71 patients (96%) were examined at follow-up. The clinical assessments at follow-up revealed no significant differences between the BTB group and the ST group in terms of the Lysholm score, Tegner activity level, International Knee Documentation Committee evaluation system, 1-legged hop test, KT-1000 arthrometer laxity measurements, manual Lachman test, and range of motion. A significant improvement was seen in both groups compared with the preoperative values in terms of most clinical assessments. Donor-site morbidity in the form of knee-walking ability, kneeling ability, and area of disturbed anterior knee sensitivity revealed no significant differences between the groups. Conclusion: Seven years after ACL reconstruction, the subjective and objective outcomes were similar after using the central-third BTB autograft and triple/quadruple ST autograft. Furthermore, no difference in terms of donor-site morbidity was found between the 2 groups.",,,,,,,,,,,,,,,,,,,,,,,,MAY,2007,35,5,,,,,740,748,,10.1177/0363546506298275,http://dx.doi.org/10.1177/0363546506298275,,,,,,,,17293471,,,,,WOS:000246264600006,View Full Record in Web of Science
J,"Zhao, JH; He, YH; Wang, JH",,,,"Zhao, Jinzhong; He, Yaohua; Wang, Jianhua",,,Double-bundle anterior cruciate ligament reconstruction: Four versus eight strands of hamstring tendon graft,ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,,,,,,,,,,,,"Purpose: The purpose of this study was to compare the clinical results of a double-bundle anterior cruciate ligament (ACL) reconstruction with 4 strands versus 8 strands of hamstring tendon graft. Methods: Seventy-six patients with chronic ACL rupture were randomly separated into two groups for double-bundle ACL reconstruction. In the 4-strand hamstring graft (4SHG) group, the semitendinosus tendon was used to make two 2-stranded hamstring tendon grafts, whereas in the 8-strand hamstring graft (8SHG) group, the sernitendinosus tendon was used to make one 4SHG and the gracilis tendon was used to make the other 4SHG. The 4SHG group comprised 33 patients and the 8SHG group comprised 35 patients, with a minimum follow-up of 2 years. International Knee Documentation Committee (IKDQ and Lysholm scales were used to evaluate the clinical results. Results: In the 4SHG group the side-to-side difference was less than 3 mm in 26 patients (78.8%), 3 to 5 mm in 4 patients (12.1%), and 6 to 10 inm in 3 patients (9.0%), with a mean value of 2.8 +/- 0.5 mm; the pivot-shift test was negative in 29 patients (89.9%) and positive in 4 (12.1%). In the 8SHG group the side-to-side difference was less than 3 mm in 32 patients (91.4%), 3 to 5 mm in 2 patients (5.7%), and 6 mm in I patient (2.9%) (P =.004), with a mean value of 1.3 +/- 0.4 mm (P =.0003); the pivot-shift test was negative in 34 patients (97.1%) and positive in 1 (2.9%). According to the IKDC scale, 29 patients (87.9%) in the 4SHG group and 33 patients (94.3%) in the 8SHG group had a grade of normal or nearly normal. In the 4SHG and 8SHG groups the mean IKDC subjective knee evaluation results were 86.4 +/- 4.2 and 96.3 2.8 (P =.0007), respectively, and the mean Lysholm scores were 89.6 +/- 3.7 and 96.5 +/- 2.9 (P.0006), respectively. Conclusions: On the basis of KT-1000 examination (MEDmetric, San Diego, CA) and clinical measures, doublebundle ACL reconstruction with 8SHG yields significantly better results than double-bundle ACL reconstruction with 4SHG, with a mean side-to-side difference in anterior knee laxity of 1.3 _- 0.4 rum versus 2.8 +/- 0.5 rum (P =.0003), IKDC subjective result of 96.3 2.8 versus 86.4 +/- 4.2 (P =.0007), and Lysholm score of 96.5 2.9 versus 89.6 3.7 (P =.0006). Level of Evidence: Level 11, lesser-quality randomized controlled trial.",,,,,,,,,,,,,,,,,,,,,,,,JUL,2007,23,7,,,,,766,770,,10.1016/j.arthro.2007.01.022,http://dx.doi.org/10.1016/j.arthro.2007.01.022,,,,,,,,17637413,,,,,WOS:000248743900013,View Full Record in Web of Science
J,"Lui, PPY; Cheng, YY; Yung, SH; Hung, ASL; Chan, KM",,,,"Lui, Pauline Po Yee; Cheng, Ying Ying; Yung, Shu Hang; Hung, Aaron See Long; Chan, Kai Ming",,,A randomized controlled trial comparing bone mineral density changes of three different ACL reconstruction techniques,KNEE,,,,,,,,,,,,"Introduction: This study aimed to compare the changes in bone mineral density (BMD) of three different ACL reconstruction (ACLR) techniques and its association with early clinical and functional outcomes. Methods: Sixty-two male adult patients undergoing primary ACLR were prospectively parallel randomized to bone-patellar tendon-bone graft (BPTB), single-bundle (HT-SB) or double-bundle (HT-DB) hamstring graft. BMD (primary outcome) at the proximal tibia, distal femur, femoral neck and trochanteric region was measured blindly at day 1, 3 months, 5 months and 1 year after surgery. KT-1000, Lysholm, IKDC, one-leg hop test and Lachman test were performed blindly at baseline and 1 year post-reconstruction. Results: There was a significant bone loss at the injured knee and hip at 3 and 5 months which was reversible at the knee, but not at the hip, at 1 year post-operation. There was a significant improvement of early clinical and functional outcomes at 1 year. No significant differences in bone loss was detected among different surgical techniques, except BMD loss at the femoral neck, though a trend of greater BMD loss in the HT-SB group at 5 months after reconstruction was observed. There was a significant positive correlation between BMD at the distal femur and the single-leg hop distance at 1 year. Conclusion: In conclusion, the three surgical techniques were similar in transient bone loss at the knee region, irreversible bone loss at the hip, early clinical and functional outcomes up to 1 year post-reconstruction. BMD at the distal femur was positively associated with the single-leg hop distance at 1 year post-reconstruction. (C) 2012 Elsevier B.V. All rights reserved.",,,,,,,,,,,,,,,,,,,,,,,,DEC,2012,19,6,,,,,779,785,,10.1016/j.knee.2012.02.005,http://dx.doi.org/10.1016/j.knee.2012.02.005,,,,,,,,22425308,,,,,WOS:000311329300009,View Full Record in Web of Science
J,"Konrads, C; Reppenhagen, S; Plumhoff, P; Hoberg, M; Rudert, M; Barthel, T",,,,"Konrads, Christian; Reppenhagen, Stephan; Plumhoff, Piet; Hoberg, Maik; Rudert, Maximilian; Barthel, Thomas",,,No significant difference in clinical outcome and knee stability between patellar tendon and semitendinosus tendon in anterior cruciate ligament reconstruction,ARCHIVES OF ORTHOPAEDIC AND TRAUMA SURGERY,,,,,,,,,,,,"ACL reconstruction with either patellar tendon or semitendinosus tendon autografts are standard procedures. Between these two grafts might be differences in stability, morbidity, or long-term changes. This study investigates outcomes of ACL reconstruction with patellar tendon versus semitendinosus tendon autografts. We hypothesize no significant differences in clinical outcome and knee stability between both groups. In a randomized prospective trial, we operated 62 ACL-deficient patients, 45 males and 17 females with a mean age of 29.8 years (min. 18, max. 44). We reconstructed the ligament using either autologous patellar tendon (n = 31) or semitendinosus tendon (n = 31). After 10 years of follow-up, we investigated 47 patients of the study. For evaluation we used a standard clinical examination including one-leg jump test and KT-1000 instrumental translation measure, visual analog pain scale, IKDC subjective knee form, Lysholm score, Tegner activity scale, and standard X-rays of the knee. The data did not show any significant differences between the two groups. Between 5 and 10 years after ACL reconstruction both groups started to develop degenerative arthritic changes, which were detectable in standard radiographs of the knee. At 10-year follow-up mean IKDC for the BPTB group was 1.8 (min. 1, max. 3) and for the ST group it was 2.2 (min 1, max. 4), p = 0.35. Regarding Tegner activity scale after 10 years, the BPTB group showed a mean score of 5.9 (min. 4, max. 9) versus 5.1 (min. 3, max. 7) in the ST group, p = 0.53. For the Lysholm score the BPTB group reached a mean of 92.0 (min. 63, max. 98) and the ST group 91.8 (min. 62, max. 98) points, p = 0.66. There is a tendency for higher donor site morbidity in the BPTB group than in the ST group, p = 0.07. Both, patellar tendon and semitendinosus tendon are safe autografts for ACL reconstruction. Regarding graft selection, individual patient-dependent factors should be considered. ACL reconstruction cannot fully restore pre-injury status of knee joint function in the majority of cases.",,,,,,,,,,,,,,,,,,,,,,,,APR,2016,136,4,,,,,521,525,,10.1007/s00402-015-2386-4,http://dx.doi.org/10.1007/s00402-015-2386-4,,,,,,,,26725050,,,,,WOS:000373179000012,View Full Record in Web of Science
J,"Laxdal, G; Kartus, J; Eriksson, BI; Faxén, E; Sernert, N; Karlsson, J",,,,"Laxdal, Gauti; Kartus, Jueri; Eriksson, Bengt I.; Faxen, Eva; Sernert, Ninni; Karlsson, Jon",,,Biodegradable and metallic interference screws in anterior cruciate ligament reconstruction surgery using hamstring tendon grafts -: Prospective randomized study of radiographic results and clinical outcome,AMERICAN JOURNAL OF SPORTS MEDICINE,,,,,,,,,,,,"Background: The use of biodegradable screws in anterior cruciate ligament reconstruction has grown in popularity. Purpose: To compare the clinical and radiographic results in arthroscopically assisted anterior cruciate ligament reconstruction using 4-strand hamstring tendon grafts and either metallic (metal group) or biodegradable (PLLA group) interference screw fixation. Study Design: Randomized controlled trial; Level of evidence, 1. Methods: A randomized series of 77 patients, all with a unilateral anterior cruciate ligament rupture, was included in the study. The preoperative assessments in both groups were similar in gender, Tegner activity level, Lysholm score, KT-1000 arthrometer measurements, and single-legged hop test results. In both groups, interference screw fixation of the graft was used at both ends, and 68 of 77 (88%) patients returned for a radiographic examination at 6 and 24 months, respectively. Results: At follow-up, no significant differences were found between the 2 groups in KT-1 000 arthrometer laxity measurements, Tegner activity level, or Lysholm score. The PLLA group had a significantly better outcome in the single-begged hop test and the final International Knee Documentation Committee classification (P =.007 and P =.03, respectively). At 6 and 24 months after the index operation, the PLLA group displayed significantly larger drill holes on the radiographs than did the metal group on both the tibial (8.1 vs 6.6 mm at 6 months [P =.0007]; 6.0 vs 3.2 mm at 24 months [P <.0001]) and femoral sides (7.8 vs 5.6 mm at 6 months [P <.0001]; 6.3 vs 1.9 mm at 24 months [P <.0001]). Conclusion: There were significantly larger radiographically visible drill holes on both the tibial and femoral sides in the PLLA group compared with the metal group at 6 and 24 months. Clinical examination at 2 years revealed no major differences between the groups. The larger drill holes in the PLLA group did not correlate with inferior clinical results.",,,,,,,,,,,,,,,,,,,,,,,,OCT,2006,34,10,,,,,1574,1580,,10.1177/0363546506288014,http://dx.doi.org/10.1177/0363546506288014,,,,,,,,16685087,,,,,WOS:000240833400003,View Full Record in Web of Science
J,"Sajovic, M; Vengust, V; Komadina, R; Tavcar, R; Skaza, K",,,,"Sajovic, Matjaz; Vengust, Vilibald; Komadina, Radko; Tavcar, Rok; Skaza, Katja",,,"A prospective, randomized comparison of semitendinosus and gracilis tendon versus patellar tendon autografts for anterior cruciate ligament reconstruction - Five-year follow-up",AMERICAN JOURNAL OF SPORTS MEDICINE,,,,,,,,,,,,"Background: There are still controversies about graft selection for primary anterior cruciate ligament reconstruction. Prospective randomized long-term studies are needed to determine the differences between the materials. Hypothesis: Five years after anterior cruciate ligament reconstruction, there is a difference between hamstring and patellar tendon grafts in development of degenerative knee joint disease. Study Design: Randomized controlled trial; Level of evidence, 1. Methods: From June 1999 to March 2000, 64 patients were included in this prospective study. A single surgeon performed primary arthroscopically assisted anterior cruciate ligament reconstruction in an alternating sequence. In 32 patients, anterior cruciate ligament reconstruction was performed with hamstring tendon autograft, whereas in the other 32 patients, anterior cruciate ligament reconstruction was performed with patellar tendon autograft. Results: At the 5-year follow-up, no statistically significant differences were seen with respect to the Lysholm score, clinical and KT-2000 arthrometer laxity testing, anterior knee pain, single-legged hop test, or International Knee Documentation Committee classification results; 23 patients (82%) in the hamstring tendon group and 23 patients (88%) in the patellar tendon group returned to their preinjury activity levels. Graft rupture occurred in 2 patients from the hamstring tendon group (7%) and in 2 patients from the patellar tendon group (8%). Grade B abnormal radiographic findings were seen in 50% (13/26) of patients in the patellar tendon group and in 17% (5/28) of patients in the e hamstring tendon group (P =.012). Conclusion: Both hamstring and patellar tendon grafts provided good subjective outcomes and objective stability at 5 years. No significant differences in the rate of graft failure were identified. Patients with patellar tendon grafts had a greater prevalence of osteoarthritis at 5 years after surgery.",,,,,,,,,,,,,,,,,,,,,,,,DEC,2006,34,12,,,,,1933,1940,,10.1177/0363546506290726,http://dx.doi.org/10.1177/0363546506290726,,,,,,,,16923826,,,,,WOS:000242718200008,View Full Record in Web of Science
J,"Thompson, SM; Salmon, LJ; Waller, A; Linklater, J; Roe, JP; Pinczewski, LA",,,,"Thompson, Simon Michael; Salmon, Lucy J.; Waller, Alison; Linklater, James; Roe, Justin P.; Pinczewski, Leo A.",,,Twenty-Year Outcome of a Longitudinal Prospective Evaluation of Isolated Endoscopic Anterior Cruciate Ligament Reconstruction With Patellar Tendon or Hamstring Autograft,AMERICAN JOURNAL OF SPORTS MEDICINE,,,,,,,,,,,,"Background: Long-term prospective studies of isolated endoscopic anterior cruciate ligament (ACL) reconstruction are limited and may include confounding factors. Purpose: This study aimed to compare the outcomes of isolated ACL reconstruction using the patellar tendon (PT) autograft and the hamstring (HT) autograft in 180 patients over 20 years. Study Design: Cohort study; Level of evidence, 2. Methods: A total of 180 participants undergoing isolated ACL reconstruction between 1993 and 1994 were prospectively recruited. Evaluation was performed at 1, 2, 5, 7, 10, 15, and 20 years after surgery and included the International Knee Documentation Committee (IKDC) knee ligament evaluation with radiographic evaluation, KT-1000 arthrometer side-to-side difference, and subjective scores. Results: Over 20 years, there were 16 patients (18%) and 9 patients (10%) with an ACL graft rupture in the HT and PT groups, respectively (P = .13). ACL graft rupture was associated with male sex (odds ratio [OR], 3.9; P = .007), nonideal tunnel position (OR, 3.6; P = .019), and age <18 years at the time of surgery (OR, 4.6; P = .003). The odds of a contralateral ACL rupture were increased in patients with the PT graft compared with patients with the HT graft (OR, 2.2; P = .02) and those aged <18 years at the time of surgery (OR, 3.4; P = .001). The mean IKDC scores at 20-year follow-up were 86 and 89 for the PT and HT groups, respectively (P = .18). At 20 years, 53% and 57% of the PT and HT groups participated in strenuous or very strenuous activities (P = .55), kneeling pain was present in 63% and 20% of the PT and HT groups (P = .018), and radiographic osteoarthritic change was found in 61% and 41% of the PT and HT groups (P = .008), respectively. Conclusion: Compared with patients who received the HT graft, patients who received the PT graft had significantly worse outcomes with regard to radiologically detectable osteoarthritis, kneeling pain, and contralateral ACL injury. At 20-year follow-up, both HT and PT autografts continued to provide good subjective outcomes and objective stability. However, further ACL injury is common, particularly in male individuals, younger patients, and those with tunnel malposition.",,,,,,,,,,,,,,,,,,,,,,,,DEC,2016,44,12,,,,,3083,3094,,10.1177/0363546516658041,http://dx.doi.org/10.1177/0363546516658041,,,,,,,,27492972,,,,,WOS:000389905400008,View Full Record in Web of Science
J,"Hwang, DH; Shetty, GM; Kim, JI; Kwon, JH; Song, JK; Muñoz, M; Lee, JS; Nha, KW",,,,"Hwang, Dae-Hee; Shetty, Gautam M.; Kim, Jong In; Kwon, Jae Ho; Song, Jae-Kwang; Munoz, Michael; Lee, Jun Seop; Nha, Kyung-Wook",,,Does Press-Fit Technique Reduce Tunnel Volume Enlargement After Anterior Cruciate Ligament Reconstruction With Autologous Hamstring Tendons? A Prospective Randomized Computed Tomography Study,ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,,,,,,,,,,,,"Purpose: The purpose of this prospective, randomized, computed tomographye-based study was to investigate whether the press-fit technique reduces tunnel volume enlargement (TVE) and improves the clinical outcome after anterior cruciate ligament reconstruction at a minimum follow-up of 1 year compared with conventional technique. Methods: Sixty-nine patients undergoing primary ACL reconstruction using hamstring autografts were randomly allocated to either the press-fit technique group (group A) or conventional technique group (group B). All patients were evaluated for TVE and tunnel widening using computed tomography scanning, for functional outcome using International Knee Documentation Committee and Lysholm scores, for rotational stability using the pivot-shift test, and for anterior laxity using the KT-2000 arthrometer at a minimum of 1-year follow-up. Results: There were no significant differences in TVE between the 2 groups. In group A, in which the press-fit technique was used, mean volume enlargement in the femoral tunnel was 65% compared with 71.5% in group B (P = .84). In group A, 57% (20 of 35) of patients developed femoral TVE compared with 67% (23 of 34) of patients in group B (P = .27). Both groups showed no significant difference for functional outcome (mean Lysholm score P = .73, International Knee Documentation Committee score P = .15), or knee laxity (anterior P = .78, rotational P = .22) at a minimum follow-up of 1 year. Conclusions: In a comparison of press-fit and conventional techniques, there were no significant differences in TVE and clinical outcome at short-term follow-up. Level of Evidence: Level II, therapeutic study, prospective randomized clinical trial.",,,,,,,,,,,,,,,,,,,,,,,,JAN,2013,29,1,,,,,83,88,,10.1016/j.arthro.2012.07.007,http://dx.doi.org/10.1016/j.arthro.2012.07.007,,,,,,,,23276416,,,,,WOS:000312986800012,View Full Record in Web of Science
J,"Oliveira, M; Lobo, P Jr; Imoto, AM; Santos, T; Borges, JHS; Nunes, P; Barin, FR; Damando, M; Peccin, MS",,,,"Oliveira, Marcio; Lobo Junior, Paulo; Imoto, Aline Mizusaki; Santos, Tacio; Souza Borges, Jose Humberto; Nunes, Pedro; Barin, Fabricio Reichert; Damando, Meire; Peccin, Maria Stella",,,Unilateral Versus Bilateral Resistance Exercise in Postoperative Rehabilitation After ACL Reconstruction With Bone-Patellar Tendon-Bone Graft: A Randomized Controlled Trial,ORTHOPAEDIC JOURNAL OF SPORTS MEDICINE,,,,,,,,,,,,"Background: Lower limb muscle strength symmetry has been suggested as an essential criterion for the safe return to sports after anterior cruciate ligament (ACL) reconstruction. Limited evidence is available regarding the most effective intervention to achieve symmetry after reconstruction with contralateral bone-patellar tendon-bone (BPTB) graft. Purpose: To verify whether unilateral isotonic resistance exercise is more effective than bilateral exercise for obtaining postoperative functional and muscular strength symmetry between the donor limb and reconstructed limb for patients who received BPTB graft. Study Design: Randomized controlled trial; Level of evidence, 1. Methods: A total of 88 patients were randomly divided into a control group (n = 44) and an intervention group (n = 44). All participants performed an 8-week exercise program starting at the beginning of the fourth postoperative month and were evaluated before and after the program. The control group performed bilateral exercises, and the intervention group performed unilateral exercises for the donor limb only (the limb with the greatest disability). The primary outcome was muscle strength (peak torque and hamstrings to quadriceps [H:Q] ratio), and the secondary outcomes were range of motion (ROM; goniometry), KT-1000 arthrometer side-to-side difference in anteroposterior knee laxity, and objective (single-leg hop test) and subjective (Lysholm score) functionality. Results: Both groups improved significantly from before to after the exercise program. The improvements were significantly greater in the intervention group regarding peak torque, H:Q ratio, flexion ROM, single-leg hop test, and Lysholm score in the donor limb (P < .001 for all), and the improvements were significantly greater in the control group regarding peak torque and single-leg hop test in the reconstructed limb (P < .001 for both). Comparison between the groups showed significantly increased symmetry regarding peak torque, H:Q ratio, and single-leg hop test in the intervention group compared with the control group (P < .001), with large effect sizes (>0.80) except for the H:Q ratio. Conclusion: Although postoperative, bilateral, isotonic resistance exercise provided better strength gains to the reconstructed limb, unilateral exercise was more effective in obtaining functional and muscle strength between-limb symmetry in patients who underwent ACL reconstruction with contralateral BPTB graft. Registration: Brazilian Registry of Clinical Trials (number RBR-22rnjh).",,,,,,,,,,,,,,,,,,,,,,,,APR,2022,10,4,,,,,,,2.32597E+16,10.1177/23259671221088830,http://dx.doi.org/10.1177/23259671221088830,,,,,,,,35464901,,,,,WOS:000786385500001,View Full Record in Web of Science
J,"Liu, SH; Li, H; Tao, HY; Sun, YY; Chen, SY; Chen, JW",,,,"Liu, Shaohua; Li, Hong; Tao, Hongyue; Sun, Yaying; Chen, Shiyi; Chen, Jiwu",,,A Randomized Clinical Trial to Evaluate Attached Hamstring Anterior Cruciate Ligament Graft Maturity With Magnetic Resonance Imaging,AMERICAN JOURNAL OF SPORTS MEDICINE,,,,,,,,,,,,"Background: The hamstring tendons are commonly harvested for anterior cruciate ligament (ACL) reconstruction with detachment of the tibial insertion. Retaining the insertion may help to preserve vascularity and viability of the graft and bypass the stages of avascular necrosis and revascularization, which might be beneficial to graft maturity. Purpose: To investigate and compare graft maturity by magnetic resonance imaging (MRI) after ACL reconstruction with preservation or detachment of hamstring tendon tibial insertion at up to 2 years. Study Design: Randomized controlled trial; Level of evidence, 2. Methods: Forty-five patients (age range, 18-45 years) undergoing isolated ACL reconstruction with hamstring tendon were enrolled and randomized to 2 groups. The tibial insertion of the hamstring tendon was preserved in the study group (n = 21) and detached in the control group (n = 24). Patients had follow-up at 3, 6, 12, and 24 months, which consisted of the following: (1) clinical examination and (2) MRI evaluation of graft signal intensity based on signal/noise quotient (SNQ) values. Finally, 18 patients in the study group and 19 in the control group received full follow-up evaluation (ie, at all 4 time points). Results: All knees acquired full range of motion at 24 months without significant laxity. At each time point, the KT-1000 arthrometer revealed no significant difference between groups; the clinical scores significantly improved in both groups, although the difference between groups was not significant. In the control group, the SNQ value increased from 3 months, peaked at 6 months, and then decreased (3 months, 21.4 +/- 12.7; 6 months, 25.6 +/- 12; 12 months, 18.3 +/- 7.7; 24 months, 15.3 +/- 6.3). However, the insertion-preserved graft in the study group maintained relatively lower and unchanged signal intensity throughout all time points (3 months, 15.0 +/- 11.2; 6 months, 14.9 +/- 6.3; 12 months, 12.6 +/- 7.0; 24 months, 14.6 +/- 7.0). Between groups, there was no significant difference at 3 or 24 months (P = .11 and .75, respectively), while the SNQ values were significantly lower in the study group versus the control group at 6 and 12 months (P = .002 and .02, respectively). Conclusion: The insertion-detached hamstring tendon grafts underwent a significantly increasing change in signal intensity during the first 2 years after ACL reconstruction, while the insertion-preserved grafts kept a relatively lower and unchanged signal intensity. The difference was most significant at 6 and 12 months postoperatively.",,,,,,,,,,,,,,,,,,,,,,,,APR,2018,46,5,,,,,1143,1149,,10.1177/0363546517752918,http://dx.doi.org/10.1177/0363546517752918,,,,,,,,29443537,,,,,WOS:000429952400030,View Full Record in Web of Science
J,"Stener, S; Ejerhed, L; Sernert, N; Laxdal, G; Rostgård-Christensen, L; Kartus, J",,,,"Stener, Sven; Ejerhed, Lars; Sernert, Ninni; Laxdal, Gauti; Rostgard-Christensen, Lars; Kartus, Jueri",,,"A Long-Term, Prospective, Randomized Study Comparing Biodegradable and Metal Interference Screws in Anterior Cruciate Ligament Reconstruction Surgery Radiographic Results and Clinical Outcome",AMERICAN JOURNAL OF SPORTS MEDICINE,,,,,,,,,,,,"Background: During the past decade, the use of biodegradable implants in anterior cruciate ligament surgery has increased. Hypothesis: Poly-L-lactide acid (PLLA) interference screws would render the same clinical results but greater tunnel enlargement than metal screws 8 years after anterior cruciate ligament reconstruction using hamstring tendon (semitendinosus/gracilis) autografts. Study Design: Randomized controlled trial; Level of evidence, 1. Methods: A randomized series of 77 patients, all with a unilateral anterior cruciate ligament rupture, were divided into 2 groups (PLLA and metal). In both groups, hamstring tendon autografts were used with interference screw fixation at both ends and the patients were examined with standard radiographs, Tegner activity level, Lysholm knee score, single-legged hop test, early C-reactive protein response, and KT-1000 arthrometer knee laxity measurements. Results: The preoperative assessments in both groups were similar in terms of gender, clinical tests, and the time from injury to surgery. The patients returned for a radiographic and clinical examination a mean of 96 months (range, 78-120 months) after the index operation. The PLLA group displayed significantly larger bone tunnels on the radiographs than the metal group on the femoral side (mean, 11.4 mm [range, 0-17.8 mm] vs 8.0 mm [range, 0-16.3 mm]; P < .005) but not on the tibial side (mean, 10.7 mm [range, 7.8-14.1 mm] vs 10.5 mm [range, 0-20.3 mm]; difference not significant). At follow-up, no significant differences were found between the PLLA and metal groups in terms of knee laxity measurements (median, 1.0 mm [range, -2.0-4.0 mm] vs 1.0 mm [range, -3.0-6.5 mm]), Tegner activity level (median, 7 [range, 3-9] vs 6 [range, 2-9]), or the Lysholm knee score (median, 90 points [range, 51-100] vs 89 points [range, 53-100]). The C-reactive protein values did not differ significantly between the 2 groups except for an increase in the PLLA group compared with the metal group at day 1 postoperatively -23 mg/L (range, <6-55) vs 9 mg/L (range,<6-55) (P < .001). Conclusion: There were significantly larger radiographically visible bone tunnels on the femoral side but not on the tibial side in the PLLA group compared with the metal group 8 years after anterior cruciate ligament reconstruction using hamstring tendon autografts. This finding did not correlate with inferior clinical results. Because of the results in the present study, the authors have discontinued the use of PLLA interference screws.",,,,,,,,,,,,,,,,,,,,,,,,AUG,2010,38,8,,,,,1598,1605,,10.1177/0363546510361952,http://dx.doi.org/10.1177/0363546510361952,,,,,,,,20392970,,,,,WOS:000280645500012,View Full Record in Web of Science
