Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Muneta, T; Koga, H; Mochizuki, T; Ju, YJ; Hara, K; Nimura, A; Yagishita, K; Sekiya, I",,,,"Muneta, Takeshi; Koga, Hideyuki; Mochizuki, Tomoyuki; Ju, Young-Jin; Hara, Kenji; Nimura, Akimoto; Yagishita, Kazuyoshi; Sekiya, Ichiro",,,A prospective randomized study of 4-strand semitendinosus tendon anterior cruciate ligament reconstruction comparing single-bundle and double-bundle techniques,ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,,,,,,,,,,,,"Purpose: A randomized clinical study was conducted to compare the outcome between doublebundle (DB) and single-bundle (SB) anterior cruciate ligament (ACL) reconstructions with 4-strand sernitendinosus tendon (ST). Methods: We divided 68 patients with unilateral ACL injury into 2 groups according to their birth date, and they were followed up in person for a mean of 25 months (range, 18 to 41 months). Each group of 34 patients underwent either DB or SB ACL reconstruction using 4-strand ST with EndoButton femoral fixation (Smith & Nephew Endoscopy, And over, MA) and anchor staple tibial fixation. There was no difference between the 2 groups with regard to age at surgery, sex, follow-up period, period before surgery, combined meniscus injuries, and athletic activity level. All patients followed the same postoperative program. They were evaluated using manual knee laxity tests, instrumented anterior laxity measurements (KT-1000 arthrometer VMED-metric, San Diego, CA]), knee extension and flexion strength testing, and so on. General knee condition was evaluated by use of the Lyshohn knee score and subjective rating scale. Results: There were no significant differences between the 2 groups with regard to range of motion, thigh girth, muscle strength, and Lysholm score. Manual knee laxity testing revealed that negative Lachman and pivot-shift test results were found in more patients in the DB group than in the SB group. KT measurements averaged 2.4 mm in the SB group and 1.4 min in the DB group, which was statistically significantly different. Statistical analysis showed no significant difference regarding all of the modified International Knee Documentation Committee- categorized data between the 2 groups. Conclusions: This randomized controlled trial indicated that DB ACL reconstruction via 4-strand ST is superior to the SB technique with regard to anterior and rotational stability; however, it fails to show any subjective difference. Level of Evidence: Level I, prospective randomized controlled clinical study.",,,,,,,,,,,,,,,,,,,,,,,,JUN,2007,23,6,,,,,618,628,,10.1016/j.arthro.2007.04.010,http://dx.doi.org/10.1016/j.arthro.2007.04.010,,,,,,,,17560476,,,,,WOS:000247412900007,View Full Record in Web of Science
J,"Drocco, L; Camazzola, D; Ferracini, R; Lustig, S; Ravera, L; Graziano, E; Massè, A; Bistolfi, A",,,,"Drocco, Luca; Camazzola, Daniele; Ferracini, Riccardo; Lustig, Sebastien; Ravera, Laura; Graziano, Eugenio; Masse, Alessandro; Bistolfi, Alessandro",,,Tripled semitendinosus with single harvesting is as effective but less invasive compared to standard gracilis-semitendinosus harvesting,MLTJ-MUSCLES LIGAMENTS AND TENDONS JOURNAL,,,,,,,,,,,,"Introduction: The anterior cruciate ligament (ACL) reconstruction with pes anserinus tendons has been increasingly used throughout the last years. Although less invasive compared to other autologous grafts, a reduction of internal rotation and flexion strength after gracilis and semitendinosus harvesting has been reported. Harvesting one tendon instead of two from the pes anserinus can reduce the deficit of the knee flexor strength and improve the functional recover without weakening the reconstructed ligament. Methods: Forty-five (45) patients who had ACL reconstruction with triple semitendinosus graft (ST3) have been compared with other 45 similar patients who had ACL reconstruction with double gracilis-semitendinosus tendons (GST). Patients have been evaluated at a minimum of 12 months after surgery: IKDC scale, KT-1000, One Leg Hop Test for the objective stability; Isokinetic test for the strength; Tegner scale, Lysholm and IKDC subjective evaluation form for the function. Results: No differences have been detected between the groups for the objective item assessed. Male patients' subjective IKDC score was statistically better for the ST3 group. Recreational soccer players showed a higher Lysholm and subjective IKDC score in ST3 group compared to GST group. There was no difference regarding the return to sport. Conclusion: ST3 guarantees the same objective knee stability compared to a GST. It is a viable option for ACL reconstruction that allows a better preservation of patient's anatomy and a less invasive harvesting surgery.",,,,,,,,,,,,,,,,,,,,,,,,OCT-DEC,2017,7,4,,,,,564,572,,10.11138/mltj/2017.7.4.564,http://dx.doi.org/10.11138/mltj/2017.7.4.564,,,,,,,,29721458,,,,,WOS:000430823600011,View Full Record in Web of Science
J,"Matsumoto, A; Yoshiya, S; Muratsu, H; Yagi, M; Iwasaki, Y; Kurosaka, M; Kuroda, R",,,,"Matsumoto, A; Yoshiya, S; Muratsu, H; Yagi, M; Iwasaki, Y; Kurosaka, M; Kuroda, R",,,A comparison of bone-patellar tendon-bone and bone-hamstring tendon-bone autografts for anterior cruciate ligament reconstruction,AMERICAN JOURNAL OF SPORTS MEDICINE,,,,,,,,,,,,"Background: Most of the previous comparative studies between patellar tendon and hamstring tendon anterior cruciate ligament grafts compared grafts of different constructs fixed with different methods. Purpose: To compare patellar tendon and hamstring tendon grafts with the same fixation method used to reconstruct the anterior cruciate ligament. Study Design: Randomized controlled trial; Level of evidence, 1. Methods: During the reconstructive procedure, the hamstring tendon graft was prepared as a bone-hamstring-bone graft; both bone-patellar tendon-bone and bone-hamstring-bone grafts were fixed with interference screws. Eighty consecutive patients who underwent anterior cruciate ligament reconstruction were randomly assigned to either bone-patellar tendon-bone or bone-hamstring-bone groups. Follow-up examinations were performed for at least 5 years postoperatively. Seventy-two of the 80 patients (37 patients in the bone-patellar tendon-bone group and 35 in the bone-hamstring-bone group) were evaluated, with a mean follow-up period of 87.0 and 80.8 months, respectively. Follow-up examinations were performed using the International Knee Documentation Committee knee ligament standard and subjective knee forms. Results: The mean KT-1000 arthrometer evaluation results showed no significant difference between the. bone-patellar tendon-bone and bone-hamstring-bone groups (1.2 +/- 2.1 mm and 1.7 +/- 1.4 mm, respectively; P = .24). However, symptoms related to graft harvest (anterior kneeling pain) were more frequently observed in the bone-patellar tendon-bone group, and unsatisfactory results were correlated with severe kneeling pain in 3 patients from this group (P = .0056). Significant hamstring muscle weakness without complaint of functional deficit was found in the bone-hamstring-bone group (P = .0045). Conclusion: Bone-hamstring-bone grafts were shown to reduce the risk of problems at the graft harvest site compared to bone-patellar tendon-bone grafts, with comparable results in the remaining clinical parameters tested.",,,,,,,,,,,,,,,,,,,,,,,,FEB,2006,34,2,,,,,213,219,,10.1177/0363546505279919,http://dx.doi.org/10.1177/0363546505279919,,,,,,,,16282583,,,,,WOS:000235006000006,View Full Record in Web of Science
J,"Holm, I; Oiestad, BE; Risberg, MA; Aune, AK",,,,"Holm, Inger; Oiestad, Britt Elin; Risberg, May Arna; Aune, Arne Kristian",,,No Difference in Knee Function or Prevalence of Osteoarthritis After Reconstruction of the Anterior Cruciate Ligament With 4-Strand Hamstring Autograft Versus Patellar Tendon-Bone Autograft A Randomized Study With 10-Year Follow-up,AMERICAN JOURNAL OF SPORTS MEDICINE,,,,,,,,,,,,"Background: The choice of different graft types and surgical techniques used when reconstructing a torn anterior cruciate ligament may influence the long-term prevalence of osteoarthritis and functional outcomes. Hypothesis: There are no differences in the prevalence of knee osteoarthritis or knee function in patients undergoing reconstruction of a torn anterior cruciate ligament with 4-strand hamstring autograft versus patellar tendon-bone autograft. Study Design: Randomized controlled trial; Level of evidence, 1. Methods: Seventy-two patients with subacute or chronic rupture of the anterior cruciate ligament were randomly assigned to autograft reconstruction with 4-strand gracilis and semitendinosus tendon (HAM) (N = 37) or with patellar tendon-bone (PTB) (IN = 35) from the ipsilateral side. Outcome measurements were the Cincinnati knee score, single-legged hop tests, isokinetic muscle strength tests, pain, knee joint laxity test (KT-1000 arthrometer), and a radiologic evaluation (Kellgren and Lawrence) at 10-year follow-up. Results: At 10 years, 57 patients (79%) were eligible for evaluation-29 in the HAM group and 28 in the PTB group. No differences were found between the 2 graft groups with respect to the Cincinnati knee score, the single-legged hop tests, pain, muscle strength measurements, or knee joint laxity. Fifty-five percent and 64% of the patients had osteoarthritis corresponding to Kellgren and Lawrence grade 2 or more in the HAM and the PTB groups, respectively (P = .27). For the uninvolved knee, the corresponding numbers were 28% and 22% (P = .62). Conclusion: At 10 years postoperatively, no statistically significant differences in clinical outcome between the 2 graft types were found. The prevalence of osteoarthritis was significantly higher in the operated leg than in the contralateral leg, but there were no significant differences between the 2 groups. The results indicate that the choice of graft type after an anterior cruciate ligament injury has minimal influence on the prevalence of osteoarthritis 10 years after surgery.",,,,,,,,,,,,,,,,,,,,,,,,MAR,2010,38,3,,,,,448,454,,10.1177/0363546509350301,http://dx.doi.org/10.1177/0363546509350301,,,,,,,,20097928,,,,,WOS:000274803800002,View Full Record in Web of Science
J,"Gohil, S; Annear, PO; Breidahl, W",,,,"Gohil, S.; Annear, P. O.; Breidahl, W.",,,Anterior cruciate ligament reconstruction using autologous double hamstrings:: a comparison of standard versus minimal debridement techniques using MRI to assess revascularisation -: A randomised prospective study with a one-year follow-up,JOURNAL OF BONE AND JOINT SURGERY-BRITISH VOLUME,,,,,,,,,,,,"Animal studies have shown that implanted anterior cruciate ligament (ACL) grafts initially undergo a process of revascularisation prior to remodelling, ultimately increasing mechanical strength. We investigated whether minimal debridement of the intercondylar notch and the residual stump of the ruptured ACL leads to earlier revascularisation in ACL reconstruction in humans. We undertook a randomised controlled clinical trial in which 49 patients underwent ACL reconstruction using autologous four-strand hamstring tendon grafts. Randomised by the use of sealed envelopes, 25 patients had a conventional clearance of the intercondylar notch and 24 had a minimal debridement method. Three patients were excluded from the study. All patients underwent MR scanning postoperatively at 2, 6 and 12 months, together with clinical assessment using a KT-1000 arthrometer and International Knee Documentation Committee (IKDC) evaluation. All observations were made by investigators blinded to the surgical technique. Signal intensity was measured in 4 mm diameter regions of interest along the ACL graft and the mid-substance of the posterior cruciate ligament. Our results indicate that minimal debridement leads to earlier revascularisation within the mid-substance of the ACL graft at two months (paired t-test, p = 0.002). There was a significant reduction of mid-substance signal six months after the minimal debridement technique (paired t-test, p = 0.00007). No statistically significant differences were found in tunnel placement, incidence of Cyclops lesions, blood loss, IKDC scores, range of movement or Lachman test between the two groups.",,,,,,,,,,,,,,,,,,,,,,,,SEP,2007,89B,9,,,,,1165,1171,,10.1302/0301-620X.89B9.19339,http://dx.doi.org/10.1302/0301-620X.89B9.19339,,,,,,,,17905952,,,,,WOS:000249935300008,View Full Record in Web of Science
J,"Liu, YL; Cui, GQ; Yan, H; Yang, YP; Ao, YF",,,,"Liu, Yulei; Cui, Guoqing; Yan, Hui; Yang, Yuping; Ao, Yingfang",,,"Comparison Between Single- and Double-Bundle Anterior Cruciate Ligament Reconstruction With 6-to 8-Stranded Hamstring Autograft: A Prospective, Randomized Clinical Trial",AMERICAN JOURNAL OF SPORTS MEDICINE,,,,,,,,,,,,"Background: Whether double-bundle (DB) anterior cruciate ligament (ACL) reconstruction with 6- to 8-stranded hamstring autograft (HG) is better than single-bundle (SB) ACL reconstruction remains debatable, as long-term follow-up data are lacking. Purpose: To prospectively investigate and compare the long-term results of DB and SB ACL reconstruction with a 6- to 8-stranded HG. Study Design: Randomized controlled clinical trial; Level of evidence: 1. Methods: A total of 80 patients with chronic ACL rupture were randomized to SB or DB ACL reconstruction with a 6- to 8-stranded HG. In the SB group, both the semitendinosus tendon (ST) and the gracilis tendon (GT) were prepared in 3 or 4 strands, with a total of 6 to 8 strands. In the DB group, the ST was prepared in 3 or 4 strands used for the anteromedial bundle, and the GT was prepared in the same manner for the posterolateral bundle. Each graft was fixed with an EndoButton, a bioabsorbable interference screw, and a staple. Outcome assessment was performed by a blinded independent observer using International Knee Documentation Committee (IKDC), Tegner, and Lysholm scores, as well as range of motion (ROM), Lachman test, pivot-shift test, KT-2000 arthrometer side-to-side difference, and return-to-sport data. Results: A total of 68 patients (DB group, 34; SB group, 34) were observed for a mean of 80 months (range, 74-86 months). There were 2 traumatic instability failures and two 5 degrees extension restrictions in the DB group, while no failures or 5 degrees extension restrictions were observed in the SB group. The mean Lysholm, Tegner, and IKDC scores improved significantly in both groups compared with preoperation scores (P < .05). No patient had a positive Lachman test result. No significant differences were found between groups in functional scores, incidence of pivot shift, ROM, Lachman test, KT-2000 arthrometer anterior laxity, or time and level of return to sport. Conclusion: Both SB and DB ACL reconstruction with 6- to 8-stranded HG showed satisfactory results in subjective scores and anteroposterior and rotational stability over a nearly 7-year follow-up; neither technique was superior.",,,,,,,,,,,,,,,,,,,,,,,,SEP,2016,44,9,,,,,2314,2322,,10.1177/0363546516650876,http://dx.doi.org/10.1177/0363546516650876,,,,,,,,27343215,,,,,WOS:000383019300021,View Full Record in Web of Science
J,"Kim, JG; Kang, SH; Kim, JH; Lim, CO; Wang, JH",,,,"Kim, Jae Gyoon; Kang, Seung Hoon; Kim, Jun Ho; Lim, Chae Ouk; Wang, Joon Ho",,,"Comparison of Clinical Results, Second-Look Arthroscopic Findings, and MRI Findings Between the Transportal and Outside-In Techniques for Double-Bundle Anatomic Anterior Cruciate Ligament Reconstruction A Prospective, Randomized Controlled Trial With a Minimum 2-Year Follow-up",AMERICAN JOURNAL OF SPORTS MEDICINE,,,,,,,,,,,,"Background: Although image analysis has shown that the outside-in (OI) technique is associated with different femoral tunnel geometry than the transportal (TP) technique in anatomic anterior cruciate ligament (ACL) reconstruction, it is not known whether clinical results differ between the 2 techniques. Purpose: To compare clinical results, second-look arthroscopic findings, and magnetic resonance imaging (MRI) findings between the TP and 01 techniques in anatomic double-bundle (DB) ACL reconstruction. Study Design: Randomized controlled trial; Level of evidence, 2. Methods: From November 2010 to March 2013, 128 patients were enrolled in this study and were randomly assigned to either the TP group (64 patients) or the 01 group (64 patients), and DB ACL reconstructions were performed. At the minimum 2-year follow-up (34.9 +/- 10.9 months), 111 patients (86.7%) were evaluated with multiple clinical scores and stability tests (KT-2000 arthrometer, Lachman test, and pivot-shift test). Ninety-three knees were evaluated for graft continuity, graft tension, and synovialization by use of second-look arthroscopy. Seventy-eight knees were evaluated on MRI for graft continuity, femoral graft tunnel healing, and graft signal/noise quotient (SNQ). The primary outcome was KT-2000 arthrometer results. Results were compared between the TP and 01 groups. Results: No significant differences were found between the 2 groups in terms of KT-2000 arthrometer results, which was the primary outcome, and other clinical results, with the exception of the postoperative functional test of International Knee Documentation Committee (IKDC) objective score. The ratio of grade A and B on the postoperative functional test of IKDC objective score was significantly larger for the 01 group (51/58) than the TP group (36/53) (P = .005). The second-look arthroscopic findings were not significantly different between the 2 groups in either bundle (P > .05). In addition, MRI findings did not differ significantly between the 2 groups (P > .05). Conclusion: With the exception of the functional test of IKDC objective score, we found that clinical results, second-look arthroscopic findings, and MRI findings did not differ significantly between the OI and TP techniques for anatomic ACL reconstruction, although femoral tunnel geometries differed significantly between the 2 techniques.",,,,,,,,,,,,,,,,,,,,,,,,MAR,2018,46,3,,,,,544,556,,10.1177/0363546517744535,http://dx.doi.org/10.1177/0363546517744535,,,,,,,,29293362,,,,,WOS:000429453800004,View Full Record in Web of Science
J,"Fauno, P; Kaalund, S",,,,"Fauno, P; Kaalund, S",,,Tunnel widening after hamstring anterior cruciate ligament reconstruction is influenced by the type of graft fixation used: A prospective randomized study,ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,,,,,,,,,,,,"Purpose: To compare the incidence of tunnel widening (TW) in patients undergoing anterior cruciate ligament (ACL) reconstruction with hamstring graft using either (group A) transfemoral fixation implant (Transfix; Arthrex, Naples, FL) and an interference screw (Arthrex) in the tibial tunnel or (group B) extracortical fixation (EndoButton; Smith & Nephew Endoscopy, Andover, MA) in the femur and bicortical screw and washer distal to the tibial tunnel. Type of Study: Prospective randomized study. Methods: One hundred patients were included and randomized and 87 patients were assessed at a 1-year follow-up. The evaluation included standardized radiographs, KT-1000 data, International Knee Documentation Committee (IKDC) ratings, and Lysholm score. The diameter of the tunnel at the 1 year follow-up was, after correction for magnification, compared with the tunnel diameter of the radiograph from 2 weeks postoperatively. A more than 2-mm enlargement was considered TW. Results: In group A in which transfixation in the femur and interference screw in the tibia was used, 7 of 41 patients had developed femoral TW and 5 of 41 tibial TW. In group B, 20 of 46 patients had TW in the femur and 16 of 46 in the tibia (P <.05, chi-square test). No significant difference was found with respect to Lysholm score, IKDC, or arthrometric evaluation. Conclusions: There was a significant reduction of TW in both the femur and the tibia using fixation points close to the joint, compared with the system where the distance between the fixation points is long. We conclude that the position of the fixation sites and type of fixation device are major factors in the development of TW after ACL surgery. Level of Evidence: Level I, therapeutic study in a prospective randomized clinical trial.",,,,,,,,,,,,,,,,,,,,,,,,NOV,2005,21,11,,,,,1337,1341,,10.1016/j.arthro.2005.08.023,http://dx.doi.org/10.1016/j.arthro.2005.08.023,,,,,,,,16325084,,,,,WOS:000233885600008,View Full Record in Web of Science
J,"Zhao, JH; He, YH; Wang, JH",,,,"Zhao, Jinzhong; He, Yaohua; Wang, Jianhua",,,Double-bundle anterior cruciate ligament reconstruction: Four versus eight strands of hamstring tendon graft,ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,,,,,,,,,,,,"Purpose: The purpose of this study was to compare the clinical results of a double-bundle anterior cruciate ligament (ACL) reconstruction with 4 strands versus 8 strands of hamstring tendon graft. Methods: Seventy-six patients with chronic ACL rupture were randomly separated into two groups for double-bundle ACL reconstruction. In the 4-strand hamstring graft (4SHG) group, the semitendinosus tendon was used to make two 2-stranded hamstring tendon grafts, whereas in the 8-strand hamstring graft (8SHG) group, the sernitendinosus tendon was used to make one 4SHG and the gracilis tendon was used to make the other 4SHG. The 4SHG group comprised 33 patients and the 8SHG group comprised 35 patients, with a minimum follow-up of 2 years. International Knee Documentation Committee (IKDQ and Lysholm scales were used to evaluate the clinical results. Results: In the 4SHG group the side-to-side difference was less than 3 mm in 26 patients (78.8%), 3 to 5 mm in 4 patients (12.1%), and 6 to 10 inm in 3 patients (9.0%), with a mean value of 2.8 +/- 0.5 mm; the pivot-shift test was negative in 29 patients (89.9%) and positive in 4 (12.1%). In the 8SHG group the side-to-side difference was less than 3 mm in 32 patients (91.4%), 3 to 5 mm in 2 patients (5.7%), and 6 mm in I patient (2.9%) (P =.004), with a mean value of 1.3 +/- 0.4 mm (P =.0003); the pivot-shift test was negative in 34 patients (97.1%) and positive in 1 (2.9%). According to the IKDC scale, 29 patients (87.9%) in the 4SHG group and 33 patients (94.3%) in the 8SHG group had a grade of normal or nearly normal. In the 4SHG and 8SHG groups the mean IKDC subjective knee evaluation results were 86.4 +/- 4.2 and 96.3 2.8 (P =.0007), respectively, and the mean Lysholm scores were 89.6 +/- 3.7 and 96.5 +/- 2.9 (P.0006), respectively. Conclusions: On the basis of KT-1000 examination (MEDmetric, San Diego, CA) and clinical measures, doublebundle ACL reconstruction with 8SHG yields significantly better results than double-bundle ACL reconstruction with 4SHG, with a mean side-to-side difference in anterior knee laxity of 1.3 _- 0.4 rum versus 2.8 +/- 0.5 rum (P =.0003), IKDC subjective result of 96.3 2.8 versus 86.4 +/- 4.2 (P =.0007), and Lysholm score of 96.5 2.9 versus 89.6 3.7 (P =.0006). Level of Evidence: Level 11, lesser-quality randomized controlled trial.",,,,,,,,,,,,,,,,,,,,,,,,JUL,2007,23,7,,,,,766,770,,10.1016/j.arthro.2007.01.022,http://dx.doi.org/10.1016/j.arthro.2007.01.022,,,,,,,,17637413,,,,,WOS:000248743900013,View Full Record in Web of Science
J,"Sundaraj, K; Salmon, LJ; Heath, EL; Winalski, CS; Colak, C; Vasanji, A; Roe, JP; Pinczewski, LA",,,,"Sundaraj, Keran; Salmon, Lucy J.; Heath, Emma L.; Winalski, Carl S.; Colak, Ceylan; Vasanji, Amit; Roe, Justin P.; Pinczewski, Leo A.",,,"Bioabsorbable Versus Titanium Screws in Anterior Cruciate Ligament Reconstruction Using Hamstring Autograft: A Prospective, Randomized Controlled Trial With 13-Year Follow-up",AMERICAN JOURNAL OF SPORTS MEDICINE,,,,,,,,,,,,"Background: Bioabsorbable screws for anterior cruciate ligament reconstruction (ACLR) have been a popular choice, with theoretical advantages in imaging and surgery. Titanium and poly-L-lactic acid with hydroxyapatite (PLLA-HA) screws have been compared, but with less than a decade of follow-up. Purpose/Hypothesis: The purpose was to compare long-term outcomes of hamstring autograft ACLR using either PLLA-HA screws or titanium screws. We hypothesized there would be no difference at 13 years in clinical scores or tunnel widening between PLLA-HA and titanium screw types, along with high-grade resorption and ossification of PLLA-HA screws. Study Design: Randomized controlled trial; Level of evidence, 1. Methods: Forty patients undergoing ACLR were randomized to receive either a PLLA-HA screw or a titanium screw for ACL hamstring autograft fixation. Blinded evaluation was performed at 2, 5, and 13 years using the International Knee Documentation Committee score, Lysholm knee score, and KT-1000 arthrometer. Magnetic resonance imaging (MRI) was performed at 2 or 5 years and 13 years to evaluate tunnel volumes, ossification around the screw, graft integration, and cyst formation. Computed tomography (CT) of patients with PLLA-HA was performed at 13 years to evaluate tunnel volumes and intratunnel ossification. Results: No differences were seen in clinical outcomes at 2, 5, or 13 years between the 2 groups. At 13 years, tibial tunnel volumes were smaller for the PLLA-HA group (2.17 cm(3)) compared with the titanium group (3.33 cm(3); P = .004). By 13 years, the PLLA-HA group had complete or nearly complete resorption on MRI or CT scan. Conclusion: Equivalent clinical results were found between PLLA-HA and titanium groups at 2, 5, and 13 years. Although PLLA-HA screws had complete or nearly complete resorption by 13 years, tunnel volumes remained largely unchanged, with minimal ossification.",,,,,,,,,,,,,,,,,,,,,,,,MAY,2020,48,6,,,,,1316,1326,3.63547E+14,10.1177/0363546520911024,http://dx.doi.org/10.1177/0363546520911024,,APR 2020,,,,,,32302205,,,,,WOS:000527754400001,View Full Record in Web of Science
J,"Lidén, M; Ejerhed, L; Sernert, N; Laxdal, G; Kartus, J",,,,"Liden, Mattias; Ejerhed, Lars; Sernert, Ninni; Laxdal, Gauti; Kartus, Juri",,,"Patellar tendon or semitendinosus tendon autografts for anterior cruciate ligament reconstruction -: A prospective, randomized study with a 7-year follow-up",AMERICAN JOURNAL OF SPORTS MEDICINE,,,,,,,,,,,,"Background: The aim of the study was to compare the results after arthroscopic anterior cruciate ligament (ACL) reconstruction using central-third bone-patellar tendon-bone (BTB) autografts and triple/quadruple semitendinosus (ST) autografts. Hypothesis: In the long-term, ACL reconstruction using BTB autografts will render more donor-site problems than ST autografts. Study Design: Randomized controlled trial; Level of evidence, 1. Methods: A randomized series of 71 patients (22 women and 49 men) with a unilateral ACL rupture who underwent reconstructive surgery were included in the study. The BTB graft was used in 34 patients (BTB group) and the ST-tendon graft was used in 37 patients (ST group). The patients were examined a median of 86 months (range, 68 to 114 months) after the reconstruction. Results: Sixty-eight of 71 patients (96%) were examined at follow-up. The clinical assessments at follow-up revealed no significant differences between the BTB group and the ST group in terms of the Lysholm score, Tegner activity level, International Knee Documentation Committee evaluation system, 1-legged hop test, KT-1000 arthrometer laxity measurements, manual Lachman test, and range of motion. A significant improvement was seen in both groups compared with the preoperative values in terms of most clinical assessments. Donor-site morbidity in the form of knee-walking ability, kneeling ability, and area of disturbed anterior knee sensitivity revealed no significant differences between the groups. Conclusion: Seven years after ACL reconstruction, the subjective and objective outcomes were similar after using the central-third BTB autograft and triple/quadruple ST autograft. Furthermore, no difference in terms of donor-site morbidity was found between the 2 groups.",,,,,,,,,,,,,,,,,,,,,,,,MAY,2007,35,5,,,,,740,748,,10.1177/0363546506298275,http://dx.doi.org/10.1177/0363546506298275,,,,,,,,17293471,,,,,WOS:000246264600006,View Full Record in Web of Science
J,"Laxdal, G; Kartus, J; Eriksson, BI; Faxén, E; Sernert, N; Karlsson, J",,,,"Laxdal, Gauti; Kartus, Jueri; Eriksson, Bengt I.; Faxen, Eva; Sernert, Ninni; Karlsson, Jon",,,Biodegradable and metallic interference screws in anterior cruciate ligament reconstruction surgery using hamstring tendon grafts -: Prospective randomized study of radiographic results and clinical outcome,AMERICAN JOURNAL OF SPORTS MEDICINE,,,,,,,,,,,,"Background: The use of biodegradable screws in anterior cruciate ligament reconstruction has grown in popularity. Purpose: To compare the clinical and radiographic results in arthroscopically assisted anterior cruciate ligament reconstruction using 4-strand hamstring tendon grafts and either metallic (metal group) or biodegradable (PLLA group) interference screw fixation. Study Design: Randomized controlled trial; Level of evidence, 1. Methods: A randomized series of 77 patients, all with a unilateral anterior cruciate ligament rupture, was included in the study. The preoperative assessments in both groups were similar in gender, Tegner activity level, Lysholm score, KT-1000 arthrometer measurements, and single-legged hop test results. In both groups, interference screw fixation of the graft was used at both ends, and 68 of 77 (88%) patients returned for a radiographic examination at 6 and 24 months, respectively. Results: At follow-up, no significant differences were found between the 2 groups in KT-1 000 arthrometer laxity measurements, Tegner activity level, or Lysholm score. The PLLA group had a significantly better outcome in the single-begged hop test and the final International Knee Documentation Committee classification (P =.007 and P =.03, respectively). At 6 and 24 months after the index operation, the PLLA group displayed significantly larger drill holes on the radiographs than did the metal group on both the tibial (8.1 vs 6.6 mm at 6 months [P =.0007]; 6.0 vs 3.2 mm at 24 months [P <.0001]) and femoral sides (7.8 vs 5.6 mm at 6 months [P <.0001]; 6.3 vs 1.9 mm at 24 months [P <.0001]). Conclusion: There were significantly larger radiographically visible drill holes on both the tibial and femoral sides in the PLLA group compared with the metal group at 6 and 24 months. Clinical examination at 2 years revealed no major differences between the groups. The larger drill holes in the PLLA group did not correlate with inferior clinical results.",,,,,,,,,,,,,,,,,,,,,,,,OCT,2006,34,10,,,,,1574,1580,,10.1177/0363546506288014,http://dx.doi.org/10.1177/0363546506288014,,,,,,,,16685087,,,,,WOS:000240833400003,View Full Record in Web of Science
